waktu,brand,tipe,sale
2021-08,AUDI,A5 2.0 TFSI A/T SB,-
2021-09,AUDI,A5 2.0 TFSI A/T SB,1
2021-010,AUDI,A5 2.0 TFSI A/T SB,-
2021-011,AUDI,A5 2.0 TFSI A/T SB,-
2021-012,AUDI,A5 2.0 TFSI A/T SB,1
2021-01,AUDI,A6 1.8 TFSI A/T,-
2021-02,AUDI,A6 1.8 TFSI A/T,-
2021-03,AUDI,A6 1.8 TFSI A/T,-
2021-04,AUDI,A6 1.8 TFSI A/T,-
2021-05,AUDI,A6 1.8 TFSI A/T,-
2021-06,AUDI,A6 1.8 TFSI A/T,-
2021-07,AUDI,A6 1.8 TFSI A/T,-
2021-08,AUDI,A6 1.8 TFSI A/T,-
2021-09,AUDI,A6 1.8 TFSI A/T,-
2021-010,AUDI,A6 1.8 TFSI A/T,-
2021-011,AUDI,A6 1.8 TFSI A/T,-
2021-012,AUDI,A6 1.8 TFSI A/T,-
2021-01,AUDI,A6 2.0TFSI AT,-
2021-02,AUDI,A6 2.0TFSI AT,-
2021-03,AUDI,A6 2.0TFSI AT,-
2021-04,AUDI,A6 2.0TFSI AT,-
2021-05,AUDI,A6 2.0TFSI AT,-
2021-06,AUDI,A6 2.0TFSI AT,-
2021-07,AUDI,A6 2.0TFSI AT,-
2021-08,AUDI,A6 2.0TFSI AT,-
2021-09,AUDI,A6 2.0TFSI AT,-
2021-010,AUDI,A6 2.0TFSI AT,-
2021-011,AUDI,A6 2.0TFSI AT,1
2021-012,AUDI,A6 2.0TFSI AT,-
2021-01,AUDI,RS4 2.9 TFSI A/T,-
2021-02,AUDI,RS4 2.9 TFSI A/T,-
2021-03,AUDI,RS4 2.9 TFSI A/T,-
2021-04,AUDI,RS4 2.9 TFSI A/T,-
2021-05,AUDI,RS4 2.9 TFSI A/T,-
2021-06,AUDI,RS4 2.9 TFSI A/T,-
2021-07,AUDI,RS4 2.9 TFSI A/T,2
2021-08,AUDI,RS4 2.9 TFSI A/T,-
2021-09,AUDI,RS4 2.9 TFSI A/T,-
2021-010,AUDI,RS4 2.9 TFSI A/T,-
2021-011,AUDI,RS4 2.9 TFSI A/T,1
2021-012,AUDI,RS4 2.9 TFSI A/T,-
2021-01,AUDI,RS5 2.9 TFSI A/T,-
2021-02,AUDI,RS5 2.9 TFSI A/T,-
2021-03,AUDI,RS5 2.9 TFSI A/T,-
2021-04,AUDI,RS5 2.9 TFSI A/T,-
2021-05,AUDI,RS5 2.9 TFSI A/T,-
2021-06,AUDI,RS5 2.9 TFSI A/T,1
2021-07,AUDI,RS5 2.9 TFSI A/T,-
2021-08,AUDI,RS5 2.9 TFSI A/T,-
2021-09,AUDI,RS5 2.9 TFSI A/T,-
2021-010,AUDI,RS5 2.9 TFSI A/T,-
2021-011,AUDI,RS5 2.9 TFSI A/T,-
2021-012,AUDI,RS5 2.9 TFSI A/T,-
2021-01,BMW,M2 Coupe A/T,-
2021-02,BMW,M2 Coupe A/T,-
2021-03,BMW,M2 Coupe A/T,-
2021-04,BMW,M2 Coupe A/T,-
2021-05,BMW,M2 Coupe A/T,-
2021-06,BMW,M2 Coupe A/T,-
2021-07,BMW,M2 Coupe A/T,-
2021-08,BMW,M2 Coupe A/T,-
2021-09,BMW,M2 Coupe A/T,-
2021-010,BMW,M2 Coupe A/T,-
2021-011,BMW,M2 Coupe A/T,-
2021-012,BMW,M2 Coupe A/T,-
2021-01,BMW,M2 Competition A/T,3
2021-02,BMW,M2 Competition A/T,3
2021-03,BMW,M2 Competition A/T,1
2021-04,BMW,M2 Competition A/T,5
2021-05,BMW,M2 Competition A/T,4
2021-06,BMW,M2 Competition A/T,4
2021-07,BMW,M2 Competition A/T,19
2021-08,BMW,M2 Competition A/T,-
2021-09,BMW,M2 Competition A/T,-
2021-010,BMW,M2 Competition A/T,-
2021-011,BMW,M2 Competition A/T,-
2021-012,BMW,M2 Competition A/T,-
2021-01,BMW,M2 CS A/T,-
2021-02,BMW,M2 CS A/T,-
2021-03,BMW,M2 CS A/T,4
2021-04,BMW,M2 CS A/T,-
2021-05,BMW,M2 CS A/T,-
2021-06,BMW,M2 CS A/T,-
2021-07,BMW,M2 CS A/T,-
2021-08,BMW,M2 CS A/T,-
2021-09,BMW,M2 CS A/T,-
2021-010,BMW,M2 CS A/T,-
2021-011,BMW,M2 CS A/T,-
2021-012,BMW,M2 CS A/T,-
2021-01,BMW,M235i xDrive Gran Coupe A/T,4
2021-02,BMW,M235i xDrive Gran Coupe A/T,-
2021-03,BMW,M235i xDrive Gran Coupe A/T,-
2021-04,BMW,M235i xDrive Gran Coupe A/T,1
2021-05,BMW,M235i xDrive Gran Coupe A/T,-
2021-06,BMW,M235i xDrive Gran Coupe A/T,-
2021-07,BMW,M235i xDrive Gran Coupe A/T,-
2021-08,BMW,M235i xDrive Gran Coupe A/T,1
2021-09,BMW,M235i xDrive Gran Coupe A/T,-
2021-010,BMW,M235i xDrive Gran Coupe A/T,-
2021-011,BMW,M235i xDrive Gran Coupe A/T,-
2021-012,BMW,M235i xDrive Gran Coupe A/T,1
2021-01,BMW,320i CKD A/T,94
2021-02,BMW,320i CKD A/T,17
2021-03,BMW,320i CKD A/T,10
2021-04,BMW,320i CKD A/T,1
2021-05,BMW,320i CKD A/T,-
2021-06,BMW,320i CKD A/T,1
2021-07,BMW,320i CKD A/T,2
2021-08,BMW,320i CKD A/T,-
2021-09,BMW,320i CKD A/T,-
2021-010,BMW,320i CKD A/T,110
2021-011,BMW,320i CKD A/T,41
2021-012,BMW,320i CKD A/T,39
2021-01,BMW,330i CKD A/T,-
2021-02,BMW,330i CKD A/T,29
2021-03,BMW,330i CKD A/T,21
2021-04,BMW,330i CKD A/T,20
2021-05,BMW,330i CKD A/T,21
2021-06,BMW,330i CKD A/T,24
2021-07,BMW,330i CKD A/T,2
2021-08,BMW,330i CKD A/T,2
2021-09,BMW,330i CKD A/T,-
2021-010,BMW,330i CKD A/T,32
2021-011,BMW,330i CKD A/T,25
2021-012,BMW,330i CKD A/T,18
2021-01,BMW,330i A/T,-
2021-02,BMW,330i A/T,-
2021-03,BMW,330i A/T,-
2021-04,BMW,330i A/T,-
2021-05,BMW,330i A/T,-
2021-06,BMW,330i A/T,-
2021-07,BMW,330i A/T,-
2021-08,BMW,330i A/T,-
2021-09,BMW,330i A/T,-
2021-010,BMW,330i A/T,-
2021-011,BMW,330i A/T,-
2021-012,BMW,330i A/T,-
2021-01,BMW,330e Msport,-
2021-02,BMW,330e Msport,-
2021-03,BMW,330e Msport,-
2021-04,BMW,330e Msport,-
2021-05,BMW,330e Msport,-
2021-06,BMW,330e Msport,-
2021-07,BMW,330e Msport,-
2021-08,BMW,330e Msport,-
2021-09,BMW,330e Msport,-
2021-010,BMW,330e Msport,1
2021-011,BMW,330e Msport,-
2021-012,BMW,330e Msport,-
2021-01,BMW,320i Touring A/T,-
2021-02,BMW,320i Touring A/T,-
2021-03,BMW,320i Touring A/T,-
2021-04,BMW,320i Touring A/T,-
2021-05,BMW,320i Touring A/T,-
2021-06,BMW,320i Touring A/T,-
2021-07,BMW,320i Touring A/T,-
2021-08,BMW,320i Touring A/T,30
2021-09,BMW,320i Touring A/T,2
2021-010,BMW,320i Touring A/T,-
2021-011,BMW,320i Touring A/T,1
2021-012,BMW,320i Touring A/T,-
2021-01,BMW,M3 A/T,-
2021-02,BMW,M3 A/T,-
2021-03,BMW,M3 A/T,-
2021-04,BMW,M3 A/T,-
2021-05,BMW,M3 A/T,-
2021-06,BMW,M3 A/T,2
2021-07,BMW,M3 A/T,5
2021-08,BMW,M3 A/T,2
2021-09,BMW,M3 A/T,1
2021-010,BMW,M3 A/T,5
2021-011,BMW,M3 A/T,3
2021-012,BMW,M3 A/T,-
2021-01,BMW,M4 Coupe A/T,-
2021-02,BMW,M4 Coupe A/T,-
2021-03,BMW,M4 Coupe A/T,-
2021-04,BMW,M4 Coupe A/T,-
2021-05,BMW,M4 Coupe A/T,-
2021-06,BMW,M4 Coupe A/T,-
2021-07,BMW,M4 Coupe A/T,-
2021-08,BMW,M4 Coupe A/T,-
2021-09,BMW,M4 Coupe A/T,-
2021-010,BMW,M4 Coupe A/T,-
2021-011,BMW,M4 Coupe A/T,-
2021-012,BMW,M4 Coupe A/T,-
2021-01,BMW,M4 Coupe A/T,-
2021-02,BMW,M4 Coupe A/T,-
2021-03,BMW,M4 Coupe A/T,-
2021-04,BMW,M4 Coupe A/T,-
2021-05,BMW,M4 Coupe A/T,-
2021-06,BMW,M4 Coupe A/T,6
2021-07,BMW,M4 Coupe A/T,5
2021-08,BMW,M4 Coupe A/T,2
2021-09,BMW,M4 Coupe A/T,2
2021-010,BMW,M4 Coupe A/T,8
2021-011,BMW,M4 Coupe A/T,3
2021-012,BMW,M4 Coupe A/T,-
2021-01,BMW,430i Convertible A/T,-
2021-02,BMW,430i Convertible A/T,-
2021-03,BMW,430i Convertible A/T,-
2021-04,BMW,430i Convertible A/T,-
2021-05,BMW,430i Convertible A/T,-
2021-06,BMW,430i Convertible A/T,-
2021-07,BMW,430i Convertible A/T,-
2021-08,BMW,430i Convertible A/T,5
2021-09,BMW,430i Convertible A/T,-
2021-010,BMW,430i Convertible A/T,1
2021-011,BMW,430i Convertible A/T,-
2021-012,BMW,430i Convertible A/T,1
2021-01,BMW,430i Coupe A/T,-
2021-02,BMW,430i Coupe A/T,-
2021-03,BMW,430i Coupe A/T,-
2021-04,BMW,430i Coupe A/T,-
2021-05,BMW,430i Coupe A/T,-
2021-06,BMW,430i Coupe A/T,7
2021-07,BMW,430i Coupe A/T,6
2021-08,BMW,430i Coupe A/T,1
2021-09,BMW,430i Coupe A/T,2
2021-010,BMW,430i Coupe A/T,4
2021-011,BMW,430i Coupe A/T,1
2021-012,BMW,430i Coupe A/T,-
2021-01,BMW,12AG 530E,-
2021-02,BMW,12AG 530E,-
2021-03,BMW,12AG 530E,-
2021-04,BMW,12AG 530E,-
2021-05,BMW,12AG 530E,-
2021-06,BMW,12AG 530E,-
2021-07,BMW,12AG 530E,-
2021-08,BMW,12AG 530E,-
2021-09,BMW,12AG 530E,1
2021-010,BMW,12AG 530E,-
2021-011,BMW,12AG 530E,-
2021-012,BMW,12AG 530E,-
2021-01,BMW,520i G30 CKD A/T,21
2021-02,BMW,520i G30 CKD A/T,7
2021-03,BMW,520i G30 CKD A/T,18
2021-04,BMW,520i G30 CKD A/T,32
2021-05,BMW,520i G30 CKD A/T,1
2021-06,BMW,520i G30 CKD A/T,-
2021-07,BMW,520i G30 CKD A/T,-
2021-08,BMW,520i G30 CKD A/T,-
2021-09,BMW,520i G30 CKD A/T,-
2021-010,BMW,520i G30 CKD A/T,1
2021-011,BMW,520i G30 CKD A/T,-
2021-012,BMW,520i G30 CKD A/T,-
2021-01,BMW,530i CKD A/T,14
2021-02,BMW,530i CKD A/T,-
2021-03,BMW,530i CKD A/T,-
2021-04,BMW,530i CKD A/T,-
2021-05,BMW,530i CKD A/T,-
2021-06,BMW,530i CKD A/T,-
2021-07,BMW,530i CKD A/T,-
2021-08,BMW,530i CKD A/T,-
2021-09,BMW,530i CKD A/T,-
2021-010,BMW,530i CKD A/T,-
2021-011,BMW,530i CKD A/T,-
2021-012,BMW,530i CKD A/T,-
2021-01,BMW,530i CKD A/T,-
2021-02,BMW,530i CKD A/T,-
2021-03,BMW,530i CKD A/T,-
2021-04,BMW,530i CKD A/T,26
2021-05,BMW,530i CKD A/T,18
2021-06,BMW,530i CKD A/T,3
2021-07,BMW,530i CKD A/T,-
2021-08,BMW,530i CKD A/T,-
2021-09,BMW,530i CKD A/T,-
2021-010,BMW,530i CKD A/T,-
2021-011,BMW,530i CKD A/T,-
2021-012,BMW,530i CKD A/T,-
2021-01,BMW,520i G30 CKD A/T,-
2021-02,BMW,520i G30 CKD A/T,-
2021-03,BMW,520i G30 CKD A/T,-
2021-04,BMW,520i G30 CKD A/T,17
2021-05,BMW,520i G30 CKD A/T,26
2021-06,BMW,520i G30 CKD A/T,3
2021-07,BMW,520i G30 CKD A/T,-
2021-08,BMW,520i G30 CKD A/T,1
2021-09,BMW,520i G30 CKD A/T,-
2021-010,BMW,520i G30 CKD A/T,12
2021-011,BMW,520i G30 CKD A/T,26
2021-012,BMW,520i G30 CKD A/T,16
2021-01,BMW,72AG 520I,-
2021-02,BMW,72AG 520I,-
2021-03,BMW,72AG 520I,-
2021-04,BMW,72AG 520I,1
2021-05,BMW,72AG 520I,-
2021-06,BMW,72AG 520I,-
2021-07,BMW,72AG 520I,-
2021-08,BMW,72AG 520I,-
2021-09,BMW,72AG 520I,-
2021-010,BMW,72AG 520I,-
2021-011,BMW,72AG 520I,-
2021-012,BMW,72AG 520I,-
2021-01,BMW,730Li G12 CKD A/T,2
2021-02,BMW,730Li G12 CKD A/T,5
2021-03,BMW,730Li G12 CKD A/T,2
2021-04,BMW,730Li G12 CKD A/T,11
2021-05,BMW,730Li G12 CKD A/T,4
2021-06,BMW,730Li G12 CKD A/T,2
2021-07,BMW,730Li G12 CKD A/T,3
2021-08,BMW,730Li G12 CKD A/T,10
2021-09,BMW,730Li G12 CKD A/T,3
2021-010,BMW,730Li G12 CKD A/T,7
2021-011,BMW,730Li G12 CKD A/T,2
2021-012,BMW,730Li G12 CKD A/T,1
2021-01,BMW,740Li G12 CKD A/T,5
2021-02,BMW,740Li G12 CKD A/T,1
2021-03,BMW,740Li G12 CKD A/T,-
2021-04,BMW,740Li G12 CKD A/T,-
2021-05,BMW,740Li G12 CKD A/T,-
2021-06,BMW,740Li G12 CKD A/T,-
2021-07,BMW,740Li G12 CKD A/T,-
2021-08,BMW,740Li G12 CKD A/T,-
2021-09,BMW,740Li G12 CKD A/T,-
2021-010,BMW,740Li G12 CKD A/T,-
2021-011,BMW,740Li G12 CKD A/T,-
2021-012,BMW,740Li G12 CKD A/T,-
2021-01,BMW,Z4 sDrive30i A/T,-
2021-02,BMW,Z4 sDrive30i A/T,-
2021-03,BMW,Z4 sDrive30i A/T,2
2021-04,BMW,Z4 sDrive30i A/T,7
2021-05,BMW,Z4 sDrive30i A/T,5
2021-06,BMW,Z4 sDrive30i A/T,3
2021-07,BMW,Z4 sDrive30i A/T,-
2021-08,BMW,Z4 sDrive30i A/T,4
2021-09,BMW,Z4 sDrive30i A/T,1
2021-010,BMW,Z4 sDrive30i A/T,-
2021-011,BMW,Z4 sDrive30i A/T,2
2021-012,BMW,Z4 sDrive30i A/T,1
2021-01,BMW,840i Coupe A/T,-
2021-02,BMW,840i Coupe A/T,-
2021-03,BMW,840i Coupe A/T,3
2021-04,BMW,840i Coupe A/T,2
2021-05,BMW,840i Coupe A/T,-
2021-06,BMW,840i Coupe A/T,-
2021-07,BMW,840i Coupe A/T,3
2021-08,BMW,840i Coupe A/T,2
2021-09,BMW,840i Coupe A/T,1
2021-010,BMW,840i Coupe A/T,2
2021-011,BMW,840i Coupe A/T,-
2021-012,BMW,840i Coupe A/T,1
2021-01,BMW,840i Gran Coupe A/T,-
2021-02,BMW,840i Gran Coupe A/T,-
2021-03,BMW,840i Gran Coupe A/T,1
2021-04,BMW,840i Gran Coupe A/T,2
2021-05,BMW,840i Gran Coupe A/T,-
2021-06,BMW,840i Gran Coupe A/T,-
2021-07,BMW,840i Gran Coupe A/T,1
2021-08,BMW,840i Gran Coupe A/T,-
2021-09,BMW,840i Gran Coupe A/T,-
2021-010,BMW,840i Gran Coupe A/T,-
2021-011,BMW,840i Gran Coupe A/T,1
2021-012,BMW,840i Gran Coupe A/T,1
2021-01,HONDA,New ACCORD VTi-L,13
2021-02,HONDA,New ACCORD VTi-L,65
2021-03,HONDA,New ACCORD VTi-L,61
2021-04,HONDA,New ACCORD VTi-L,-
2021-05,HONDA,New ACCORD VTi-L,-
2021-06,HONDA,New ACCORD VTi-L,-
2021-07,HONDA,New ACCORD VTi-L,29
2021-08,HONDA,New ACCORD VTi-L,1
2021-09,HONDA,New ACCORD VTi-L,-
2021-010,HONDA,New ACCORD VTi-L,-
2021-011,HONDA,New ACCORD VTi-L,-
2021-012,HONDA,New ACCORD VTi-L,-
2021-01,LEXUS,ES 250,-
2021-02,LEXUS,ES 250,-
2021-03,LEXUS,ES 250,-
2021-04,LEXUS,ES 250,-
2021-05,LEXUS,ES 250,-
2021-06,LEXUS,ES 250,-
2021-07,LEXUS,ES 250,-
2021-08,LEXUS,ES 250,-
2021-09,LEXUS,ES 250,-
2021-010,LEXUS,ES 250,-
2021-011,LEXUS,ES 250,-
2021-012,LEXUS,ES 250,-
2021-01,LEXUS,ES 300 h,-
2021-02,LEXUS,ES 300 h,5
2021-03,LEXUS,ES 300 h,7
2021-04,LEXUS,ES 300 h,12
2021-05,LEXUS,ES 300 h,2
2021-06,LEXUS,ES 300 h,-
2021-07,LEXUS,ES 300 h,-
2021-08,LEXUS,ES 300 h,-
2021-09,LEXUS,ES 300 h,-
2021-010,LEXUS,ES 300 h,-
2021-011,LEXUS,ES 300 h,11
2021-012,LEXUS,ES 300 h,4
2021-01,LEXUS,ES 300h Ultra Luxury,3
2021-02,LEXUS,ES 300h Ultra Luxury,-
2021-03,LEXUS,ES 300h Ultra Luxury,-
2021-04,LEXUS,ES 300h Ultra Luxury,-
2021-05,LEXUS,ES 300h Ultra Luxury,-
2021-06,LEXUS,ES 300h Ultra Luxury,-
2021-07,LEXUS,ES 300h Ultra Luxury,-
2021-08,LEXUS,ES 300h Ultra Luxury,-
2021-09,LEXUS,ES 300h Ultra Luxury,-
2021-010,LEXUS,ES 300h Ultra Luxury,-
2021-011,LEXUS,ES 300h Ultra Luxury,-
2021-012,LEXUS,ES 300h Ultra Luxury,-
2021-01,MAZDA,MX-5 RF,-
2021-02,MAZDA,MX-5 RF,-
2021-03,MAZDA,MX-5 RF,-
2021-04,MAZDA,MX-5 RF,-
2021-05,MAZDA,MX-5 RF,-
