BRAND,Retail,tanggal,Production
HONDA,6433,2012-07-01,6266
HONDA,4865,2012-08-01,3176
HONDA,6236,2012-09-01,4721
HONDA,8406,2012-10-01,6562
HONDA,6547,2012-11-01,5764
HONDA,9134,2012-12-01,4278
HYUNDAI,493,2012-01-01,
HYUNDAI,481,2012-02-01,
HYUNDAI,542,2012-03-01,
HYUNDAI,515,2012-04-01,
HYUNDAI,624,2012-05-01,
HYUNDAI,594,2012-06-01,
HYUNDAI,457,2012-07-01,
HYUNDAI,344,2012-08-01,
HYUNDAI,389,2012-09-01,
HYUNDAI,430,2012-10-01,
HYUNDAI,324,2012-11-01,
HYUNDAI,368,2012-12-01,
HYUNDAI (PC),,2012-01-01,341
HYUNDAI (PC),,2012-02-01,326
HYUNDAI (PC),,2012-03-01,505
HYUNDAI (PC),,2012-04-01,411
HYUNDAI (PC),,2012-05-01,506
HYUNDAI (PC),,2012-06-01,720
HYUNDAI (PC),,2012-07-01,536
HYUNDAI (PC),,2012-08-01,324
HYUNDAI (PC),,2012-09-01,425
HYUNDAI (PC),,2012-10-01,325
HYUNDAI (PC),,2012-11-01,204
HYUNDAI (PC),,2012-12-01,252
HYUNDAI TRUCK,66,2012-01-01,
HYUNDAI TRUCK,125,2012-02-01,
HYUNDAI TRUCK,87,2012-03-01,
HYUNDAI TRUCK,28,2012-04-01,
HYUNDAI TRUCK,39,2012-05-01,
HYUNDAI TRUCK,20,2012-06-01,
HYUNDAI TRUCK,37,2012-07-01,
HYUNDAI TRUCK,20,2012-08-01,
HYUNDAI TRUCK,-,2012-09-01,
HYUNDAI TRUCK,-,2012-10-01,
HYUNDAI TRUCK,-,2012-11-01,
HYUNDAI TRUCK,-,2012-12-01,
INFINITI,6,2012-01-01,
INFINITI,3,2012-02-01,
INFINITI,1,2012-03-01,
INFINITI,3,2012-04-01,
INFINITI,6,2012-05-01,
INFINITI,3,2012-06-01,
INFINITI,7,2012-07-01,
INFINITI,3,2012-08-01,
INFINITI,2,2012-09-01,
INFINITI,-,2012-10-01,
INFINITI,1,2012-11-01,
INFINITI,1,2012-12-01,
ISUZU,2161,2012-01-01,2400
ISUZU,2612,2012-02-01,2752
ISUZU,2510,2012-03-01,2817
ISUZU,2524,2012-04-01,2452
ISUZU,2998,2012-05-01,2688
ISUZU,3545,2012-06-01,2860
ISUZU,2952,2012-07-01,3170
ISUZU,2191,2012-08-01,2531
ISUZU,2764,2012-09-01,2869
ISUZU,2768,2012-10-01,2850
ISUZU,2812,2012-11-01,2466
ISUZU,2140,2012-12-01,1790
JAGUAR,1,2012-01-01,
JAGUAR,6,2012-02-01,
JAGUAR,3,2012-03-01,
JAGUAR,4,2012-04-01,
JAGUAR,8,2012-05-01,
JAGUAR,3,2012-06-01,
JAGUAR,3,2012-07-01,
JAGUAR,3,2012-08-01,
JAGUAR,7,2012-09-01,
JAGUAR,2,2012-10-01,
JAGUAR,4,2012-11-01,
JAGUAR,1,2012-12-01,
JEEP,36,2012-01-01,
JEEP,31,2012-02-01,
JEEP,39,2012-03-01,
JEEP,38,2012-04-01,
JEEP,34,2012-05-01,
JEEP,39,2012-06-01,
JEEP,41,2012-07-01,
JEEP,36,2012-08-01,
JEEP,45,2012-09-01,
JEEP,40,2012-10-01,
JEEP,18,2012-11-01,
JEEP,13,2012-12-01,
K I A,1004,2012-01-01,
K I A,1486,2012-02-01,
K I A,1926,2012-03-01,
K I A,1369,2012-04-01,
K I A,1026,2012-05-01,
K I A,1217,2012-06-01,
K I A,834,2012-07-01,
K I A,830,2012-08-01,
K I A,951,2012-09-01,
K I A,900,2012-10-01,
K I A,1103,2012-11-01,
K I A,1275,2012-12-01,
LAND ROVER,5,2012-01-01,
LAND ROVER,5,2012-02-01,
LAND ROVER,4,2012-03-01,
LAND ROVER,5,2012-04-01,
LAND ROVER,6,2012-05-01,
LAND ROVER,6,2012-06-01,
LAND ROVER,4,2012-07-01,
LAND ROVER,6,2012-08-01,
LAND ROVER,4,2012-09-01,
LAND ROVER,5,2012-10-01,
LAND ROVER,6,2012-11-01,
LAND ROVER,5,2012-12-01,
LEXUS,-,2012-01-01,
LEXUS,35,2012-02-01,
LEXUS,54,2012-03-01,
LEXUS,44,2012-04-01,
LEXUS,71,2012-05-01,
LEXUS,84,2012-06-01,
LEXUS,96,2012-07-01,
LEXUS,56,2012-08-01,
LEXUS,66,2012-09-01,
LEXUS,53,2012-10-01,
LEXUS,34,2012-11-01,
LEXUS,18,2012-12-01,
MAN TRUCK,22,2012-01-01,
MAN TRUCK,28,2012-02-01,
MAN TRUCK,35,2012-03-01,
MAN TRUCK,22,2012-04-01,
MAN TRUCK,45,2012-05-01,
MAN TRUCK,29,2012-06-01,
MAN TRUCK,25,2012-07-01,
MAN TRUCK,14,2012-08-01,
MAN TRUCK,24,2012-09-01,
MAN TRUCK,30,2012-10-01,
MAN TRUCK,26,2012-11-01,
MAN TRUCK,29,2012-12-01,
MAZDA,221,2012-01-01,
MAZDA,618,2012-02-01,
MAZDA,943,2012-03-01,
MAZDA,808,2012-04-01,
MAZDA,958,2012-05-01,
MAZDA,1074,2012-06-01,
MAZDA,1294,2012-07-01,
MAZDA,857,2012-08-01,
MAZDA,1190,2012-09-01,
MAZDA,1683,2012-10-01,
MAZDA,1374,2012-11-01,
MAZDA,1130,2012-12-01,
MERCEDES BENZ,317,2012-01-01,235
MERCEDES BENZ,425,2012-02-01,334
MERCEDES BENZ,405,2012-03-01,284
MERCEDES BENZ,547,2012-04-01,352
MERCEDES BENZ,392,2012-05-01,377
MERCEDES BENZ,439,2012-06-01,437
MERCEDES BENZ,299,2012-07-01,410
MERCEDES BENZ,281,2012-08-01,231
MERCEDES BENZ,329,2012-09-01,288
MERCEDES BENZ,318,2012-10-01,311
MERCEDES BENZ,326,2012-11-01,211
MERCEDES BENZ,260,2012-12-01,285
MINI,25,2012-01-01,
MINI,35,2012-02-01,
MINI,26,2012-03-01,
MINI,27,2012-04-01,
MINI,27,2012-05-01,
MINI,28,2012-06-01,
MINI,35,2012-07-01,
MINI,26,2012-08-01,
MINI,30,2012-09-01,
MINI,30,2012-10-01,
MINI,30,2012-11-01,
MINI,23,2012-12-01,
MITSUBISHI,10671,2012-01-01,8963
MITSUBISHI,11162,2012-02-01,11465
MITSUBISHI,11758,2012-03-01,9803
MITSUBISHI,11347,2012-04-01,10204
MITSUBISHI,12424,2012-05-01,11122
MITSUBISHI,12123,2012-06-01,11317
MITSUBISHI,13131,2012-07-01,11784
MITSUBISHI,9666,2012-08-01,8220
MITSUBISHI,11130,2012-09-01,9510
MITSUBISHI,15666,2012-10-01,10215
MITSUBISHI,13452,2012-11-01,11597
MITSUBISHI,12851,2012-12-01,7558
NISSAN,5200,2012-01-01,6078
NISSAN,5497,2012-02-01,5592
NISSAN,5251,2012-03-01,6121
NISSAN,5440,2012-04-01,5975
NISSAN,5494,2012-05-01,4513
NISSAN,5922,2012-06-01,5682
NISSAN,7043,2012-07-01,6128
NISSAN,5704,2012-08-01,5138
NISSAN,5732,2012-09-01,6383
NISSAN,5202,2012-10-01,4283
NISSAN,5437,2012-11-01,4553
NISSAN,5620,2012-12-01,5454
PEUGEOT,16,2012-01-01,
PEUGEOT,22,2012-02-01,
PEUGEOT,40,2012-03-01,
PEUGEOT,21,2012-04-01,
PEUGEOT,20,2012-05-01,
PEUGEOT,30,2012-06-01,
PEUGEOT,25,2012-07-01,
PEUGEOT,17,2012-08-01,
PEUGEOT,41,2012-09-01,
PEUGEOT,18,2012-10-01,
PEUGEOT,27,2012-11-01,
PEUGEOT,38,2012-12-01,
PROTON,216,2012-01-01,
PROTON,193,2012-02-01,
PROTON,642,2012-03-01,
PROTON,223,2012-04-01,
PROTON,158,2012-05-01,
PROTON,230,2012-06-01,
PROTON,205,2012-07-01,
PROTON,125,2012-08-01,
PROTON,96,2012-09-01,
PROTON,146,2012-10-01,
PROTON,99,2012-11-01,
PROTON,84,2012-12-01,
SMART,9,2012-01-01,
SMART,8,2012-02-01,
SMART,18,2012-03-01,
SMART,22,2012-04-01,
SMART,16,2012-05-01,
SMART,21,2012-06-01,
SMART,15,2012-07-01,
SMART,30,2012-08-01,
SMART,37,2012-09-01,
SMART,35,2012-10-01,
SMART,29,2012-11-01,
SMART,11,2012-12-01,
SUBARU,18,2012-01-01,
SUBARU,19,2012-02-01,
SUBARU,20,2012-03-01,
SUBARU,20,2012-04-01,
SUBARU,14,2012-05-01,
SUBARU,19,2012-06-01,
SUBARU,22,2012-07-01,
SUBARU,39,2012-08-01,
SUBARU,23,2012-09-01,
SUBARU,36,2012-10-01,
SUBARU,26,2012-11-01,
SUBARU,45,2012-12-01,
SUZUKI,7889,2012-01-01,4561
SUZUKI,7701,2012-02-01,8732
SUZUKI,7851,2012-03-01,6674
SUZUKI,7250,2012-04-01,6432
SUZUKI,9712,2012-05-01,12101
SUZUKI,12121,2012-06-01,10712
SUZUKI,11511,2012-07-01,13019
SUZUKI,10125,2012-08-01,9253
SUZUKI,13311,2012-09-01,13461
SUZUKI,14015,2012-10-01,15271
SUZUKI,12510,2012-11-01,15253
SUZUKI,11505,2012-12-01,7777
TOYOTA,29010,2012-01-01,35405
TOYOTA,33752,2012-02-01,37564
TOYOTA,33847,2012-03-01,38245
TOYOTA,34270,2012-04-01,37469
TOYOTA,35073,2012-05-01,36887
TOYOTA,35618,2012-06-01,38135
TOYOTA,35806,2012-07-01,38166
TOYOTA,25857,2012-08-01,27915
TOYOTA,32928,2012-09-01,37679
TOYOTA,32052,2012-10-01,41019
TOYOTA,34040,2012-11-01,41206
TOYOTA,37258,2012-12-01,35773
UD TRUCKS,274,2012-01-01,282
UD TRUCKS,317,2012-02-01,600
UD TRUCKS,365,2012-03-01,426
UD TRUCKS,335,2012-04-01,372
UD TRUCKS,315,2012-05-01,390
UD TRUCKS,300,2012-06-01,318
UD TRUCKS,277,2012-07-01,270
UD TRUCKS,223,2012-08-01,155
UD TRUCKS,223,2012-09-01,180
UD TRUCKS,118,2012-10-01,119
UD TRUCKS,119,2012-11-01,82
UD TRUCKS,63,2012-12-01,25
VOLKSWAGEN,47,2012-01-01,47
VOLKSWAGEN,56,2012-02-01,50
VOLKSWAGEN,89,2012-03-01,64
VOLKSWAGEN,89,2012-04-01,61
VOLKSWAGEN,69,2012-05-01,48
VOLKSWAGEN,113,2012-06-01,42
VOLKSWAGEN,119,2012-07-01,56
VOLKSWAGEN,89,2012-08-01,29
VOLKSWAGEN,61,2012-09-01,37
VOLKSWAGEN,117,2012-10-01,42
VOLKSWAGEN,75,2012-11-01,49
VOLKSWAGEN,222,2012-12-01,85
VOLVO,2,2012-01-01,
VOLVO,4,2012-02-01,
VOLVO,2,2012-03-01,
VOLVO,3,2012-04-01,
VOLVO,1,2012-05-01,
VOLVO,2,2012-06-01,
VOLVO,2,2012-07-01,
VOLVO,1,2012-08-01,
VOLVO,-,2012-09-01,
VOLVO,3,2012-10-01,
VOLVO,2,2012-11-01,
VOLVO,1,2012-12-01,
