BRAND,Retail,tanggal,Production
DAIHATSU,13065,2024-06-01,14969
DAIHATSU,13845,2024-07-01,14035
DAIHATSU,14135,2024-08-01,14067
DAIHATSU,12490,2024-09-01,12731
DAIHATSU,13101,2024-10-01,14140
DAIHATSU,12113,2024-11-01,10041
DAIHATSU,13201,2024-12-01,13066
DFSK,131,2024-01-01,160
DFSK,101,2024-02-01,150
DFSK,126,2024-03-01,-
DFSK,100,2024-04-01,-
DFSK,87,2024-05-01,-
DFSK,103,2024-06-01,-
DFSK,77,2024-07-01,50
DFSK,64,2024-08-01,-
DFSK,73,2024-09-01,110
DFSK,63,2024-10-01,120
DFSK,83,2024-11-01,80
DFSK,89,2024-12-01,20
FAW,28,2024-01-01,
FAW,19,2024-02-01,
FAW,27,2024-03-01,
FAW,23,2024-04-01,
FAW,175,2024-05-01,
FAW,55,2024-06-01,
FAW,181,2024-07-01,
FAW,64,2024-08-01,
FAW,43,2024-09-01,
FAW,61,2024-10-01,
FAW,54,2024-11-01,
FAW,117,2024-12-01,
FORD,60,2024-01-01,
FORD,92,2024-02-01,
FORD,63,2024-03-01,
FORD,44,2024-04-01,
FORD,66,2024-05-01,
FORD,113,2024-06-01,
FORD,66,2024-07-01,
FORD,57,2024-08-01,
FORD,61,2024-09-01,
FORD,65,2024-10-01,
FORD,65,2024-11-01,
FORD,91,2024-12-01,
HAVAL,-,2024-01-01,-
HAVAL,-,2024-02-01,-
HAVAL,-,2024-03-01,-
HAVAL,6,2024-04-01,-
HAVAL,9,2024-05-01,-
HAVAL,5,2024-06-01,-
HAVAL,7,2024-07-01,-
HAVAL,12,2024-08-01,-
HAVAL,5,2024-09-01,13
HAVAL,-,2024-10-01,80
HAVAL,25,2024-11-01,89
HAVAL,6,2024-12-01,18
HINO,2250,2024-01-01,1372
HINO,1627,2024-02-01,1317
HINO,1972,2024-03-01,1368
HINO,915,2024-04-01,1093
HINO,1422,2024-05-01,1747
HINO,1701,2024-06-01,2026
HINO,1925,2024-07-01,2368
HINO,2129,2024-08-01,2402
HINO,2137,2024-09-01,2167
HINO,2128,2024-10-01,2605
HINO,2109,2024-11-01,2845
HINO,2610,2024-12-01,2513
HONDA,10019,2024-01-01,8415
HONDA,9019,2024-02-01,8347
HONDA,10706,2024-03-01,7757
HONDA,6507,2024-04-01,5248
HONDA,7805,2024-05-01,7459
HONDA,7625,2024-06-01,6839
HONDA,7709,2024-07-01,8940
HONDA,8515,2024-08-01,8323
HONDA,7609,2024-09-01,8101
HONDA,8048,2024-10-01,9995
HONDA,8765,2024-11-01,8194
HONDA,10696,2024-12-01,7946
HYUNDAI - HMID,2903,2024-01-01,
HYUNDAI - HMID,2293,2024-02-01,
HYUNDAI - HMID,2101,2024-03-01,
HYUNDAI - HMID,1223,2024-04-01,
HYUNDAI - HMID,1803,2024-05-01,
HYUNDAI - HMID,2313,2024-06-01,
HYUNDAI - HMID,1759,2024-07-01,
HYUNDAI - HMID,1555,2024-08-01,
HYUNDAI - HMID,1491,2024-09-01,
HYUNDAI - HMID,1451,2024-10-01,
HYUNDAI - HMID,1651,2024-11-01,
HYUNDAI - HMID,1554,2024-12-01,
HYUNDAI - HMMI,,2024-01-01,6700
HYUNDAI - HMMI,,2024-02-01,8100
HYUNDAI - HMMI,,2024-03-01,7706
HYUNDAI - HMMI,,2024-04-01,6398
HYUNDAI - HMMI,,2024-05-01,6597
HYUNDAI - HMMI,,2024-06-01,7120
HYUNDAI - HMMI,,2024-07-01,8499
HYUNDAI - HMMI,,2024-08-01,8640
HYUNDAI - HMMI,,2024-09-01,7705
HYUNDAI - HMMI,,2024-10-01,6281
HYUNDAI - HMMI,,2024-11-01,6289
HYUNDAI - HMMI,,2024-12-01,5639
ISUZU,2337,2024-01-01,2682
ISUZU,2412,2024-02-01,2130
ISUZU,2210,2024-03-01,2232
ISUZU,1949,2024-04-01,1908
ISUZU,2514,2024-05-01,2508
ISUZU,2518,2024-06-01,2658
ISUZU,2593,2024-07-01,3210
ISUZU,2202,2024-08-01,3036
ISUZU,2162,2024-09-01,2873
ISUZU,2449,2024-10-01,3091
ISUZU,2454,2024-11-01,2874
ISUZU,2959,2024-12-01,2496
JEEP,15,2024-01-01,
JEEP,9,2024-02-01,
JEEP,7,2024-03-01,
JEEP,-,2024-04-01,
JEEP,-,2024-05-01,
JEEP,-,2024-06-01,
JEEP,-,2024-07-01,
JEEP,-,2024-08-01,
JEEP,-,2024-09-01,
JEEP,-,2024-10-01,
JEEP,-,2024-11-01,
JEEP,-,2024-12-01,
K I A,114,2024-01-01,
K I A,124,2024-02-01,
K I A,172,2024-03-01,
K I A,80,2024-04-01,
K I A,106,2024-05-01,
K I A,71,2024-06-01,
K I A,145,2024-07-01,
K I A,162,2024-08-01,
K I A,101,2024-09-01,
K I A,55,2024-10-01,
K I A,42,2024-11-01,
K I A,43,2024-12-01,
LEXUS,141,2024-01-01,
LEXUS,179,2024-02-01,
LEXUS,367,2024-03-01,
LEXUS,237,2024-04-01,
LEXUS,333,2024-05-01,
LEXUS,237,2024-06-01,
LEXUS,236,2024-07-01,
LEXUS,268,2024-08-01,
LEXUS,201,2024-09-01,
LEXUS,199,2024-10-01,
LEXUS,171,2024-11-01,
LEXUS,189,2024-12-01,
MAZDA,350,2024-01-01,
MAZDA,264,2024-02-01,
MAZDA,481,2024-03-01,
MAZDA,337,2024-04-01,
MAZDA,451,2024-05-01,
MAZDA,300,2024-06-01,
MAZDA,327,2024-07-01,
MAZDA,507,2024-08-01,
MAZDA,409,2024-09-01,
MAZDA,301,2024-10-01,
MAZDA,270,2024-11-01,
MAZDA,321,2024-12-01,
MERCEDES-BENZ CV,87,2024-01-01,59
MERCEDES-BENZ CV,90,2024-02-01,82
MERCEDES-BENZ CV,159,2024-03-01,44
MERCEDES-BENZ CV,139,2024-04-01,92
MERCEDES-BENZ CV,89,2024-05-01,294
MERCEDES-BENZ CV,107,2024-06-01,141
MERCEDES-BENZ CV,160,2024-07-01,151
MERCEDES-BENZ CV,149,2024-08-01,290
MERCEDES-BENZ CV,124,2024-09-01,-
MERCEDES-BENZ CV,212,2024-10-01,-
MERCEDES-BENZ CV,219,2024-11-01,-
MERCEDES-BENZ CV,280,2024-12-01,-
MERCEDES-BENZ PC,149,2024-01-01,360
MERCEDES-BENZ PC,186,2024-02-01,230
MERCEDES-BENZ PC,289,2024-03-01,252
MERCEDES-BENZ PC,173,2024-04-01,181
MERCEDES-BENZ PC,156,2024-05-01,161
MERCEDES-BENZ PC,170,2024-06-01,127
MERCEDES-BENZ PC,185,2024-07-01,126
MERCEDES-BENZ PC,260,2024-08-01,207
MERCEDES-BENZ PC,205,2024-09-01,200
MERCEDES-BENZ PC,195,2024-10-01,190
MERCEDES-BENZ PC,115,2024-11-01,68
MERCEDES-BENZ PC,152,2024-12-01,12
MINI,40,2024-01-01,100
MINI,62,2024-02-01,28
MINI,102,2024-03-01,23
MINI,59,2024-04-01,4
MINI,59,2024-05-01,1
MINI,98,2024-06-01,-
MINI,63,2024-07-01,-
MINI,117,2024-08-01,-
MINI,121,2024-09-01,-
MINI,48,2024-10-01,-
MINI,48,2024-11-01,-
MINI,84,2024-12-01,-
MITSUBISHI FUSO,2207,2024-01-01,1797
MITSUBISHI FUSO,2046,2024-02-01,2580
MITSUBISHI FUSO,2125,2024-03-01,1704
MITSUBISHI FUSO,2014,2024-04-01,2028
MITSUBISHI FUSO,2310,2024-05-01,2565
MITSUBISHI FUSO,2330,2024-06-01,2655
MITSUBISHI FUSO,2309,2024-07-01,2580
MITSUBISHI FUSO,2386,2024-08-01,2064
MITSUBISHI FUSO,2296,2024-09-01,1872
MITSUBISHI FUSO,2392,2024-10-01,1800
MITSUBISHI FUSO,2360,2024-11-01,2760
MITSUBISHI FUSO,2908,2024-12-01,2700
MITSUBISHI MOTORS,6437,2024-01-01,14569
MITSUBISHI MOTORS,6316,2024-02-01,9979
MITSUBISHI MOTORS,7039,2024-03-01,6592
MITSUBISHI MOTORS,5023,2024-04-01,7519
MITSUBISHI MOTORS,5832,2024-05-01,9822
MITSUBISHI MOTORS,6462,2024-06-01,9975
MITSUBISHI MOTORS,6213,2024-07-01,12178
MITSUBISHI MOTORS,6027,2024-08-01,13030
MITSUBISHI MOTORS,6033,2024-09-01,14961
MITSUBISHI MOTORS,5733,2024-10-01,15173
MITSUBISHI MOTORS,6102,2024-11-01,11776
MITSUBISHI MOTORS,6813,2024-12-01,11681
MORRIS GARAGE,125,2024-01-01,68
MORRIS GARAGE,228,2024-02-01,166
MORRIS GARAGE,340,2024-03-01,262
MORRIS GARAGE,345,2024-04-01,164
MORRIS GARAGE,420,2024-05-01,-
MORRIS GARAGE,468,2024-06-01,-
MORRIS GARAGE,523,2024-07-01,-
MORRIS GARAGE,517,2024-08-01,-
MORRIS GARAGE,442,2024-09-01,-
MORRIS GARAGE,292,2024-10-01,-
MORRIS GARAGE,254,2024-11-01,-
MORRIS GARAGE,169,2024-12-01,-
NETA,33,2024-01-01,-
NETA,25,2024-02-01,-
NETA,16,2024-03-01,-
NETA,10,2024-04-01,-
NETA,-,2024-05-01,-
NETA,72,2024-06-01,168
NETA,87,2024-07-01,504
NETA,68,2024-08-01,196
NETA,63,2024-09-01,131
NETA,31,2024-10-01,224
NETA,72,2024-11-01,2
NETA,93,2024-12-01,-
NISSAN,93,2024-01-01,
NISSAN,121,2024-02-01,
NISSAN,202,2024-03-01,
NISSAN,80,2024-04-01,
NISSAN,76,2024-05-01,
NISSAN,17,2024-06-01,
NISSAN,41,2024-07-01,
NISSAN,141,2024-08-01,
NISSAN,148,2024-09-01,
NISSAN,142,2024-10-01,
NISSAN,147,2024-11-01,
NISSAN,219,2024-12-01,
ORA,-,2024-01-01,
ORA,-,2024-02-01,
ORA,-,2024-03-01,
ORA,-,2024-04-01,
ORA,-,2024-05-01,
ORA,-,2024-06-01,
ORA,-,2024-07-01,
ORA,-,2024-08-01,
ORA,-,2024-09-01,
ORA,-,2024-10-01,
ORA,-,2024-11-01,
ORA,-,2024-12-01,
PEUGEOT,12,2024-01-01,
PEUGEOT,8,2024-02-01,
PEUGEOT,3,2024-03-01,
PEUGEOT,4,2024-04-01,
PEUGEOT,-,2024-05-01,
PEUGEOT,-,2024-06-01,
PEUGEOT,-,2024-07-01,
PEUGEOT,-,2024-08-01,
PEUGEOT,-,2024-09-01,
PEUGEOT,-,2024-10-01,
PEUGEOT,-,2024-11-01,
PEUGEOT,-,2024-12-01,
SCANIA,26,2024-01-01,
SCANIA,19,2024-02-01,
SCANIA,42,2024-03-01,
SCANIA,27,2024-04-01,
SCANIA,45,2024-05-01,
SCANIA,23,2024-06-01,
SCANIA,47,2024-07-01,
SCANIA,43,2024-08-01,
SCANIA,26,2024-09-01,
SCANIA,32,2024-10-01,
SCANIA,47,2024-11-01,
SCANIA,59,2024-12-01,
SERES,15,2024-01-01,50
SERES,6,2024-02-01,-
SERES,6,2024-03-01,-
SERES,6,2024-04-01,-
SERES,14,2024-05-01,-
SERES,8,2024-06-01,30
SERES,8,2024-07-01,30
SERES,10,2024-08-01,30
SERES,9,2024-09-01,-
SERES,5,2024-10-01,-
SERES,7,2024-11-01,-
SERES,4,2024-12-01,-
SUBARU,48,2024-01-01,
SUBARU,44,2024-02-01,
SUBARU,46,2024-03-01,
SUBARU,32,2024-04-01,
SUBARU,55,2024-05-01,
SUBARU,51,2024-06-01,
SUBARU,71,2024-07-01,
SUBARU,76,2024-08-01,
SUBARU,79,2024-09-01,
SUBARU,48,2024-10-01,
SUBARU,35,2024-11-01,
SUBARU,35,2024-12-01,
SUZUKI,6503,2024-01-01,6895
SUZUKI,5760,2024-02-01,5748
SUZUKI,6550,2024-03-01,5987
SUZUKI,5004,2024-04-01,5117
SUZUKI,6110,2024-05-01,6050
SUZUKI,5017,2024-06-01,6092
SUZUKI,5476,2024-07-01,6668
SUZUKI,5403,2024-08-01,7386
SUZUKI,5119,2024-09-01,6025
SUZUKI,5330,2024-10-01,6434
SUZUKI,6240,2024-11-01,5797
SUZUKI,6880,2024-12-01,5238
TANK,-,2024-01-01,
TANK,-,2024-02-01,
TANK,-,2024-03-01,
TANK,51,2024-04-01,
TANK,27,2024-05-01,
TANK,27,2024-06-01,
TANK,50,2024-07-01,
TANK,54,2024-08-01,
TANK,140,2024-09-01,
TANK,130,2024-10-01,
TANK,59,2024-11-01,
TANK,62,2024-12-01,
TATA,1,2024-01-01,
TATA,1,2024-02-01,
TATA,-,2024-03-01,
TATA,-,2024-04-01,
TATA,-,2024-05-01,
TATA,-,2024-06-01,
TATA,-,2024-07-01,
TATA,-,2024-08-01,
TATA,-,2024-09-01,
TATA,-,2024-10-01,
TATA,-,2024-11-01,
TATA,-,2024-12-01,
TOYOTA,24686,2024-01-01,45381
TOYOTA,22142,2024-02-01,41531
TOYOTA,26142,2024-03-01,36117
TOYOTA,19577,2024-04-01,31506
TOYOTA,24074,2024-05-01,43676
TOYOTA,23987,2024-06-01,40813
TOYOTA,25815,2024-07-01,47992
TOYOTA,25624,2024-08-01,47356
TOYOTA,25561,2024-09-01,44005
TOYOTA,24820,2024-10-01,47750
TOYOTA,25860,2024-11-01,46317
TOYOTA,25500,2024-12-01,44553
UD TRUCK,,2024-01-01,21
UD TRUCK,,2024-02-01,72
UD TRUCK,,2024-03-01,120
UD TRUCK,,2024-04-01,100
UD TRUCK,,2024-05-01,151
UD TRUCK,,2024-06-01,180
UD TRUCK,,2024-07-01,164
UD TRUCK,,2024-08-01,172
UD TRUCK,,2024-09-01,150
UD TRUCK,,2024-10-01,146
UD TRUCK,,2024-11-01,140
UD TRUCK,,2024-12-01,121
UD TRUCKS,112,2024-01-01,
UD TRUCKS,109,2024-02-01,
UD TRUCKS,140,2024-03-01,
UD TRUCKS,143,2024-04-01,
UD TRUCKS,155,2024-05-01,
UD TRUCKS,157,2024-06-01,
UD TRUCKS,179,2024-07-01,
UD TRUCKS,197,2024-08-01,
UD TRUCKS,182,2024-09-01,
UD TRUCKS,218,2024-10-01,
UD TRUCKS,111,2024-11-01,
UD TRUCKS,197,2024-12-01,
VOLKSWAGEN,8,2024-01-01,
VOLKSWAGEN,14,2024-02-01,
VOLKSWAGEN,14,2024-03-01,
VOLKSWAGEN,7,2024-04-01,
VOLKSWAGEN,9,2024-05-01,
VOLKSWAGEN,9,2024-06-01,
VOLKSWAGEN,4,2024-07-01,
VOLKSWAGEN,8,2024-08-01,
VOLKSWAGEN,4,2024-09-01,
VOLKSWAGEN,11,2024-10-01,
VOLKSWAGEN,6,2024-11-01,
VOLKSWAGEN,5,2024-12-01,
VOLVO CARS,10,2024-01-01,
VOLVO CARS,12,2024-02-01,
VOLVO CARS,12,2024-03-01,
VOLVO CARS,8,2024-04-01,
VOLVO CARS,11,2024-05-01,
VOLVO CARS,8,2024-06-01,
VOLVO CARS,11,2024-07-01,
VOLVO CARS,14,2024-08-01,
VOLVO CARS,10,2024-09-01,
VOLVO CARS,2,2024-10-01,
VOLVO CARS,12,2024-11-01,
VOLVO CARS,6,2024-12-01,
WULING,2019,2024-01-01,2724
WULING,1601,2024-02-01,2601
WULING,2327,2024-03-01,2247
WULING,1402,2024-04-01,1859
WULING,2001,2024-05-01,916
WULING,1800,2024-06-01,622
WULING,2213,2024-07-01,1047
WULING,2343,2024-08-01,1610
WULING,2007,2024-09-01,1450
WULING,2072,2024-10-01,2143
WULING,2503,2024-11-01,2210
WULING,2779,2024-12-01,2345
