waktu,brand,tipe,sale
2025-02,BYD,Seal Premium Extended Range,21
2025-03,BYD,Seal Premium Extended Range,134
2025-04,BYD,Seal Premium Extended Range,123
2025-05,BYD,Seal Premium Extended Range,46
2025-06,BYD,Seal Premium Extended Range,1
2025-07,BYD,Seal Premium Extended Range,67
2025-01,BYD,Seal Performance,42
2025-02,BYD,Seal Performance,5
2025-03,BYD,Seal Performance,100
2025-04,BYD,Seal Performance,60
2025-05,BYD,Seal Performance,157
2025-06,BYD,Seal Performance,-
2025-07,BYD,Seal Performance,-
2025-01,HYUNDAI HMID,Ioniq 6,4
2025-02,HYUNDAI HMID,Ioniq 6,56
2025-03,HYUNDAI HMID,Ioniq 6,131
2025-04,HYUNDAI HMID,Ioniq 6,-
2025-05,HYUNDAI HMID,Ioniq 6,-
2025-06,HYUNDAI HMID,Ioniq 6,-
2025-07,HYUNDAI HMID,Ioniq 6,-
2025-01,HYUNDAI HMID,Genesis G80 EV,-
2025-02,HYUNDAI HMID,Genesis G80 EV,-
2025-03,HYUNDAI HMID,Genesis G80 EV,-
2025-04,HYUNDAI HMID,Genesis G80 EV,-
2025-05,HYUNDAI HMID,Genesis G80 EV,-
2025-06,HYUNDAI HMID,Genesis G80 EV,2
2025-07,HYUNDAI HMID,Genesis G80 EV,-
2025-01,MERCEDES BENZ PC,A 200 Sedan (V177),-
2025-02,MERCEDES BENZ PC,A 200 Sedan (V177),-
2025-03,MERCEDES BENZ PC,A 200 Sedan (V177),-
2025-04,MERCEDES BENZ PC,A 200 Sedan (V177),-
2025-05,MERCEDES BENZ PC,A 200 Sedan (V177),-
2025-06,MERCEDES BENZ PC,A 200 Sedan (V177),-
2025-07,MERCEDES BENZ PC,A 200 Sedan (V177),-
2025-01,MERCEDES BENZ PC,CLA 200 AMG Line (C118),1
2025-02,MERCEDES BENZ PC,CLA 200 AMG Line (C118),2
2025-03,MERCEDES BENZ PC,CLA 200 AMG Line (C118),1
2025-04,MERCEDES BENZ PC,CLA 200 AMG Line (C118),-
2025-05,MERCEDES BENZ PC,CLA 200 AMG Line (C118),-
2025-06,MERCEDES BENZ PC,CLA 200 AMG Line (C118),-
2025-07,MERCEDES BENZ PC,CLA 200 AMG Line (C118),1
2025-01,MERCEDES BENZ PC,AMG CLA 45 S (C118),-
2025-02,MERCEDES BENZ PC,AMG CLA 45 S (C118),-
2025-03,MERCEDES BENZ PC,AMG CLA 45 S (C118),-
2025-04,MERCEDES BENZ PC,AMG CLA 45 S (C118),-
2025-05,MERCEDES BENZ PC,AMG CLA 45 S (C118),-
2025-06,MERCEDES BENZ PC,AMG CLA 45 S (C118),-
2025-07,MERCEDES BENZ PC,AMG CLA 45 S (C118),-
2025-01,MERCEDES BENZ PC,C 200 AVA Line (W206),-
2025-02,MERCEDES BENZ PC,C 200 AVA Line (W206),5
2025-03,MERCEDES BENZ PC,C 200 AVA Line (W206),12
2025-04,MERCEDES BENZ PC,C 200 AVA Line (W206),10
2025-05,MERCEDES BENZ PC,C 200 AVA Line (W206),13
2025-06,MERCEDES BENZ PC,C 200 AVA Line (W206),29
2025-07,MERCEDES BENZ PC,C 200 AVA Line (W206),30
2025-01,MAZDA,Mazda 2 Sedan,1
2025-02,MAZDA,Mazda 2 Sedan,-
2025-03,MAZDA,Mazda 2 Sedan,-
2025-04,MAZDA,Mazda 2 Sedan,-
2025-05,MAZDA,Mazda 2 Sedan,-
2025-06,MAZDA,Mazda 2 Sedan,-
2025-07,MAZDA,Mazda 2 Sedan,-
2025-01,MORRIS GARAGE,5 GT Activate 1.5L,-
2025-02,MORRIS GARAGE,5 GT Activate 1.5L,-
2025-03,MORRIS GARAGE,5 GT Activate 1.5L,-
2025-04,MORRIS GARAGE,5 GT Activate 1.5L,-
2025-05,MORRIS GARAGE,5 GT Activate 1.5L,-
2025-06,MORRIS GARAGE,5 GT Activate 1.5L,-
2025-07,MORRIS GARAGE,5 GT Activate 1.5L,-
2025-01,MORRIS GARAGE,5 GT Ignite 1.5L,10
2025-02,MORRIS GARAGE,5 GT Ignite 1.5L,2
2025-03,MORRIS GARAGE,5 GT Ignite 1.5L,3
2025-04,MORRIS GARAGE,5 GT Ignite 1.5L,1
2025-05,MORRIS GARAGE,5 GT Ignite 1.5L,2
2025-06,MORRIS GARAGE,5 GT Ignite 1.5L,1
2025-07,MORRIS GARAGE,5 GT Ignite 1.5L,7
2025-01,MORRIS GARAGE,5 GT Magnify 1.5L,-
2025-02,MORRIS GARAGE,5 GT Magnify 1.5L,-
2025-03,MORRIS GARAGE,5 GT Magnify 1.5L,2
2025-04,MORRIS GARAGE,5 GT Magnify 1.5L,1
2025-05,MORRIS GARAGE,5 GT Magnify 1.5L,-
2025-06,MORRIS GARAGE,5 GT Magnify 1.5L,1
2025-07,MORRIS GARAGE,5 GT Magnify 1.5L,3
2025-01,MORRIS GARAGE,Cyberster,-
2025-02,MORRIS GARAGE,Cyberster,5
2025-03,MORRIS GARAGE,Cyberster,2
2025-04,MORRIS GARAGE,Cyberster,-
2025-05,MORRIS GARAGE,Cyberster,1
2025-06,MORRIS GARAGE,Cyberster,-
2025-07,MORRIS GARAGE,Cyberster,-
2025-01,TOYOTA,VIOS 1.5 G AT FMC,6
2025-02,TOYOTA,VIOS 1.5 G AT FMC,37
2025-03,TOYOTA,VIOS 1.5 G AT FMC,3
2025-04,TOYOTA,VIOS 1.5 G AT FMC,1
2025-05,TOYOTA,VIOS 1.5 G AT FMC,19
2025-06,TOYOTA,VIOS 1.5 G AT FMC,4
2025-07,TOYOTA,VIOS 1.5 G AT FMC,2
2025-01,AUDI,A5 2.0 TFSI,-
2025-02,AUDI,A5 2.0 TFSI,-
2025-03,AUDI,A5 2.0 TFSI,-
2025-04,AUDI,A5 2.0 TFSI,-
2025-05,AUDI,A5 2.0 TFSI,-
2025-06,AUDI,A5 2.0 TFSI,-
2025-07,AUDI,A5 2.0 TFSI,-
2025-01,AUDI,A5 2.0 TFSI A/T SB,-
2025-02,AUDI,A5 2.0 TFSI A/T SB,-
2025-03,AUDI,A5 2.0 TFSI A/T SB,-
2025-04,AUDI,A5 2.0 TFSI A/T SB,-
2025-05,AUDI,A5 2.0 TFSI A/T SB,-
2025-06,AUDI,A5 2.0 TFSI A/T SB,-
2025-07,AUDI,A5 2.0 TFSI A/T SB,-
2025-01,AUDI,A4 2.0 TFSI A/T,-
2025-02,AUDI,A4 2.0 TFSI A/T,1
2025-03,AUDI,A4 2.0 TFSI A/T,-
2025-04,AUDI,A4 2.0 TFSI A/T,-
2025-05,AUDI,A4 2.0 TFSI A/T,-
2025-06,AUDI,A4 2.0 TFSI A/T,-
2025-07,AUDI,A4 2.0 TFSI A/T,-
2025-01,BMW,218i Gran Coupe,-
2025-02,BMW,218i Gran Coupe,2
2025-03,BMW,218i Gran Coupe,7
2025-04,BMW,218i Gran Coupe,1
2025-05,BMW,218i Gran Coupe,-
2025-06,BMW,218i Gran Coupe,-
2025-07,BMW,218i Gran Coupe,-
2025-01,BMW,220i Coupe AT,-
2025-02,BMW,220i Coupe AT,1
2025-03,BMW,220i Coupe AT,1
2025-04,BMW,220i Coupe AT,-
2025-05,BMW,220i Coupe AT,-
2025-06,BMW,220i Coupe AT,-
2025-07,BMW,220i Coupe AT,-
2025-01,BMW,320i CKD AT,1
2025-02,BMW,320i CKD AT,-
2025-03,BMW,320i CKD AT,14
2025-04,BMW,320i CKD AT,5
2025-05,BMW,320i CKD AT,28
2025-06,BMW,320i CKD AT,1
2025-07,BMW,320i CKD AT,-
2025-01,BMW,330i CKD B7 AT,-
2025-02,BMW,330i CKD B7 AT,2
2025-03,BMW,330i CKD B7 AT,-
2025-04,BMW,330i CKD B7 AT,2
2025-05,BMW,330i CKD B7 AT,30
2025-06,BMW,330i CKD B7 AT,3
2025-07,BMW,330i CKD B7 AT,3
2025-01,BMW,330I 62FY A/T,-
2025-02,BMW,330I 62FY A/T,-
2025-03,BMW,330I 62FY A/T,-
2025-04,BMW,330I 62FY A/T,-
2025-05,BMW,330I 62FY A/T,
2025-06,BMW,330I 62FY A/T,
2025-07,BMW,330I 62FY A/T,
2025-01,BMW,M2 Coupe RHD MX AT,2
2025-02,BMW,M2 Coupe RHD MX AT,5
2025-03,BMW,M2 Coupe RHD MX AT,3
2025-04,BMW,M2 Coupe RHD MX AT,4
2025-05,BMW,M2 Coupe RHD MX AT,1
2025-06,BMW,M2 Coupe RHD MX AT,-
2025-07,BMW,M2 Coupe RHD MX AT,8
2025-01,BMW,M3 Competition M xDrive T AT,1
2025-02,BMW,M3 Competition M xDrive T AT,8
2025-03,BMW,M3 Competition M xDrive T AT,2
2025-04,BMW,M3 Competition M xDrive T AT,1
2025-05,BMW,M3 Competition M xDrive T AT,-
2025-06,BMW,M3 Competition M xDrive T AT,1
2025-07,BMW,M3 Competition M xDrive T AT,1
2025-01,BMW,M4 CS A/T,-
2025-02,BMW,M4 CS A/T,3
2025-03,BMW,M4 CS A/T,-
2025-04,BMW,M4 CS A/T,-
2025-05,BMW,M4 CS A/T,1
2025-06,BMW,M4 CS A/T,-
2025-07,BMW,M4 CS A/T,2
2025-01,BMW,430i Convertible AT,-
2025-02,BMW,430i Convertible AT,2
2025-03,BMW,430i Convertible AT,2
2025-04,BMW,430i Convertible AT,2
2025-05,BMW,430i Convertible AT,9
2025-06,BMW,430i Convertible AT,1
2025-07,BMW,430i Convertible AT,4
2025-01,BMW,430i AT,-
2025-02,BMW,430i AT,1
2025-03,BMW,430i AT,1
2025-04,BMW,430i AT,1
2025-05,BMW,430i AT,7
2025-06,BMW,430i AT,1
2025-07,BMW,430i AT,7
2025-01,BMW,M4 Convertible Competition M xDrive 32HK AT,-
2025-02,BMW,M4 Convertible Competition M xDrive 32HK AT,-
2025-03,BMW,M4 Convertible Competition M xDrive 32HK AT,-
2025-04,BMW,M4 Convertible Competition M xDrive 32HK AT,-
2025-05,BMW,M4 Convertible Competition M xDrive 32HK AT,4
2025-06,BMW,M4 Convertible Competition M xDrive 32HK AT,5
2025-07,BMW,M4 Convertible Competition M xDrive 32HK AT,2
2025-01,BMW,M4 Coupe Competition M xDrive 42BA AT,1
2025-02,BMW,M4 Coupe Competition M xDrive 42BA AT,1
2025-03,BMW,M4 Coupe Competition M xDrive 42BA AT,1
2025-04,BMW,M4 Coupe Competition M xDrive 42BA AT,-
2025-05,BMW,M4 Coupe Competition M xDrive 42BA AT,1
2025-06,BMW,M4 Coupe Competition M xDrive 42BA AT,-
2025-07,BMW,M4 Coupe Competition M xDrive 42BA AT,-
2025-01,BMW,520i G60 CKD AT,1
2025-02,BMW,520i G60 CKD AT,29
2025-03,BMW,520i G60 CKD AT,17
2025-04,BMW,520i G60 CKD AT,4
2025-05,BMW,520i G60 CKD AT,24
2025-06,BMW,520i G60 CKD AT,1
2025-07,BMW,520i G60 CKD AT,5
2025-01,BMW,530e,1
2025-02,BMW,530e,-
2025-03,BMW,530e,-
2025-04,BMW,530e,-
2025-05,BMW,530e,-
2025-06,BMW,530e,-
2025-07,BMW,530e,-
2025-01,BMW,520i,-
2025-02,BMW,520i,1
2025-03,BMW,520i,-
2025-04,BMW,520i,-
2025-05,BMW,520i,-
2025-06,BMW,520i,-
2025-07,BMW,520i,-
2025-01,BMW,i5 eDrive40,-
2025-02,BMW,i5 eDrive40,-
2025-03,BMW,i5 eDrive40,-
2025-04,BMW,i5 eDrive40,6
2025-05,BMW,i5 eDrive40,2
2025-06,BMW,i5 eDrive40,3
2025-07,BMW,i5 eDrive40,4
2025-01,BMW,i5 M60 xDrive A/T,1
2025-02,BMW,i5 M60 xDrive A/T,-
2025-03,BMW,i5 M60 xDrive A/T,-
2025-04,BMW,i5 M60 xDrive A/T,-
2025-05,BMW,i5 M60 xDrive A/T,-
2025-06,BMW,i5 M60 xDrive A/T,-
2025-07,BMW,i5 M60 xDrive A/T,-
2025-01,BMW,i5 eDrive40 (12HH) A/T,-
2025-02,BMW,i5 eDrive40 (12HH) A/T,-
2025-03,BMW,i5 eDrive40 (12HH) A/T,1
2025-04,BMW,i5 eDrive40 (12HH) A/T,-
2025-05,BMW,i5 eDrive40 (12HH) A/T,1
2025-06,BMW,i5 eDrive40 (12HH) A/T,1
2025-07,BMW,i5 eDrive40 (12HH) A/T,3
2025-01,BMW,735i Limousine RHD A/T,-
2025-02,BMW,735i Limousine RHD A/T,-
2025-03,BMW,735i Limousine RHD A/T,-
2025-04,BMW,735i Limousine RHD A/T,3
2025-05,BMW,735i Limousine RHD A/T,-
2025-06,BMW,735i Limousine RHD A/T,-
2025-07,BMW,735i Limousine RHD A/T,-
2025-01,BMW,735i Limousine RHD AT,1
2025-02,BMW,735i Limousine RHD AT,5
2025-03,BMW,735i Limousine RHD AT,13
2025-04,BMW,735i Limousine RHD AT,7
2025-05,BMW,735i Limousine RHD AT,12
2025-06,BMW,735i Limousine RHD AT,7
2025-07,BMW,735i Limousine RHD AT,19
2025-01,BMW,Z4 sDrive30i AT,-
2025-02,BMW,Z4 sDrive30i AT,-
2025-03,BMW,Z4 sDrive30i AT,-
2025-04,BMW,Z4 sDrive30i AT,-
2025-05,BMW,Z4 sDrive30i AT,-
2025-06,BMW,Z4 sDrive30i AT,2
2025-07,BMW,Z4 sDrive30i AT,-
2025-01,BMW,Z4 M40i AT,-
2025-02,BMW,Z4 M40i AT,12
2025-03,BMW,Z4 M40i AT,1
2025-04,BMW,Z4 M40i AT,1
2025-05,BMW,Z4 M40i AT,1
2025-06,BMW,Z4 M40i AT,-
2025-07,BMW,Z4 M40i AT,2
2025-01,"HONDA
HYUNDAI HMID",Civic Type R,-
2025-02,"HONDA
HYUNDAI HMID",Civic Type R,-
2025-03,"HONDA
HYUNDAI HMID",Civic Type R,2
2025-04,"HONDA
HYUNDAI HMID",Civic Type R,2
2025-05,"HONDA
HYUNDAI HMID",Civic Type R,-
2025-06,"HONDA
HYUNDAI HMID",Civic Type R,-
2025-07,"HONDA
HYUNDAI HMID",Civic Type R,1
2025-01,"HONDA
HYUNDAI HMID",Genesis G80,-
2025-02,"HONDA
HYUNDAI HMID",Genesis G80,-
2025-03,"HONDA
HYUNDAI HMID",Genesis G80,-
2025-04,"HONDA
HYUNDAI HMID",Genesis G80,-
2025-05,"HONDA
HYUNDAI HMID",Genesis G80,-
2025-06,"HONDA
HYUNDAI HMID",Genesis G80,1
2025-07,"HONDA
HYUNDAI HMID",Genesis G80,-
2025-01,LEXUS,ES 300 h,-
2025-02,LEXUS,ES 300 h,-
2025-03,LEXUS,ES 300 h,6
2025-04,LEXUS,ES 300 h,4
2025-05,LEXUS,ES 300 h,4
2025-06,LEXUS,ES 300 h,3
2025-07,LEXUS,ES 300 h,2
2025-01,MAZDA,MX 5 RF AT,-
2025-02,MAZDA,MX 5 RF AT,5
2025-03,MAZDA,MX 5 RF AT,2
2025-04,MAZDA,MX 5 RF AT,8
2025-05,MAZDA,MX 5 RF AT,2
2025-06,MAZDA,MX 5 RF AT,1
2025-07,MAZDA,MX 5 RF AT,1
2025-01,MAZDA,New MX 5 RF MT,-
2025-02,MAZDA,New MX 5 RF MT,1
2025-03,MAZDA,New MX 5 RF MT,-
2025-04,MAZDA,New MX 5 RF MT,1
2025-05,MAZDA,New MX 5 RF MT,1
2025-06,MAZDA,New MX 5 RF MT,1
2025-07,MAZDA,New MX 5 RF MT,-
2025-01,MAZDA,Mazda 3 Sedan,1
2025-02,MAZDA,Mazda 3 Sedan,3
2025-03,MAZDA,Mazda 3 Sedan,4
2025-04,MAZDA,Mazda 3 Sedan,3
2025-05,MAZDA,Mazda 3 Sedan,3
2025-06,MAZDA,Mazda 3 Sedan,-
2025-07,MAZDA,Mazda 3 Sedan,-
2025-01,MAZDA,Mazda 6 Elite Sedan,2
2025-02,MAZDA,Mazda 6 Elite Sedan,4
2025-03,MAZDA,Mazda 6 Elite Sedan,-
2025-04,MAZDA,Mazda 6 Elite Sedan,-
2025-05,MAZDA,Mazda 6 Elite Sedan,1
2025-06,MAZDA,Mazda 6 Elite Sedan,2
2025-07,MAZDA,Mazda 6 Elite Sedan,1
2025-01,MERCEDES-BENZ PC,AMG A 35 4MATIC (V177),-
2025-02,MERCEDES-BENZ PC,AMG A 35 4MATIC (V177),5
2025-03,MERCEDES-BENZ PC,AMG A 35 4MATIC (V177),-
2025-04,MERCEDES-BENZ PC,AMG A 35 4MATIC (V177),-
2025-05,MERCEDES-BENZ PC,AMG A 35 4MATIC (V177),2
2025-06,MERCEDES-BENZ PC,AMG A 35 4MATIC (V177),2
2025-07,MERCEDES-BENZ PC,AMG A 35 4MATIC (V177),-
2025-01,MERCEDES-BENZ PC,A 200,2
2025-02,MERCEDES-BENZ PC,A 200,2
2025-03,MERCEDES-BENZ PC,A 200,-
2025-04,MERCEDES-BENZ PC,A 200,1
2025-05,MERCEDES-BENZ PC,A 200,-
2025-06,MERCEDES-BENZ PC,A 200,-
2025-07,MERCEDES-BENZ PC,A 200,-
2025-01,MERCEDES-BENZ PC,E 300 AMG,-
2025-02,MERCEDES-BENZ PC,E 300 AMG,-
2025-03,MERCEDES-BENZ PC,E 300 AMG,-
2025-04,MERCEDES-BENZ PC,E 300 AMG,-
2025-05,MERCEDES-BENZ PC,E 300 AMG,-
2025-06,MERCEDES-BENZ PC,E 300 AMG,1
2025-07,MERCEDES-BENZ PC,E 300 AMG,1
2025-01,MERCEDES-BENZ PC,E 300 AVA,-
2025-02,MERCEDES-BENZ PC,E 300 AVA,-
2025-03,MERCEDES-BENZ PC,E 300 AVA,-
2025-04,MERCEDES-BENZ PC,E 300 AVA,-
2025-05,MERCEDES-BENZ PC,E 300 AVA,-
2025-06,MERCEDES-BENZ PC,E 300 AVA,-
2025-07,MERCEDES-BENZ PC,E 300 AVA,-
2025-01,MERCEDES-BENZ PC,S 450,1
2025-02,MERCEDES-BENZ PC,S 450,2
2025-03,MERCEDES-BENZ PC,S 450,2
2025-04,MERCEDES-BENZ PC,S 450,5
2025-05,MERCEDES-BENZ PC,S 450,1
2025-06,MERCEDES-BENZ PC,S 450,4
2025-07,MERCEDES-BENZ PC,S 450,3
2025-01,MERCEDES-BENZ PC,EQE 350 (V295),-
2025-02,MERCEDES-BENZ PC,EQE 350 (V295),3
2025-03,MERCEDES-BENZ PC,EQE 350 (V295),-
2025-04,MERCEDES-BENZ PC,EQE 350 (V295),1
2025-05,MERCEDES-BENZ PC,EQE 350 (V295),1
2025-06,MERCEDES-BENZ PC,EQE 350 (V295),3
2025-07,MERCEDES-BENZ PC,EQE 350 (V295),-
2025-01,MERCEDES-BENZ PC,EQS 450+ (V297),-
2025-02,MERCEDES-BENZ PC,EQS 450+ (V297),-
2025-03,MERCEDES-BENZ PC,EQS 450+ (V297),1
2025-04,MERCEDES-BENZ PC,EQS 450+ (V297),-
2025-05,MERCEDES-BENZ PC,EQS 450+ (V297),1
2025-06,MERCEDES-BENZ PC,EQS 450+ (V297),-
2025-07,MERCEDES-BENZ PC,EQS 450+ (V297),1
2025-01,MERCEDES-BENZ PC,C 300 AMG Line (W206),2
2025-02,MERCEDES-BENZ PC,C 300 AMG Line (W206),3
2025-03,MERCEDES-BENZ PC,C 300 AMG Line (W206),1
2025-04,MERCEDES-BENZ PC,C 300 AMG Line (W206),-
2025-05,MERCEDES-BENZ PC,C 300 AMG Line (W206),5
2025-06,MERCEDES-BENZ PC,C 300 AMG Line (W206),2
2025-07,MERCEDES-BENZ PC,C 300 AMG Line (W206),18
2025-01,MERCEDES-BENZ PC,AMG CLA 45 S Shooting Brake (X118),-
2025-02,MERCEDES-BENZ PC,AMG CLA 45 S Shooting Brake (X118),-
2025-03,MERCEDES-BENZ PC,AMG CLA 45 S Shooting Brake (X118),-
2025-04,MERCEDES-BENZ PC,AMG CLA 45 S Shooting Brake (X118),-
2025-05,MERCEDES-BENZ PC,AMG CLA 45 S Shooting Brake (X118),-
2025-06,MERCEDES-BENZ PC,AMG CLA 45 S Shooting Brake (X118),-
2025-07,MERCEDES-BENZ PC,AMG CLA 45 S Shooting Brake (X118),-
2025-01,MERCEDES-BENZ PC,AMG C 63 S E Performance (W206),-
2025-02,MERCEDES-BENZ PC,AMG C 63 S E Performance (W206),-
2025-03,MERCEDES-BENZ PC,AMG C 63 S E Performance (W206),-
2025-04,MERCEDES-BENZ PC,AMG C 63 S E Performance (W206),-
2025-05,MERCEDES-BENZ PC,AMG C 63 S E Performance (W206),-
2025-06,MERCEDES-BENZ PC,AMG C 63 S E Performance (W206),-
2025-07,MERCEDES-BENZ PC,AMG C 63 S E Performance (W206),1
2025-01,MERCEDES-BENZ PC,E 200 (W214) CKD,26
2025-02,MERCEDES-BENZ PC,E 200 (W214) CKD,24
2025-03,MERCEDES-BENZ PC,E 200 (W214) CKD,14
2025-04,MERCEDES-BENZ PC,E 200 (W214) CKD,6
2025-05,MERCEDES-BENZ PC,E 200 (W214) CKD,1
2025-06,MERCEDES-BENZ PC,E 200 (W214) CKD,17
2025-07,MERCEDES-BENZ PC,E 200 (W214) CKD,4
2025-01,MERCEDES-BENZ PC,E 300 (W214) CKD,2
2025-02,MERCEDES-BENZ PC,E 300 (W214) CKD,6
2025-03,MERCEDES-BENZ PC,E 300 (W214) CKD,9
2025-04,MERCEDES-BENZ PC,E 300 (W214) CKD,3
2025-05,MERCEDES-BENZ PC,E 300 (W214) CKD,11
2025-06,MERCEDES-BENZ PC,E 300 (W214) CKD,4
2025-07,MERCEDES-BENZ PC,E 300 (W214) CKD,16
2025-01,MERCEDES-BENZ PC,AMG SL 43,-
2025-02,MERCEDES-BENZ PC,AMG SL 43,-
2025-03,MERCEDES-BENZ PC,AMG SL 43,-
2025-04,MERCEDES-BENZ PC,AMG SL 43,-
2025-05,MERCEDES-BENZ PC,AMG SL 43,-
2025-06,MERCEDES-BENZ PC,AMG SL 43,-
2025-07,MERCEDES-BENZ PC,AMG SL 43,-
2025-01,MERCEDES-BENZ PC,CLE 300,-
2025-02,MERCEDES-BENZ PC,CLE 300,2
2025-03,MERCEDES-BENZ PC,CLE 300,-
2025-04,MERCEDES-BENZ PC,CLE 300,-
2025-05,MERCEDES-BENZ PC,CLE 300,-
2025-06,MERCEDES-BENZ PC,CLE 300,1
2025-07,MERCEDES-BENZ PC,CLE 300,-
2025-01,SUBARU,BRZ 2.4 MT (ZD8),-
2025-02,SUBARU,BRZ 2.4 MT (ZD8),-
2025-03,SUBARU,BRZ 2.4 MT (ZD8),1
2025-04,SUBARU,BRZ 2.4 MT (ZD8),8
2025-05,SUBARU,BRZ 2.4 MT (ZD8),-
2025-06,SUBARU,BRZ 2.4 MT (ZD8),5
2025-07,SUBARU,BRZ 2.4 MT (ZD8),2
2025-01,SUBARU,BRZ 2.4 AT ES (ZD8),2
2025-02,SUBARU,BRZ 2.4 AT ES (ZD8),4
2025-03,SUBARU,BRZ 2.4 AT ES (ZD8),16
2025-04,SUBARU,BRZ 2.4 AT ES (ZD8),1
2025-05,SUBARU,BRZ 2.4 AT ES (ZD8),-
2025-06,SUBARU,BRZ 2.4 AT ES (ZD8),-
2025-07,SUBARU,BRZ 2.4 AT ES (ZD8),-
2025-01,SUBARU,WRX SEDAN 2.4 MT (VBH),-
2025-02,SUBARU,WRX SEDAN 2.4 MT (VBH),1
2025-03,SUBARU,WRX SEDAN 2.4 MT (VBH),1
2025-04,SUBARU,WRX SEDAN 2.4 MT (VBH),1
2025-05,SUBARU,WRX SEDAN 2.4 MT (VBH),-
2025-06,SUBARU,WRX SEDAN 2.4 MT (VBH),-
2025-07,SUBARU,WRX SEDAN 2.4 MT (VBH),-
2025-01,SUBARU,WRX SEDAN 2.4 MT tS (VBH),-
2025-02,SUBARU,WRX SEDAN 2.4 MT tS (VBH),-
2025-03,SUBARU,WRX SEDAN 2.4 MT tS (VBH),-
2025-04,SUBARU,WRX SEDAN 2.4 MT tS (VBH),-
2025-05,SUBARU,WRX SEDAN 2.4 MT tS (VBH),3
2025-06,SUBARU,WRX SEDAN 2.4 MT tS (VBH),6
2025-07,SUBARU,WRX SEDAN 2.4 MT tS (VBH),1
2025-01,SUBARU,WRX SEDAN 2.4 AT tS ES (VBH),3
2025-02,SUBARU,WRX SEDAN 2.4 AT tS ES (VBH),1
2025-03,SUBARU,WRX SEDAN 2.4 AT tS ES (VBH),7
2025-04,SUBARU,WRX SEDAN 2.4 AT tS ES (VBH),-
2025-05,SUBARU,WRX SEDAN 2.4 AT tS ES (VBH),1
2025-06,SUBARU,WRX SEDAN 2.4 AT tS ES (VBH),-
2025-07,SUBARU,WRX SEDAN 2.4 AT tS ES (VBH),1
2025-01,TOYOTA,All New Corolla Altis 1.8 V A/T 2-23,-
2025-02,TOYOTA,All New Corolla Altis 1.8 V A/T 2-23,-
2025-03,TOYOTA,All New Corolla Altis 1.8 V A/T 2-23,3
2025-04,TOYOTA,All New Corolla Altis 1.8 V A/T 2-23,1
2025-05,TOYOTA,All New Corolla Altis 1.8 V A/T 2-23,6
2025-06,TOYOTA,All New Corolla Altis 1.8 V A/T 2-23,6
2025-07,TOYOTA,All New Corolla Altis 1.8 V A/T 2-23,3
2025-01,TOYOTA,All New Corolla Altis 1.8 Hybrid AT 2023,-
2025-02,TOYOTA,All New Corolla Altis 1.8 Hybrid AT 2023,1
2025-03,TOYOTA,All New Corolla Altis 1.8 Hybrid AT 2023,1
2025-04,TOYOTA,All New Corolla Altis 1.8 Hybrid AT 2023,-
