waktu,brand,tipe,sale
2015-011,TOYOTA,Prius,-
2015-012,TOYOTA,Prius,-
2015-01,TOYOTA,Limo Taxi,-
2015-02,TOYOTA,Limo Taxi,-
2015-03,TOYOTA,Limo Taxi,535
2015-04,TOYOTA,Limo Taxi,755
2015-05,TOYOTA,Limo Taxi,786
2015-06,TOYOTA,Limo Taxi,845
2015-07,TOYOTA,Limo Taxi,475
2015-08,TOYOTA,Limo Taxi,1074
2015-09,TOYOTA,Limo Taxi,315
2015-010,TOYOTA,Limo Taxi,98
2015-011,TOYOTA,Limo Taxi,-
2015-012,TOYOTA,Limo Taxi,-
2015-01,TOYOTA,Etios 1.2 Taxi,-
2015-02,TOYOTA,Etios 1.2 Taxi,-
2015-03,TOYOTA,Etios 1.2 Taxi,-
2015-04,TOYOTA,Etios 1.2 Taxi,-
2015-05,TOYOTA,Etios 1.2 Taxi,-
2015-06,TOYOTA,Etios 1.2 Taxi,-
2015-07,TOYOTA,Etios 1.2 Taxi,-
2015-08,TOYOTA,Etios 1.2 Taxi,-
2015-09,TOYOTA,Etios 1.2 Taxi,-
2015-010,TOYOTA,Etios 1.2 Taxi,-
2015-011,TOYOTA,Etios 1.2 Taxi,-
2015-012,TOYOTA,Etios 1.2 Taxi,-
2015-01,TOYOTA,Vios E,4
2015-02,TOYOTA,Vios E,2
2015-03,TOYOTA,Vios E,-
2015-04,TOYOTA,Vios E,-
2015-05,TOYOTA,Vios E,1
2015-06,TOYOTA,Vios E,3
2015-07,TOYOTA,Vios E,1
2015-08,TOYOTA,Vios E,10
2015-09,TOYOTA,Vios E,5
2015-010,TOYOTA,Vios E,2
2015-011,TOYOTA,Vios E,3
2015-012,TOYOTA,Vios E,32
2015-01,TOYOTA,Vios E AT,-
2015-02,TOYOTA,Vios E AT,22
2015-03,TOYOTA,Vios E AT,2
2015-04,TOYOTA,Vios E AT,1
2015-05,TOYOTA,Vios E AT,1
2015-06,TOYOTA,Vios E AT,2
2015-07,TOYOTA,Vios E AT,-
2015-08,TOYOTA,Vios E AT,12
2015-09,TOYOTA,Vios E AT,-
2015-010,TOYOTA,Vios E AT,1
2015-011,TOYOTA,Vios E AT,-
2015-012,TOYOTA,Vios E AT,-
2015-01,TOYOTA,Vios G,50
2015-02,TOYOTA,Vios G,56
2015-03,TOYOTA,Vios G,11
2015-04,TOYOTA,Vios G,7
2015-05,TOYOTA,Vios G,13
2015-06,TOYOTA,Vios G,7
2015-07,TOYOTA,Vios G,15
2015-08,TOYOTA,Vios G,62
2015-09,TOYOTA,Vios G,13
2015-010,TOYOTA,Vios G,15
2015-011,TOYOTA,Vios G,9
2015-012,TOYOTA,Vios G,63
2015-01,TOYOTA,Vios G AT,97
2015-02,TOYOTA,Vios G AT,138
2015-03,TOYOTA,Vios G AT,113
2015-04,TOYOTA,Vios G AT,82
2015-05,TOYOTA,Vios G AT,23
2015-06,TOYOTA,Vios G AT,9
2015-07,TOYOTA,Vios G AT,11
2015-08,TOYOTA,Vios G AT,195
2015-09,TOYOTA,Vios G AT,77
2015-010,TOYOTA,Vios G AT,72
2015-011,TOYOTA,Vios G AT,34
2015-012,TOYOTA,Vios G AT,28
2015-01,TOYOTA,Vios G TRD,5
2015-02,TOYOTA,Vios G TRD,5
2015-03,TOYOTA,Vios G TRD,5
2015-04,TOYOTA,Vios G TRD,3
2015-05,TOYOTA,Vios G TRD,-
2015-06,TOYOTA,Vios G TRD,1
2015-07,TOYOTA,Vios G TRD,1
2015-08,TOYOTA,Vios G TRD,2
2015-09,TOYOTA,Vios G TRD,3
2015-010,TOYOTA,Vios G TRD,8
2015-011,TOYOTA,Vios G TRD,4
2015-012,TOYOTA,Vios G TRD,3
2015-01,TOYOTA,Vios G TRD AT,9
2015-02,TOYOTA,Vios G TRD AT,3
2015-03,TOYOTA,Vios G TRD AT,8
2015-04,TOYOTA,Vios G TRD AT,8
2015-05,TOYOTA,Vios G TRD AT,-
2015-06,TOYOTA,Vios G TRD AT,2
2015-07,TOYOTA,Vios G TRD AT,2
2015-08,TOYOTA,Vios G TRD AT,7
2015-09,TOYOTA,Vios G TRD AT,9
2015-010,TOYOTA,Vios G TRD AT,8
2015-011,TOYOTA,Vios G TRD AT,7
2015-012,TOYOTA,Vios G TRD AT,7
2015-01,ALFA ROMEO,4C,-
2015-02,ALFA ROMEO,4C,-
2015-03,ALFA ROMEO,4C,-
2015-04,ALFA ROMEO,4C,-
2015-05,ALFA ROMEO,4C,-
2015-06,ALFA ROMEO,4C,-
2015-07,ALFA ROMEO,4C,-
2015-08,ALFA ROMEO,4C,-
2015-09,ALFA ROMEO,4C,1
2015-010,ALFA ROMEO,4C,-
2015-011,ALFA ROMEO,4C,-
2015-012,ALFA ROMEO,4C,-
2015-01,AUDI,A4 1.8 AT,10
2015-02,AUDI,A4 1.8 AT,4
2015-03,AUDI,A4 1.8 AT,1
2015-04,AUDI,A4 1.8 AT,3
2015-05,AUDI,A4 1.8 AT,2
2015-06,AUDI,A4 1.8 AT,3
2015-07,AUDI,A4 1.8 AT,-
2015-08,AUDI,A4 1.8 AT,3
2015-09,AUDI,A4 1.8 AT,8
2015-010,AUDI,A4 1.8 AT,7
2015-011,AUDI,A4 1.8 AT,3
2015-012,AUDI,A4 1.8 AT,9
2015-01,AUDI,A5 2.0 TFSI,-
2015-02,AUDI,A5 2.0 TFSI,-
2015-03,AUDI,A5 2.0 TFSI,4
2015-04,AUDI,A5 2.0 TFSI,1
2015-05,AUDI,A5 2.0 TFSI,2
2015-06,AUDI,A5 2.0 TFSI,-
2015-07,AUDI,A5 2.0 TFSI,1
2015-08,AUDI,A5 2.0 TFSI,-
2015-09,AUDI,A5 2.0 TFSI,1
2015-010,AUDI,A5 2.0 TFSI,-
2015-011,AUDI,A5 2.0 TFSI,-
2015-012,AUDI,A5 2.0 TFSI,1
2015-01,AUDI,A6 1.8 TFSI A/T,-
2015-02,AUDI,A6 1.8 TFSI A/T,-
2015-03,AUDI,A6 1.8 TFSI A/T,-
2015-04,AUDI,A6 1.8 TFSI A/T,-
2015-05,AUDI,A6 1.8 TFSI A/T,-
2015-06,AUDI,A6 1.8 TFSI A/T,-
2015-07,AUDI,A6 1.8 TFSI A/T,-
2015-08,AUDI,A6 1.8 TFSI A/T,-
2015-09,AUDI,A6 1.8 TFSI A/T,-
2015-010,AUDI,A6 1.8 TFSI A/T,-
2015-011,AUDI,A6 1.8 TFSI A/T,1
2015-012,AUDI,A6 1.8 TFSI A/T,-
2015-01,AUDI,A6 2.0TFSI AT,5
2015-02,AUDI,A6 2.0TFSI AT,5
2015-03,AUDI,A6 2.0TFSI AT,5
2015-04,AUDI,A6 2.0TFSI AT,3
2015-05,AUDI,A6 2.0TFSI AT,4
2015-06,AUDI,A6 2.0TFSI AT,2
2015-07,AUDI,A6 2.0TFSI AT,5
2015-08,AUDI,A6 2.0TFSI AT,12
2015-09,AUDI,A6 2.0TFSI AT,4
2015-010,AUDI,A6 2.0TFSI AT,4
2015-011,AUDI,A6 2.0TFSI AT,-
2015-012,AUDI,A6 2.0TFSI AT,-
2015-01,AUDI,A4 2.0 TFSI,-
2015-02,AUDI,A4 2.0 TFSI,-
2015-03,AUDI,A4 2.0 TFSI,-
2015-04,AUDI,A4 2.0 TFSI,-
2015-05,AUDI,A4 2.0 TFSI,-
2015-06,AUDI,A4 2.0 TFSI,-
2015-07,AUDI,A4 2.0 TFSI,-
2015-08,AUDI,A4 2.0 TFSI,1
2015-09,AUDI,A4 2.0 TFSI,-
2015-010,AUDI,A4 2.0 TFSI,-
2015-011,AUDI,A4 2.0 TFSI,-
2015-012,AUDI,A4 2.0 TFSI,-
2015-01,AUDI,A6 2.8 FSI AT,-
2015-02,AUDI,A6 2.8 FSI AT,1
2015-03,AUDI,A6 2.8 FSI AT,-
2015-04,AUDI,A6 2.8 FSI AT,1
2015-05,AUDI,A6 2.8 FSI AT,-
2015-06,AUDI,A6 2.8 FSI AT,2
2015-07,AUDI,A6 2.8 FSI AT,-
2015-08,AUDI,A6 2.8 FSI AT,1
2015-09,AUDI,A6 2.8 FSI AT,-
2015-010,AUDI,A6 2.8 FSI AT,1
2015-011,AUDI,A6 2.8 FSI AT,-
2015-012,AUDI,A6 2.8 FSI AT,-
2015-01,AUDI,A6 3.0 Quattro AT,1
2015-02,AUDI,A6 3.0 Quattro AT,1
2015-03,AUDI,A6 3.0 Quattro AT,1
2015-04,AUDI,A6 3.0 Quattro AT,-
2015-05,AUDI,A6 3.0 Quattro AT,-
2015-06,AUDI,A6 3.0 Quattro AT,-
2015-07,AUDI,A6 3.0 Quattro AT,-
2015-08,AUDI,A6 3.0 Quattro AT,-
2015-09,AUDI,A6 3.0 Quattro AT,-
2015-010,AUDI,A6 3.0 Quattro AT,-
2015-011,AUDI,A6 3.0 Quattro AT,-
2015-012,AUDI,A6 3.0 Quattro AT,-
2015-01,AUDI,A7 3.0 AT,-
2015-02,AUDI,A7 3.0 AT,-
2015-03,AUDI,A7 3.0 AT,-
2015-04,AUDI,A7 3.0 AT,2
2015-05,AUDI,A7 3.0 AT,2
2015-06,AUDI,A7 3.0 AT,-
2015-07,AUDI,A7 3.0 AT,-
2015-08,AUDI,A7 3.0 AT,1
2015-09,AUDI,A7 3.0 AT,-
2015-010,AUDI,A7 3.0 AT,1
2015-011,AUDI,A7 3.0 AT,-
2015-012,AUDI,A7 3.0 AT,-
2015-01,AUDI,A8L 3.0 AT,-
2015-02,AUDI,A8L 3.0 AT,3
2015-03,AUDI,A8L 3.0 AT,-
2015-04,AUDI,A8L 3.0 AT,1
2015-05,AUDI,A8L 3.0 AT,-
2015-06,AUDI,A8L 3.0 AT,-
2015-07,AUDI,A8L 3.0 AT,-
2015-08,AUDI,A8L 3.0 AT,-
2015-09,AUDI,A8L 3.0 AT,2
2015-010,AUDI,A8L 3.0 AT,-
2015-011,AUDI,A8L 3.0 AT,-
2015-012,AUDI,A8L 3.0 AT,-
2015-01,AUDI,S3 2.0 TFSI A/T,-
2015-02,AUDI,S3 2.0 TFSI A/T,1
2015-03,AUDI,S3 2.0 TFSI A/T,2
2015-04,AUDI,S3 2.0 TFSI A/T,1
2015-05,AUDI,S3 2.0 TFSI A/T,1
2015-06,AUDI,S3 2.0 TFSI A/T,-
2015-07,AUDI,S3 2.0 TFSI A/T,-
2015-08,AUDI,S3 2.0 TFSI A/T,-
2015-09,AUDI,S3 2.0 TFSI A/T,-
2015-010,AUDI,S3 2.0 TFSI A/T,-
2015-011,AUDI,S3 2.0 TFSI A/T,-
2015-012,AUDI,S3 2.0 TFSI A/T,-
2015-01,AUDI,TT 2.0 TFSI A/T,-
2015-02,AUDI,TT 2.0 TFSI A/T,-
2015-03,AUDI,TT 2.0 TFSI A/T,-
2015-04,AUDI,TT 2.0 TFSI A/T,-
2015-05,AUDI,TT 2.0 TFSI A/T,-
2015-06,AUDI,TT 2.0 TFSI A/T,-
2015-07,AUDI,TT 2.0 TFSI A/T,-
2015-08,AUDI,TT 2.0 TFSI A/T,1
2015-09,AUDI,TT 2.0 TFSI A/T,1
2015-010,AUDI,TT 2.0 TFSI A/T,1
2015-011,AUDI,TT 2.0 TFSI A/T,-
2015-012,AUDI,TT 2.0 TFSI A/T,-
2015-01,AUDI,TTS 2.0,-
2015-02,AUDI,TTS 2.0,-
2015-03,AUDI,TTS 2.0,-
2015-04,AUDI,TTS 2.0,-
2015-05,AUDI,TTS 2.0,-
2015-06,AUDI,TTS 2.0,-
2015-07,AUDI,TTS 2.0,-
2015-08,AUDI,TTS 2.0,-
2015-09,AUDI,TTS 2.0,-
2015-010,AUDI,TTS 2.0,-
2015-011,AUDI,TTS 2.0,-
2015-012,AUDI,TTS 2.0,2
2015-01,BMW,M235i,1
2015-02,BMW,M235i,2
2015-03,BMW,M235i,2
2015-04,BMW,M235i,1
2015-05,BMW,M235i,-
2015-06,BMW,M235i,2
2015-07,BMW,M235i,-
2015-08,BMW,M235i,4
2015-09,BMW,M235i,-
2015-010,BMW,M235i,2
2015-011,BMW,M235i,-
2015-012,BMW,M235i,-
2015-01,BMW,320i Business,116
2015-02,BMW,320i Business,102
2015-03,BMW,320i Business,38
2015-04,BMW,320i Business,19
2015-05,BMW,320i Business,64
2015-06,BMW,320i Business,78
2015-07,BMW,320i Business,87
2015-08,BMW,320i Business,90
2015-09,BMW,320i Business,102
2015-010,BMW,320i Business,94
2015-011,BMW,320i Business,108
2015-012,BMW,320i Business,70
2015-01,BMW,320d,5
2015-02,BMW,320d,4
2015-03,BMW,320d,10
2015-04,BMW,320d,3
2015-05,BMW,320d,1
2015-06,BMW,320d,2
2015-07,BMW,320d,2
2015-08,BMW,320d,9
2015-09,BMW,320d,18
2015-010,BMW,320d,7
2015-011,BMW,320d,4
2015-012,BMW,320d,4
2015-01,BMW,328i,16
2015-02,BMW,328i,25
2015-03,BMW,328i,31
2015-04,BMW,328i,3
2015-05,BMW,328i,2
2015-06,BMW,328i,6
2015-07,BMW,328i,22
2015-08,BMW,328i,24
2015-09,BMW,328i,10
2015-010,BMW,328i,5
2015-011,BMW,328i,-
2015-012,BMW,328i,-
2015-01,BMW,335i,-
2015-02,BMW,335i,-
2015-03,BMW,335i,-
2015-04,BMW,335i,-
2015-05,BMW,335i,1
2015-06,BMW,335i,-
2015-07,BMW,335i,-
2015-08,BMW,335i,-
2015-09,BMW,335i,1
2015-010,BMW,335i,-
2015-011,BMW,335i,-
2015-012,BMW,335i,-
2015-01,BMW,320i Gran Turismo,-
2015-02,BMW,320i Gran Turismo,1
2015-03,BMW,320i Gran Turismo,2
2015-04,BMW,320i Gran Turismo,-
2015-05,BMW,320i Gran Turismo,3
2015-06,BMW,320i Gran Turismo,-
2015-07,BMW,320i Gran Turismo,-
2015-08,BMW,320i Gran Turismo,3
2015-09,BMW,320i Gran Turismo,3
2015-010,BMW,320i Gran Turismo,2
2015-011,BMW,320i Gran Turismo,-
2015-012,BMW,320i Gran Turismo,-
2015-01,BMW,330i,-
2015-02,BMW,330i,-
2015-03,BMW,330i,-
2015-04,BMW,330i,-
2015-05,BMW,330i,-
2015-06,BMW,330i,-
2015-07,BMW,330i,-
2015-08,BMW,330i,-
2015-09,BMW,330i,-
2015-010,BMW,330i,-
2015-011,BMW,330i,-
2015-012,BMW,330i,3
2015-01,BMW,340i,-
2015-02,BMW,340i,-
2015-03,BMW,340i,-
2015-04,BMW,340i,-
2015-05,BMW,340i,-
2015-06,BMW,340i,-
2015-07,BMW,340i,-
2015-08,BMW,340i,-
2015-09,BMW,340i,-
2015-010,BMW,340i,-
2015-011,BMW,340i,-
2015-012,BMW,340i,1
2015-01,BMW,418d coupe,-
2015-02,BMW,418d coupe,-
2015-03,BMW,418d coupe,-
2015-04,BMW,418d coupe,-
2015-05,BMW,418d coupe,-
2015-06,BMW,418d coupe,-
2015-07,BMW,418d coupe,-
2015-08,BMW,418d coupe,-
2015-09,BMW,418d coupe,-
2015-010,BMW,418d coupe,-
2015-011,BMW,418d coupe,1
2015-012,BMW,418d coupe,-
2015-01,BMW,428i Convertible,-
2015-02,BMW,428i Convertible,1
2015-03,BMW,428i Convertible,-
2015-04,BMW,428i Convertible,2
2015-05,BMW,428i Convertible,3
2015-06,BMW,428i Convertible,3
2015-07,BMW,428i Convertible,1
2015-08,BMW,428i Convertible,4
2015-09,BMW,428i Convertible,2
2015-010,BMW,428i Convertible,2
2015-011,BMW,428i Convertible,-
2015-012,BMW,428i Convertible,2
2015-01,BMW,428i Grancoupe,-
2015-02,BMW,428i Grancoupe,1
2015-03,BMW,428i Grancoupe,-
2015-04,BMW,428i Grancoupe,2
2015-05,BMW,428i Grancoupe,4
2015-06,BMW,428i Grancoupe,1
2015-07,BMW,428i Grancoupe,4
2015-08,BMW,428i Grancoupe,3
2015-09,BMW,428i Grancoupe,1
2015-010,BMW,428i Grancoupe,1
2015-011,BMW,428i Grancoupe,3
2015-012,BMW,428i Grancoupe,1
2015-01,BMW,435i Coupe,1
2015-02,BMW,435i Coupe,-
2015-03,BMW,435i Coupe,-
2015-04,BMW,435i Coupe,2
2015-05,BMW,435i Coupe,9
2015-06,BMW,435i Coupe,4
2015-07,BMW,435i Coupe,2
2015-08,BMW,435i Coupe,1
2015-09,BMW,435i Coupe,7
2015-010,BMW,435i Coupe,1
2015-011,BMW,435i Coupe,-
2015-012,BMW,435i Coupe,12
2015-01,BMW,520 D,3
2015-02,BMW,520 D,2
2015-03,BMW,520 D,11
2015-04,BMW,520 D,2
2015-05,BMW,520 D,3
2015-06,BMW,520 D,4
2015-07,BMW,520 D,3
2015-08,BMW,520 D,3
2015-09,BMW,520 D,3
2015-010,BMW,520 D,2
2015-011,BMW,520 D,-
2015-012,BMW,520 D,2
2015-01,BMW,528i - F10,9
2015-02,BMW,528i - F10,11
2015-03,BMW,528i - F10,14
2015-04,BMW,528i - F10,4
2015-05,BMW,528i - F10,14
2015-06,BMW,528i - F10,24
2015-07,BMW,528i - F10,24
2015-08,BMW,528i - F10,4
2015-09,BMW,528i - F10,20
2015-010,BMW,528i - F10,6
2015-011,BMW,528i - F10,42
2015-012,BMW,528i - F10,18
2015-01,BMW,520i,20
2015-02,BMW,520i,18
2015-03,BMW,520i,49
2015-04,BMW,520i,38
2015-05,BMW,520i,20
2015-06,BMW,520i,7
2015-07,BMW,520i,11
2015-08,BMW,520i,14
2015-09,BMW,520i,29
2015-010,BMW,520i,4
2015-011,BMW,520i,65
2015-012,BMW,520i,37
2015-01,BMW,535i - F10,-
2015-02,BMW,535i - F10,-
2015-03,BMW,535i - F10,2
2015-04,BMW,535i - F10,-
2015-05,BMW,535i - F10,-
2015-06,BMW,535i - F10,-
2015-07,BMW,535i - F10,-
2015-08,BMW,535i - F10,-
2015-09,BMW,535i - F10,-
2015-010,BMW,535i - F10,-
2015-011,BMW,535i - F10,-
2015-012,BMW,535i - F10,-
2015-01,BMW,535i - Gran Turismo,-
2015-02,BMW,535i - Gran Turismo,-
2015-03,BMW,535i - Gran Turismo,-
2015-04,BMW,535i - Gran Turismo,-
2015-05,BMW,535i - Gran Turismo,-
2015-06,BMW,535i - Gran Turismo,-
2015-07,BMW,535i - Gran Turismo,-
