BRAND,Retail,tanggal,Production
MAZDA,298,2023-02-01,
MAZDA,458,2023-03-01,
MAZDA,358,2023-04-01,
MAZDA,408,2023-05-01,
MAZDA,386,2023-06-01,
MAZDA,409,2023-07-01,
MAZDA,585,2023-08-01,
MAZDA,536,2023-09-01,
MAZDA,375,2023-10-01,
MAZDA,368,2023-11-01,
MAZDA,379,2023-12-01,
MERCEDES-BENZ CV,174,2023-01-01,129
MERCEDES-BENZ CV,212,2023-02-01,104
MERCEDES-BENZ CV,212,2023-03-01,132
MERCEDES-BENZ CV,146,2023-04-01,86
MERCEDES-BENZ CV,204,2023-05-01,121
MERCEDES-BENZ CV,121,2023-06-01,12
MERCEDES-BENZ CV,142,2023-07-01,94
MERCEDES-BENZ CV,106,2023-08-01,45
MERCEDES-BENZ CV,130,2023-09-01,74
MERCEDES-BENZ CV,109,2023-10-01,207
MERCEDES-BENZ CV,197,2023-11-01,144
MERCEDES-BENZ CV,124,2023-12-01,272
MERCEDES-BENZ PC,231,2023-01-01,233
MERCEDES-BENZ PC,244,2023-02-01,275
MERCEDES-BENZ PC,307,2023-03-01,275
MERCEDES-BENZ PC,138,2023-04-01,222
MERCEDES-BENZ PC,357,2023-05-01,298
MERCEDES-BENZ PC,341,2023-06-01,241
MERCEDES-BENZ PC,306,2023-07-01,366
MERCEDES-BENZ PC,305,2023-08-01,357
MERCEDES-BENZ PC,297,2023-09-01,302
MERCEDES-BENZ PC,221,2023-10-01,311
MERCEDES-BENZ PC,242,2023-11-01,167
MERCEDES-BENZ PC,214,2023-12-01,55
MINI,40,2023-01-01,49
MINI,40,2023-02-01,1
MINI,100,2023-03-01,70
MINI,30,2023-04-01,17
MINI,75,2023-05-01,16
MINI,55,2023-06-01,16
MINI,57,2023-07-01,14
MINI,72,2023-08-01,28
MINI,113,2023-09-01,6
MINI,110,2023-10-01,109
MINI,70,2023-11-01,116
MINI,129,2023-12-01,5
MITSUBISHI FUSO,3462,2023-01-01,4220
MITSUBISHI FUSO,3369,2023-02-01,3441
MITSUBISHI FUSO,3554,2023-03-01,4827
MITSUBISHI FUSO,1961,2023-04-01,2592
MITSUBISHI FUSO,2501,2023-05-01,3648
MITSUBISHI FUSO,2496,2023-06-01,3180
MITSUBISHI FUSO,2547,2023-07-01,2585
MITSUBISHI FUSO,2803,2023-08-01,1567
MITSUBISHI FUSO,2806,2023-09-01,1716
MITSUBISHI FUSO,2106,2023-10-01,1740
MITSUBISHI FUSO,2602,2023-11-01,1260
MITSUBISHI FUSO,3076,2023-12-01,1383
MITSUBISHI MOTORS,8124,2023-01-01,14271
MITSUBISHI MOTORS,7407,2023-02-01,13603
MITSUBISHI MOTORS,8116,2023-03-01,14708
MITSUBISHI MOTORS,5972,2023-04-01,8129
MITSUBISHI MOTORS,7238,2023-05-01,14435
MITSUBISHI MOTORS,6403,2023-06-01,13453
MITSUBISHI MOTORS,5100,2023-07-01,15043
MITSUBISHI MOTORS,7976,2023-08-01,15005
MITSUBISHI MOTORS,6246,2023-09-01,12614
MITSUBISHI MOTORS,5842,2023-10-01,13265
MITSUBISHI MOTORS,6629,2023-11-01,12759
MITSUBISHI MOTORS,6739,2023-12-01,7074
MORRIS GARAGE,60,2023-01-01,
MORRIS GARAGE,122,2023-02-01,
MORRIS GARAGE,142,2023-03-01,
MORRIS GARAGE,55,2023-04-01,
MORRIS GARAGE,71,2023-05-01,
MORRIS GARAGE,59,2023-06-01,
MORRIS GARAGE,92,2023-07-01,
MORRIS GARAGE,160,2023-08-01,
MORRIS GARAGE,128,2023-09-01,
MORRIS GARAGE,52,2023-10-01,
MORRIS GARAGE,111,2023-11-01,
MORRIS GARAGE,102,2023-12-01,
NETA,-,2023-01-01,
NETA,-,2023-02-01,
NETA,-,2023-03-01,
NETA,-,2023-04-01,
NETA,-,2023-05-01,
NETA,-,2023-06-01,
NETA,-,2023-07-01,
NETA,-,2023-08-01,
NETA,-,2023-09-01,
NETA,-,2023-10-01,
NETA,100,2023-11-01,
NETA,66,2023-12-01,
NISSAN,151,2023-01-01,
NISSAN,171,2023-02-01,
NISSAN,204,2023-03-01,
NISSAN,188,2023-04-01,
NISSAN,187,2023-05-01,
NISSAN,145,2023-06-01,
NISSAN,149,2023-07-01,
NISSAN,172,2023-08-01,
NISSAN,147,2023-09-01,
NISSAN,102,2023-10-01,
NISSAN,94,2023-11-01,
NISSAN,114,2023-12-01,
PEUGEOT,15,2023-01-01,
PEUGEOT,20,2023-02-01,
PEUGEOT,36,2023-03-01,
PEUGEOT,19,2023-04-01,
PEUGEOT,21,2023-05-01,
PEUGEOT,14,2023-06-01,
PEUGEOT,11,2023-07-01,
PEUGEOT,14,2023-08-01,
PEUGEOT,16,2023-09-01,
PEUGEOT,16,2023-10-01,
PEUGEOT,10,2023-11-01,
PEUGEOT,7,2023-12-01,
SCANIA,63,2023-01-01,
SCANIA,79,2023-02-01,
SCANIA,70,2023-03-01,
SCANIA,71,2023-04-01,
SCANIA,85,2023-05-01,
SCANIA,75,2023-06-01,
SCANIA,77,2023-07-01,
SCANIA,50,2023-08-01,
SCANIA,29,2023-09-01,
SCANIA,28,2023-10-01,
SCANIA,54,2023-11-01,
SCANIA,28,2023-12-01,
SERES,-,2023-01-01,
SERES,-,2023-02-01,
SERES,-,2023-03-01,
SERES,-,2023-04-01,
SERES,-,2023-05-01,
SERES,-,2023-06-01,
SERES,-,2023-07-01,
SERES,-,2023-08-01,
SERES,-,2023-09-01,
SERES,-,2023-10-01,
SERES,7,2023-11-01,
SERES,29,2023-12-01,
SUBARU,29,2023-01-01,
SUBARU,30,2023-02-01,
SUBARU,57,2023-03-01,
SUBARU,28,2023-04-01,
SUBARU,50,2023-05-01,
SUBARU,46,2023-06-01,
SUBARU,31,2023-07-01,
SUBARU,55,2023-08-01,
SUBARU,64,2023-09-01,
SUBARU,44,2023-10-01,
SUBARU,45,2023-11-01,
SUBARU,42,2023-12-01,
SUZUKI,8083,2023-01-01,11173
SUZUKI,6922,2023-02-01,10628
SUZUKI,7634,2023-03-01,12014
SUZUKI,4918,2023-04-01,6038
SUZUKI,6868,2023-05-01,10900
SUZUKI,6808,2023-06-01,10214
SUZUKI,6305,2023-07-01,9749
SUZUKI,7040,2023-08-01,8979
SUZUKI,6342,2023-09-01,7569
SUZUKI,6732,2023-10-01,8504
SUZUKI,6471,2023-11-01,7592
SUZUKI,8121,2023-12-01,6766
TATA,8,2023-01-01,
TATA,5,2023-02-01,
TATA,1,2023-03-01,
TATA,-,2023-04-01,
TATA,-,2023-05-01,
TATA,1,2023-06-01,
TATA,1,2023-07-01,
TATA,3,2023-08-01,
TATA,3,2023-09-01,
TATA,3,2023-10-01,
TATA,-,2023-11-01,
TATA,6,2023-12-01,
TOYOTA,25555,2023-01-01,54533
TOYOTA,25250,2023-02-01,51149
TOYOTA,30008,2023-03-01,51208
TOYOTA,24134,2023-04-01,30537
TOYOTA,25791,2023-05-01,47765
TOYOTA,26092,2023-06-01,42795
TOYOTA,25908,2023-07-01,51381
TOYOTA,28104,2023-08-01,52696
TOYOTA,26600,2023-09-01,49928
TOYOTA,28003,2023-10-01,53065
TOYOTA,29125,2023-11-01,54443
TOYOTA,30825,2023-12-01,49762
UD TRUCK,,2023-01-01,186
UD TRUCK,,2023-02-01,168
UD TRUCK,,2023-03-01,187
UD TRUCK,,2023-04-01,72
UD TRUCK,,2023-05-01,144
UD TRUCK,,2023-06-01,147
UD TRUCK,,2023-07-01,147
UD TRUCK,,2023-08-01,155
UD TRUCK,,2023-09-01,120
UD TRUCK,,2023-10-01,192
UD TRUCK,,2023-11-01,190
UD TRUCK,,2023-12-01,111
UD TRUCKS,179,2023-01-01,
UD TRUCKS,155,2023-02-01,
UD TRUCKS,162,2023-03-01,
UD TRUCKS,94,2023-04-01,
UD TRUCKS,152,2023-05-01,
UD TRUCKS,158,2023-06-01,
UD TRUCKS,137,2023-07-01,
UD TRUCKS,169,2023-08-01,
UD TRUCKS,154,2023-09-01,
UD TRUCKS,168,2023-10-01,
UD TRUCKS,187,2023-11-01,
UD TRUCKS,141,2023-12-01,
VOLKSWAGEN,20,2023-01-01,
VOLKSWAGEN,27,2023-02-01,
VOLKSWAGEN,39,2023-03-01,
VOLKSWAGEN,9,2023-04-01,
VOLKSWAGEN,13,2023-05-01,
VOLKSWAGEN,13,2023-06-01,
VOLKSWAGEN,20,2023-07-01,
VOLKSWAGEN,43,2023-08-01,
VOLKSWAGEN,36,2023-09-01,
VOLKSWAGEN,12,2023-10-01,
VOLKSWAGEN,6,2023-11-01,
VOLKSWAGEN,11,2023-12-01,
WULING,1632,2023-01-01,465
WULING,1642,2023-02-01,1373
WULING,2092,2023-03-01,3942
WULING,2025,2023-04-01,2072
WULING,2400,2023-05-01,2520
WULING,1936,2023-06-01,1325
WULING,1954,2023-07-01,1303
WULING,2386,2023-08-01,1399
WULING,2347,2023-09-01,1944
WULING,1970,2023-10-01,1939
WULING,2202,2023-11-01,2668
WULING,3406,2023-12-01,3506
