BRAND,Retail,tanggal,Production
NISSAN,329,2022-05-01,
NISSAN,326,2022-06-01,
NISSAN,269,2022-07-01,
NISSAN,306,2022-08-01,
NISSAN,225,2022-09-01,
NISSAN,178,2022-10-01,
NISSAN,166,2022-11-01,
NISSAN,152,2022-12-01,
PEUGEOT,50,2022-01-01,
PEUGEOT,32,2022-02-01,
PEUGEOT,65,2022-03-01,
PEUGEOT,46,2022-04-01,
PEUGEOT,46,2022-05-01,
PEUGEOT,34,2022-06-01,
PEUGEOT,40,2022-07-01,
PEUGEOT,35,2022-08-01,
PEUGEOT,40,2022-09-01,
PEUGEOT,31,2022-10-01,
PEUGEOT,14,2022-11-01,
PEUGEOT,18,2022-12-01,
SCANIA,26,2022-01-01,
SCANIA,19,2022-02-01,
SCANIA,17,2022-03-01,
SCANIA,25,2022-04-01,
SCANIA,15,2022-05-01,
SCANIA,9,2022-06-01,
SCANIA,12,2022-07-01,
SCANIA,9,2022-08-01,
SCANIA,20,2022-09-01,
SCANIA,30,2022-10-01,
SCANIA,23,2022-11-01,
SCANIA,28,2022-12-01,
SUBARU,-,2022-01-01,
SUBARU,-,2022-02-01,
SUBARU,-,2022-03-01,
SUBARU,-,2022-04-01,
SUBARU,-,2022-05-01,
SUBARU,-,2022-06-01,
SUBARU,15,2022-07-01,
SUBARU,31,2022-08-01,
SUBARU,29,2022-09-01,
SUBARU,26,2022-10-01,
SUBARU,31,2022-11-01,
SUBARU,20,2022-12-01,
SUZUKI,7465,2022-01-01,11926
SUZUKI,6000,2022-02-01,11259
SUZUKI,7765,2022-03-01,14160
SUZUKI,6508,2022-04-01,10341
SUZUKI,6316,2022-05-01,10118
SUZUKI,7006,2022-06-01,13641
SUZUKI,6771,2022-07-01,11927
SUZUKI,7816,2022-08-01,12947
SUZUKI,7902,2022-09-01,11055
SUZUKI,7605,2022-10-01,11230
SUZUKI,8218,2022-11-01,12041
SUZUKI,9695,2022-12-01,10590
TATA,18,2022-01-01,
TATA,9,2022-02-01,
TATA,35,2022-03-01,
TATA,46,2022-04-01,
TATA,2,2022-05-01,
TATA,4,2022-06-01,
TATA,26,2022-07-01,
TATA,25,2022-08-01,
TATA,25,2022-09-01,
TATA,12,2022-10-01,
TATA,14,2022-11-01,
TATA,-,2022-12-01,
TOYOTA,22906,2022-01-01,48414
TOYOTA,21187,2022-02-01,46145
TOYOTA,30935,2022-03-01,59156
TOYOTA,25789,2022-04-01,47033
TOYOTA,18000,2022-05-01,26952
TOYOTA,27385,2022-06-01,49489
TOYOTA,26502,2022-07-01,47740
TOYOTA,29996,2022-08-01,56488
TOYOTA,31190,2022-09-01,59372
TOYOTA,30217,2022-10-01,59012
TOYOTA,28031,2022-11-01,49184
TOYOTA,37360,2022-12-01,53434
UD TRUCK,,2022-01-01,171
UD TRUCK,,2022-02-01,157
UD TRUCK,,2022-03-01,185
UD TRUCK,,2022-04-01,56
UD TRUCK,,2022-05-01,42
UD TRUCK,,2022-06-01,26
UD TRUCK,,2022-07-01,-
UD TRUCK,,2022-08-01,144
UD TRUCK,,2022-09-01,191
UD TRUCK,,2022-10-01,207
UD TRUCK,,2022-11-01,210
UD TRUCK,,2022-12-01,154
UD TRUCKS,184,2022-01-01,
UD TRUCKS,173,2022-02-01,
UD TRUCKS,209,2022-03-01,
UD TRUCKS,143,2022-04-01,
UD TRUCKS,90,2022-05-01,
UD TRUCKS,113,2022-06-01,
UD TRUCKS,110,2022-07-01,
UD TRUCKS,170,2022-08-01,
UD TRUCKS,178,2022-09-01,
UD TRUCKS,234,2022-10-01,
UD TRUCKS,213,2022-11-01,
UD TRUCKS,133,2022-12-01,
VOLKSWAGEN,35,2022-01-01,
VOLKSWAGEN,21,2022-02-01,
VOLKSWAGEN,62,2022-03-01,
VOLKSWAGEN,20,2022-04-01,
VOLKSWAGEN,23,2022-05-01,
VOLKSWAGEN,29,2022-06-01,
VOLKSWAGEN,27,2022-07-01,
VOLKSWAGEN,38,2022-08-01,
VOLKSWAGEN,40,2022-09-01,
VOLKSWAGEN,29,2022-10-01,
VOLKSWAGEN,25,2022-11-01,
VOLKSWAGEN,28,2022-12-01,
WULING,2354,2022-01-01,2755
WULING,1278,2022-02-01,2302
WULING,2500,2022-03-01,2754
WULING,2079,2022-04-01,2084
WULING,804,2022-05-01,1553
WULING,1706,2022-06-01,1237
WULING,1644,2022-07-01,929
WULING,2433,2022-08-01,2927
WULING,2485,2022-09-01,3193
WULING,2215,2022-10-01,3633
WULING,2437,2022-11-01,3268
WULING,2335,2022-12-01,3806
