waktu,brand,tipe,sale
2011-08,GEELY,MK GT,9
2011-09,GEELY,MK GT,3
2011-010,GEELY,MK GT,40
2011-011,GEELY,MK GT,20
2011-012,GEELY,MK GT,21
2011-01,HONDA,All New City IVTEC S,-
2011-02,HONDA,All New City IVTEC S,27
2011-03,HONDA,All New City IVTEC S,31
2011-04,HONDA,All New City IVTEC S,2
2011-05,HONDA,All New City IVTEC S,-
2011-06,HONDA,All New City IVTEC S,-
2011-07,HONDA,All New City IVTEC S,27
2011-08,HONDA,All New City IVTEC S,2
2011-09,HONDA,All New City IVTEC S,-
2011-010,HONDA,All New City IVTEC S,-
2011-011,HONDA,All New City IVTEC S,1
2011-012,HONDA,All New City IVTEC S,-
2011-01,HONDA,All New City IVTEC S AT,-
2011-02,HONDA,All New City IVTEC S AT,29
2011-03,HONDA,All New City IVTEC S AT,29
2011-04,HONDA,All New City IVTEC S AT,32
2011-05,HONDA,All New City IVTEC S AT,28
2011-06,HONDA,All New City IVTEC S AT,2
2011-07,HONDA,All New City IVTEC S AT,-
2011-08,HONDA,All New City IVTEC S AT,-
2011-09,HONDA,All New City IVTEC S AT,-
2011-010,HONDA,All New City IVTEC S AT,-
2011-011,HONDA,All New City IVTEC S AT,-
2011-012,HONDA,All New City IVTEC S AT,-
2011-01,HONDA,All New City IVTEC E,57
2011-02,HONDA,All New City IVTEC E,47
2011-03,HONDA,All New City IVTEC E,77
2011-04,HONDA,All New City IVTEC E,60
2011-05,HONDA,All New City IVTEC E,55
2011-06,HONDA,All New City IVTEC E,14
2011-07,HONDA,All New City IVTEC E,64
2011-08,HONDA,All New City IVTEC E,18
2011-09,HONDA,All New City IVTEC E,-
2011-010,HONDA,All New City IVTEC E,-
2011-011,HONDA,All New City IVTEC E,-
2011-012,HONDA,All New City IVTEC E,-
2011-01,HONDA,All New City IVTEC E AT,119
2011-02,HONDA,All New City IVTEC E AT,204
2011-03,HONDA,All New City IVTEC E AT,195
2011-04,HONDA,All New City IVTEC E AT,124
2011-05,HONDA,All New City IVTEC E AT,143
2011-06,HONDA,All New City IVTEC E AT,16
2011-07,HONDA,All New City IVTEC E AT,122
2011-08,HONDA,All New City IVTEC E AT,91
2011-09,HONDA,All New City IVTEC E AT,20
2011-010,HONDA,All New City IVTEC E AT,-
2011-011,HONDA,All New City IVTEC E AT,-
2011-012,HONDA,All New City IVTEC E AT,-
2011-01,KIA,Rio Taxi,64
2011-02,KIA,Rio Taxi,65
2011-03,KIA,Rio Taxi,50
2011-04,KIA,Rio Taxi,4
2011-05,KIA,Rio Taxi,10
2011-06,KIA,Rio Taxi,6
2011-07,KIA,Rio Taxi,5
2011-08,KIA,Rio Taxi,81
2011-09,KIA,Rio Taxi,469
2011-010,KIA,Rio Taxi,-
2011-011,KIA,Rio Taxi,6
2011-012,KIA,Rio Taxi,-
2011-01,KIA,New Pride,-
2011-02,KIA,New Pride,-
2011-03,KIA,New Pride,-
2011-04,KIA,New Pride,-
2011-05,KIA,New Pride,-
2011-06,KIA,New Pride,-
2011-07,KIA,New Pride,-
2011-08,KIA,New Pride,-
2011-09,KIA,New Pride,-
2011-010,KIA,New Pride,-
2011-011,KIA,New Pride,-
2011-012,KIA,New Pride,-
2011-01,MAZDA,RX-8,1
2011-02,MAZDA,RX-8,6
2011-03,MAZDA,RX-8,6
2011-04,MAZDA,RX-8,4
2011-05,MAZDA,RX-8,1
2011-06,MAZDA,RX-8,1
2011-07,MAZDA,RX-8,-
2011-08,MAZDA,RX-8,7
2011-09,MAZDA,RX-8,3
2011-010,MAZDA,RX-8,5
2011-011,MAZDA,RX-8,2
2011-012,MAZDA,RX-8,2
2011-01,MAZDA,Mazda2 - S,2
2011-02,MAZDA,Mazda2 - S,7
2011-03,MAZDA,Mazda2 - S,-
2011-04,MAZDA,Mazda2 - S,-
2011-05,MAZDA,Mazda2 - S,3
2011-06,MAZDA,Mazda2 - S,5
2011-07,MAZDA,Mazda2 - S,10
2011-08,MAZDA,Mazda2 - S,7
2011-09,MAZDA,Mazda2 - S,16
2011-010,MAZDA,Mazda2 - S,5
2011-011,MAZDA,Mazda2 - S,3
2011-012,MAZDA,Mazda2 - S,6
2011-01,MAZDA,Mazda2 - S AT,1
2011-02,MAZDA,Mazda2 - S AT,6
2011-03,MAZDA,Mazda2 - S AT,2
2011-04,MAZDA,Mazda2 - S AT,5
2011-05,MAZDA,Mazda2 - S AT,8
2011-06,MAZDA,Mazda2 - S AT,11
2011-07,MAZDA,Mazda2 - S AT,12
2011-08,MAZDA,Mazda2 - S AT,7
2011-09,MAZDA,Mazda2 - S AT,6
2011-010,MAZDA,Mazda2 - S AT,1
2011-011,MAZDA,Mazda2 - S AT,5
2011-012,MAZDA,Mazda2 - S AT,5
2011-01,MAZDA,Mazda2 - R,4
2011-02,MAZDA,Mazda2 - R,7
2011-03,MAZDA,Mazda2 - R,6
2011-04,MAZDA,Mazda2 - R,6
2011-05,MAZDA,Mazda2 - R,7
2011-06,MAZDA,Mazda2 - R,-
2011-07,MAZDA,Mazda2 - R,-
2011-08,MAZDA,Mazda2 - R,-
2011-09,MAZDA,Mazda2 - R,-
2011-010,MAZDA,Mazda2 - R,-
2011-011,MAZDA,Mazda2 - R,-
2011-012,MAZDA,Mazda2 - R,3
2011-01,MAZDA,Mazda2 - R AT,24
2011-02,MAZDA,Mazda2 - R AT,32
2011-03,MAZDA,Mazda2 - R AT,26
2011-04,MAZDA,Mazda2 - R AT,22
2011-05,MAZDA,Mazda2 - R AT,12
2011-06,MAZDA,Mazda2 - R AT,20
2011-07,MAZDA,Mazda2 - R AT,46
2011-08,MAZDA,Mazda2 - R AT,31
2011-09,MAZDA,Mazda2 - R AT,37
2011-010,MAZDA,Mazda2 - R AT,27
2011-011,MAZDA,Mazda2 - R AT,12
2011-012,MAZDA,Mazda2 - R AT,20
2011-01,PROTON,WIRA Taxi,-
2011-02,PROTON,WIRA Taxi,-
2011-03,PROTON,WIRA Taxi,-
2011-04,PROTON,WIRA Taxi,-
2011-05,PROTON,WIRA Taxi,-
2011-06,PROTON,WIRA Taxi,-
2011-07,PROTON,WIRA Taxi,-
2011-08,PROTON,WIRA Taxi,-
2011-09,PROTON,WIRA Taxi,-
2011-010,PROTON,WIRA Taxi,-
2011-011,PROTON,WIRA Taxi,-
2011-012,PROTON,WIRA Taxi,-
2011-01,PROTON,S a g a,-
2011-02,PROTON,S a g a,2
2011-03,PROTON,S a g a,-
2011-04,PROTON,S a g a,-
2011-05,PROTON,S a g a,-
2011-06,PROTON,S a g a,-
2011-07,PROTON,S a g a,-
2011-08,PROTON,S a g a,-
2011-09,PROTON,S a g a,-
2011-010,PROTON,S a g a,-
2011-011,PROTON,S a g a,-
2011-012,PROTON,S a g a,-
2011-01,PROTON,S a g a AT,1
2011-02,PROTON,S a g a AT,-
2011-03,PROTON,S a g a AT,2
2011-04,PROTON,S a g a AT,1
2011-05,PROTON,S a g a AT,1
2011-06,PROTON,S a g a AT,-
2011-07,PROTON,S a g a AT,-
2011-08,PROTON,S a g a AT,-
2011-09,PROTON,S a g a AT,-
2011-010,PROTON,S a g a AT,1
2011-011,PROTON,S a g a AT,-
2011-012,PROTON,S a g a AT,-
2011-01,PROTON,S a g a FL,-
2011-02,PROTON,S a g a FL,-
2011-03,PROTON,S a g a FL,-
2011-04,PROTON,S a g a FL,-
2011-05,PROTON,S a g a FL,22
2011-06,PROTON,S a g a FL,1
2011-07,PROTON,S a g a FL,2
2011-08,PROTON,S a g a FL,9
2011-09,PROTON,S a g a FL,50
2011-010,PROTON,S a g a FL,10
2011-011,PROTON,S a g a FL,-
2011-012,PROTON,S a g a FL,1
2011-01,PROTON,S a g a FL AT,-
2011-02,PROTON,S a g a FL AT,-
2011-03,PROTON,S a g a FL AT,-
2011-04,PROTON,S a g a FL AT,6
2011-05,PROTON,S a g a FL AT,-
2011-06,PROTON,S a g a FL AT,3
2011-07,PROTON,S a g a FL AT,1
2011-08,PROTON,S a g a FL AT,-
2011-09,PROTON,S a g a FL AT,-
2011-010,PROTON,S a g a FL AT,21
2011-011,PROTON,S a g a FL AT,-
2011-012,PROTON,S a g a FL AT,-
2011-01,SUBARU,Impreza 1.5 M/T,-
2011-02,SUBARU,Impreza 1.5 M/T,2
2011-03,SUBARU,Impreza 1.5 M/T,1
2011-04,SUBARU,Impreza 1.5 M/T,-
2011-05,SUBARU,Impreza 1.5 M/T,-
2011-06,SUBARU,Impreza 1.5 M/T,-
2011-07,SUBARU,Impreza 1.5 M/T,-
2011-08,SUBARU,Impreza 1.5 M/T,1
2011-09,SUBARU,Impreza 1.5 M/T,-
2011-010,SUBARU,Impreza 1.5 M/T,-
2011-011,SUBARU,Impreza 1.5 M/T,-
2011-012,SUBARU,Impreza 1.5 M/T,-
2011-01,SUBARU,Impreza 1.5 A/T,-
2011-02,SUBARU,Impreza 1.5 A/T,-
2011-03,SUBARU,Impreza 1.5 A/T,-
2011-04,SUBARU,Impreza 1.5 A/T,1
2011-05,SUBARU,Impreza 1.5 A/T,4
2011-06,SUBARU,Impreza 1.5 A/T,-
2011-07,SUBARU,Impreza 1.5 A/T,2
2011-08,SUBARU,Impreza 1.5 A/T,-
2011-09,SUBARU,Impreza 1.5 A/T,-
2011-010,SUBARU,Impreza 1.5 A/T,-
2011-011,SUBARU,Impreza 1.5 A/T,-
2011-012,SUBARU,Impreza 1.5 A/T,-
2011-01,SUBARU,Impreza 1.5 M/T,-
2011-02,SUBARU,Impreza 1.5 M/T,-
2011-03,SUBARU,Impreza 1.5 M/T,-
2011-04,SUBARU,Impreza 1.5 M/T,-
2011-05,SUBARU,Impreza 1.5 M/T,-
2011-06,SUBARU,Impreza 1.5 M/T,-
2011-07,SUBARU,Impreza 1.5 M/T,-
2011-08,SUBARU,Impreza 1.5 M/T,-
2011-09,SUBARU,Impreza 1.5 M/T,-
2011-010,SUBARU,Impreza 1.5 M/T,1
2011-011,SUBARU,Impreza 1.5 M/T,-
2011-012,SUBARU,Impreza 1.5 M/T,-
2011-01,SUZUKI,Neo Baleno,-
2011-02,SUZUKI,Neo Baleno,6
2011-03,SUZUKI,Neo Baleno,5
2011-04,SUZUKI,Neo Baleno,-
2011-05,SUZUKI,Neo Baleno,-
2011-06,SUZUKI,Neo Baleno,-
2011-07,SUZUKI,Neo Baleno,-
2011-08,SUZUKI,Neo Baleno,-
2011-09,SUZUKI,Neo Baleno,-
2011-010,SUZUKI,Neo Baleno,-
2011-011,SUZUKI,Neo Baleno,-
2011-012,SUZUKI,Neo Baleno,-
2011-01,SUZUKI,Neo Baleno AT,1
2011-02,SUZUKI,Neo Baleno AT,3
2011-03,SUZUKI,Neo Baleno AT,-
2011-04,SUZUKI,Neo Baleno AT,-
2011-05,SUZUKI,Neo Baleno AT,-
2011-06,SUZUKI,Neo Baleno AT,-
2011-07,SUZUKI,Neo Baleno AT,-
2011-08,SUZUKI,Neo Baleno AT,-
2011-09,SUZUKI,Neo Baleno AT,-
2011-010,SUZUKI,Neo Baleno AT,-
2011-011,SUZUKI,Neo Baleno AT,-
2011-012,SUZUKI,Neo Baleno AT,-
2011-01,TOYOTA,IQ,-
2011-02,TOYOTA,IQ,-
2011-03,TOYOTA,IQ,-
2011-04,TOYOTA,IQ,-
2011-05,TOYOTA,IQ,-
2011-06,TOYOTA,IQ,-
2011-07,TOYOTA,IQ,-
2011-08,TOYOTA,IQ,-
2011-09,TOYOTA,IQ,-
2011-010,TOYOTA,IQ,-
2011-011,TOYOTA,IQ,-
2011-012,TOYOTA,IQ,-
2011-01,TOYOTA,Prius,-
2011-02,TOYOTA,Prius,-
2011-03,TOYOTA,Prius,-
2011-04,TOYOTA,Prius,-
2011-05,TOYOTA,Prius,1
2011-06,TOYOTA,Prius,1
2011-07,TOYOTA,Prius,-
2011-08,TOYOTA,Prius,3
2011-09,TOYOTA,Prius,-
2011-010,TOYOTA,Prius,-
2011-011,TOYOTA,Prius,1
2011-012,TOYOTA,Prius,-
2011-01,TOYOTA,Limo Taxi,268
2011-02,TOYOTA,Limo Taxi,796
2011-03,TOYOTA,Limo Taxi,645
2011-04,TOYOTA,Limo Taxi,438
2011-05,TOYOTA,Limo Taxi,416
2011-06,TOYOTA,Limo Taxi,787
2011-07,TOYOTA,Limo Taxi,1125
2011-08,TOYOTA,Limo Taxi,636
2011-09,TOYOTA,Limo Taxi,699
2011-010,TOYOTA,Limo Taxi,901
2011-011,TOYOTA,Limo Taxi,2
2011-012,TOYOTA,Limo Taxi,137
2011-01,TOYOTA,Vios E,21
2011-02,TOYOTA,Vios E,26
2011-03,TOYOTA,Vios E,20
2011-04,TOYOTA,Vios E,13
2011-05,TOYOTA,Vios E,9
2011-06,TOYOTA,Vios E,18
2011-07,TOYOTA,Vios E,9
2011-08,TOYOTA,Vios E,19
2011-09,TOYOTA,Vios E,39
2011-010,TOYOTA,Vios E,32
2011-011,TOYOTA,Vios E,4
2011-012,TOYOTA,Vios E,18
2011-01,TOYOTA,Vios G,156
2011-02,TOYOTA,Vios G,186
2011-03,TOYOTA,Vios G,144
2011-04,TOYOTA,Vios G,115
2011-05,TOYOTA,Vios G,20
2011-06,TOYOTA,Vios G,56
2011-07,TOYOTA,Vios G,113
2011-08,TOYOTA,Vios G,93
2011-09,TOYOTA,Vios G,106
2011-010,TOYOTA,Vios G,137
2011-011,TOYOTA,Vios G,3
2011-012,TOYOTA,Vios G,24
2011-01,TOYOTA,Vios G,120
2011-02,TOYOTA,Vios G,209
2011-03,TOYOTA,Vios G,168
2011-04,TOYOTA,Vios G,69
2011-05,TOYOTA,Vios G,53
2011-06,TOYOTA,Vios G,96
2011-07,TOYOTA,Vios G,100
2011-08,TOYOTA,Vios G,100
2011-09,TOYOTA,Vios G,65
2011-010,TOYOTA,Vios G,139
2011-011,TOYOTA,Vios G,1
2011-012,TOYOTA,Vios G,24
2011-01,AUDI,A4 T Fsi,4
2011-02,AUDI,A4 T Fsi,14
2011-03,AUDI,A4 T Fsi,8
2011-04,AUDI,A4 T Fsi,4
2011-05,AUDI,A4 T Fsi,12
2011-06,AUDI,A4 T Fsi,6
2011-07,AUDI,A4 T Fsi,18
2011-08,AUDI,A4 T Fsi,11
2011-09,AUDI,A4 T Fsi,7
2011-010,AUDI,A4 T Fsi,9
2011-011,AUDI,A4 T Fsi,20
2011-012,AUDI,A4 T Fsi,12
2011-01,AUDI,A6 2.0 Fsi,2
2011-02,AUDI,A6 2.0 Fsi,3
2011-03,AUDI,A6 2.0 Fsi,7
2011-04,AUDI,A6 2.0 Fsi,3
2011-05,AUDI,A6 2.0 Fsi,3
2011-06,AUDI,A6 2.0 Fsi,4
2011-07,AUDI,A6 2.0 Fsi,5
2011-08,AUDI,A6 2.0 Fsi,4
2011-09,AUDI,A6 2.0 Fsi,4
2011-010,AUDI,A6 2.0 Fsi,3
2011-011,AUDI,A6 2.0 Fsi,2
2011-012,AUDI,A6 2.0 Fsi,-
2011-01,AUDI,A6 2.8 Fsi,-
2011-02,AUDI,A6 2.8 Fsi,-
2011-03,AUDI,A6 2.8 Fsi,-
2011-04,AUDI,A6 2.8 Fsi,-
2011-05,AUDI,A6 2.8 Fsi,-
2011-06,AUDI,A6 2.8 Fsi,-
2011-07,AUDI,A6 2.8 Fsi,4
2011-08,AUDI,A6 2.8 Fsi,6
2011-09,AUDI,A6 2.8 Fsi,4
2011-010,AUDI,A6 2.8 Fsi,1
2011-011,AUDI,A6 2.8 Fsi,6
2011-012,AUDI,A6 2.8 Fsi,6
2011-01,AUDI,A6 3.0 Quattro,-
2011-02,AUDI,A6 3.0 Quattro,-
2011-03,AUDI,A6 3.0 Quattro,1
2011-04,AUDI,A6 3.0 Quattro,2
2011-05,AUDI,A6 3.0 Quattro,1
2011-06,AUDI,A6 3.0 Quattro,1
2011-07,AUDI,A6 3.0 Quattro,3
2011-08,AUDI,A6 3.0 Quattro,1
2011-09,AUDI,A6 3.0 Quattro,2
2011-010,AUDI,A6 3.0 Quattro,2
2011-011,AUDI,A6 3.0 Quattro,-
2011-012,AUDI,A6 3.0 Quattro,-
2011-01,AUDI,A8L 2.8,-
2011-02,AUDI,A8L 2.8,-
2011-03,AUDI,A8L 2.8,-
2011-04,AUDI,A8L 2.8,3
2011-05,AUDI,A8L 2.8,1
2011-06,AUDI,A8L 2.8,-
2011-07,AUDI,A8L 2.8,1
2011-08,AUDI,A8L 2.8,2
2011-09,AUDI,A8L 2.8,4
2011-010,AUDI,A8L 2.8,1
2011-011,AUDI,A8L 2.8,6
2011-012,AUDI,A8L 2.8,2
2011-01,AUDI,TT 2.0 Turbo Fsi,-
2011-02,AUDI,TT 2.0 Turbo Fsi,-
2011-03,AUDI,TT 2.0 Turbo Fsi,-
2011-04,AUDI,TT 2.0 Turbo Fsi,-
2011-05,AUDI,TT 2.0 Turbo Fsi,-
2011-06,AUDI,TT 2.0 Turbo Fsi,-
2011-07,AUDI,TT 2.0 Turbo Fsi,-
2011-08,AUDI,TT 2.0 Turbo Fsi,-
2011-09,AUDI,TT 2.0 Turbo Fsi,-
2011-010,AUDI,TT 2.0 Turbo Fsi,-
2011-011,AUDI,TT 2.0 Turbo Fsi,-
2011-012,AUDI,TT 2.0 Turbo Fsi,-
2011-01,AUDI,TTS 2.0,1
2011-02,AUDI,TTS 2.0,-
2011-03,AUDI,TTS 2.0,2
2011-04,AUDI,TTS 2.0,2
2011-05,AUDI,TTS 2.0,-
2011-06,AUDI,TTS 2.0,1
2011-07,AUDI,TTS 2.0,-
2011-08,AUDI,TTS 2.0,-
2011-09,AUDI,TTS 2.0,-
2011-010,AUDI,TTS 2.0,-
2011-011,AUDI,TTS 2.0,-
2011-012,AUDI,TTS 2.0,1
2011-01,BMW,1 M Coupe,-
2011-02,BMW,1 M Coupe,-
2011-03,BMW,1 M Coupe,-
2011-04,BMW,1 M Coupe,-
2011-05,BMW,1 M Coupe,-
2011-06,BMW,1 M Coupe,4
2011-07,BMW,1 M Coupe,7
2011-08,BMW,1 M Coupe,5
2011-09,BMW,1 M Coupe,6
2011-010,BMW,1 M Coupe,2
2011-011,BMW,1 M Coupe,5
2011-012,BMW,1 M Coupe,-
2011-01,BMW,135i Coupe,-
2011-02,BMW,135i Coupe,1
2011-03,BMW,135i Coupe,-
2011-04,BMW,135i Coupe,-
2011-05,BMW,135i Coupe,-
2011-06,BMW,135i Coupe,-
2011-07,BMW,135i Coupe,1
2011-08,BMW,135i Coupe,-
2011-09,BMW,135i Coupe,-
2011-010,BMW,135i Coupe,-
2011-011,BMW,135i Coupe,1
2011-012,BMW,135i Coupe,-
2011-01,BMW,320i Business,27
2011-02,BMW,320i Business,25
2011-03,BMW,320i Business,46
2011-04,BMW,320i Business,48
2011-05,BMW,320i Business,5
2011-06,BMW,320i Business,14
2011-07,BMW,320i Business,3
2011-08,BMW,320i Business,11
2011-09,BMW,320i Business,11
2011-010,BMW,320i Business,4
2011-011,BMW,320i Business,4
2011-012,BMW,320i Business,4
2011-01,BMW,320i Executive,11
2011-02,BMW,320i Executive,22
2011-03,BMW,320i Executive,12
2011-04,BMW,320i Executive,9
2011-05,BMW,320i Executive,18
2011-06,BMW,320i Executive,22
2011-07,BMW,320i Executive,6
2011-08,BMW,320i Executive,41
2011-09,BMW,320i Executive,15
2011-010,BMW,320i Executive,19
2011-011,BMW,320i Executive,18
2011-012,BMW,320i Executive,33
2011-01,BMW,320i Coupe,-
2011-02,BMW,320i Coupe,1
2011-03,BMW,320i Coupe,-
2011-04,BMW,320i Coupe,-
2011-05,BMW,320i Coupe,-
2011-06,BMW,320i Coupe,-
2011-07,BMW,320i Coupe,-
2011-08,BMW,320i Coupe,-
2011-09,BMW,320i Coupe,-
2011-010,BMW,320i Coupe,-
2011-011,BMW,320i Coupe,-
2011-012,BMW,320i Coupe,-
2011-01,BMW,325i Conv CBU,-
2011-02,BMW,325i Conv CBU,-
2011-03,BMW,325i Conv CBU,-
2011-04,BMW,325i Conv CBU,1
2011-05,BMW,325i Conv CBU,-
2011-06,BMW,325i Conv CBU,-
2011-07,BMW,325i Conv CBU,-
2011-08,BMW,325i Conv CBU,-
2011-09,BMW,325i Conv CBU,-
2011-010,BMW,325i Conv CBU,-
2011-011,BMW,325i Conv CBU,-
2011-012,BMW,325i Conv CBU,-
2011-01,BMW,325i,10
2011-02,BMW,325i,9
2011-03,BMW,325i,5
2011-04,BMW,325i,6
2011-05,BMW,325i,9
2011-06,BMW,325i,5
2011-07,BMW,325i,8
2011-08,BMW,325i,13
2011-09,BMW,325i,7
2011-010,BMW,325i,5
2011-011,BMW,325i,7
2011-012,BMW,325i,9
2011-01,BMW,330i Coupe,-
2011-02,BMW,330i Coupe,-
2011-03,BMW,330i Coupe,-
2011-04,BMW,330i Coupe,-
2011-05,BMW,330i Coupe,1
2011-06,BMW,330i Coupe,-
2011-07,BMW,330i Coupe,-
2011-08,BMW,330i Coupe,-
2011-09,BMW,330i Coupe,-
2011-010,BMW,330i Coupe,-
2011-011,BMW,330i Coupe,-
2011-012,BMW,330i Coupe,-
2011-01,BMW,335i Coupe,-
2011-02,BMW,335i Coupe,1
2011-03,BMW,335i Coupe,2
2011-04,BMW,335i Coupe,-
2011-05,BMW,335i Coupe,-
2011-06,BMW,335i Coupe,-
2011-07,BMW,335i Coupe,-
2011-08,BMW,335i Coupe,-
2011-09,BMW,335i Coupe,-
2011-010,BMW,335i Coupe,-
2011-011,BMW,335i Coupe,-
2011-012,BMW,335i Coupe,1
2011-01,BMW,520i D,-
2011-02,BMW,520i D,-
2011-03,BMW,520i D,3
2011-04,BMW,520i D,3
2011-05,BMW,520i D,5
2011-06,BMW,520i D,6
2011-07,BMW,520i D,-
2011-08,BMW,520i D,3
2011-09,BMW,520i D,6
2011-010,BMW,520i D,3
2011-011,BMW,520i D,8
2011-012,BMW,520i D,7
2011-01,BMW,523i - F10,7
2011-02,BMW,523i - F10,19
2011-03,BMW,523i - F10,23
2011-04,BMW,523i - F10,19
2011-05,BMW,523i - F10,15
2011-06,BMW,523i - F10,15
2011-07,BMW,523i - F10,28
2011-08,BMW,523i - F10,12
2011-09,BMW,523i - F10,23
2011-010,BMW,523i - F10,31
2011-011,BMW,523i - F10,31
2011-012,BMW,523i - F10,17
2011-01,BMW,528i - F10,5
2011-02,BMW,528i - F10,9
2011-03,BMW,528i - F10,15
2011-04,BMW,528i - F10,8
2011-05,BMW,528i - F10,11
2011-06,BMW,528i - F10,13
2011-07,BMW,528i - F10,10
2011-08,BMW,528i - F10,7
2011-09,BMW,528i - F10,10
2011-010,BMW,528i - F10,14
2011-011,BMW,528i - F10,10
2011-012,BMW,528i - F10,5
2011-01,BMW,530i - E60,-
2011-02,BMW,530i - E60,-
2011-03,BMW,530i - E60,-
2011-04,BMW,530i - E60,-
2011-05,BMW,530i - E60,4
2011-06,BMW,530i - E60,1
2011-07,BMW,530i - E60,-
2011-08,BMW,530i - E60,-
2011-09,BMW,530i - E60,-
2011-010,BMW,530i - E60,-
2011-011,BMW,530i - E60,-
2011-012,BMW,530i - E60,4
2011-01,BMW,535i - F10,1
2011-02,BMW,535i - F10,-
2011-03,BMW,535i - F10,4
2011-04,BMW,535i - F10,1
2011-05,BMW,535i - F10,-
2011-06,BMW,535i - F10,4
2011-07,BMW,535i - F10,3
2011-08,BMW,535i - F10,2
2011-09,BMW,535i - F10,2
2011-010,BMW,535i - F10,-
2011-011,BMW,535i - F10,-
2011-012,BMW,535i - F10,2
2011-01,BMW,535i - Gran Turismo,2
2011-02,BMW,535i - Gran Turismo,-
2011-03,BMW,535i - Gran Turismo,3
2011-04,BMW,535i - Gran Turismo,2
2011-05,BMW,535i - Gran Turismo,5
2011-06,BMW,535i - Gran Turismo,3
2011-07,BMW,535i - Gran Turismo,1
2011-08,BMW,535i - Gran Turismo,3
2011-09,BMW,535i - Gran Turismo,-
2011-010,BMW,535i - Gran Turismo,2
2011-011,BMW,535i - Gran Turismo,-
2011-012,BMW,535i - Gran Turismo,-
2011-01,BMW,730 Li Bussiness,5
2011-02,BMW,730 Li Bussiness,2
2011-03,BMW,730 Li Bussiness,1
2011-04,BMW,730 Li Bussiness,-
2011-05,BMW,730 Li Bussiness,6
2011-06,BMW,730 Li Bussiness,3
2011-07,BMW,730 Li Bussiness,1
2011-08,BMW,730 Li Bussiness,2
2011-09,BMW,730 Li Bussiness,1
2011-010,BMW,730 Li Bussiness,2
2011-011,BMW,730 Li Bussiness,4
2011-012,BMW,730 Li Bussiness,2
2011-01,BMW,730 Li Executive,-
2011-02,BMW,730 Li Executive,1
2011-03,BMW,730 Li Executive,-
2011-04,BMW,730 Li Executive,-
2011-05,BMW,730 Li Executive,4
2011-06,BMW,730 Li Executive,-
2011-07,BMW,730 Li Executive,-
2011-08,BMW,730 Li Executive,1
2011-09,BMW,730 Li Executive,1
2011-010,BMW,730 Li Executive,-
2011-011,BMW,730 Li Executive,-
2011-012,BMW,730 Li Executive,-
2011-01,BMW,740 Li,4
2011-02,BMW,740 Li,1
2011-03,BMW,740 Li,1
2011-04,BMW,740 Li,3
2011-05,BMW,740 Li,2
2011-06,BMW,740 Li,3
2011-07,BMW,740 Li,3
2011-08,BMW,740 Li,2
2011-09,BMW,740 Li,3
2011-010,BMW,740 Li,1
2011-011,BMW,740 Li,-
2011-012,BMW,740 Li,2
2011-01,BMW,Z4 sDrive 2.3i,2
2011-02,BMW,Z4 sDrive 2.3i,1
2011-03,BMW,Z4 sDrive 2.3i,-
2011-04,BMW,Z4 sDrive 2.3i,-
