waktu,brand,tipe,sale
2017-07,AUDI,A6 1.8 TFSI A/T,-
2017-08,AUDI,A6 1.8 TFSI A/T,-
2017-09,AUDI,A6 1.8 TFSI A/T,-
2017-010,AUDI,A6 1.8 TFSI A/T,-
2017-011,AUDI,A6 1.8 TFSI A/T,-
2017-012,AUDI,A6 1.8 TFSI A/T,1
2017-01,AUDI,A6 2.0TFSI AT,-
2017-02,AUDI,A6 2.0TFSI AT,-
2017-03,AUDI,A6 2.0TFSI AT,-
2017-04,AUDI,A6 2.0TFSI AT,-
2017-05,AUDI,A6 2.0TFSI AT,-
2017-06,AUDI,A6 2.0TFSI AT,-
2017-07,AUDI,A6 2.0TFSI AT,-
2017-08,AUDI,A6 2.0TFSI AT,-
2017-09,AUDI,A6 2.0TFSI AT,-
2017-010,AUDI,A6 2.0TFSI AT,-
2017-011,AUDI,A6 2.0TFSI AT,-
2017-012,AUDI,A6 2.0TFSI AT,-
2017-01,AUDI,A4 2.0 TFSI,3
2017-02,AUDI,A4 2.0 TFSI,1
2017-03,AUDI,A4 2.0 TFSI,-
2017-04,AUDI,A4 2.0 TFSI,-
2017-05,AUDI,A4 2.0 TFSI,-
2017-06,AUDI,A4 2.0 TFSI,-
2017-07,AUDI,A4 2.0 TFSI,-
2017-08,AUDI,A4 2.0 TFSI,-
2017-09,AUDI,A4 2.0 TFSI,-
2017-010,AUDI,A4 2.0 TFSI,-
2017-011,AUDI,A4 2.0 TFSI,-
2017-012,AUDI,A4 2.0 TFSI,-
2017-01,AUDI,TT 2.0 TFSI A/T,-
2017-02,AUDI,TT 2.0 TFSI A/T,-
2017-03,AUDI,TT 2.0 TFSI A/T,1
2017-04,AUDI,TT 2.0 TFSI A/T,-
2017-05,AUDI,TT 2.0 TFSI A/T,-
2017-06,AUDI,TT 2.0 TFSI A/T,-
2017-07,AUDI,TT 2.0 TFSI A/T,-
2017-08,AUDI,TT 2.0 TFSI A/T,-
2017-09,AUDI,TT 2.0 TFSI A/T,-
2017-010,AUDI,TT 2.0 TFSI A/T,-
2017-011,AUDI,TT 2.0 TFSI A/T,-
2017-012,AUDI,TT 2.0 TFSI A/T,-
2017-01,AUDI,TTS 2.0,1
2017-02,AUDI,TTS 2.0,-
2017-03,AUDI,TTS 2.0,1
2017-04,AUDI,TTS 2.0,-
2017-05,AUDI,TTS 2.0,-
2017-06,AUDI,TTS 2.0,-
2017-07,AUDI,TTS 2.0,-
2017-08,AUDI,TTS 2.0,-
2017-09,AUDI,TTS 2.0,-
2017-010,AUDI,TTS 2.0,-
2017-011,AUDI,TTS 2.0,-
2017-012,AUDI,TTS 2.0,-
2017-01,BMW,3F19 320i,-
2017-02,BMW,3F19 320i,-
2017-03,BMW,3F19 320i,-
2017-04,BMW,3F19 320i,-
2017-05,BMW,3F19 320i,-
2017-06,BMW,3F19 320i,-
2017-07,BMW,3F19 320i,-
2017-08,BMW,3F19 320i,-
2017-09,BMW,3F19 320i,-
2017-010,BMW,3F19 320i,-
2017-011,BMW,3F19 320i,-
2017-012,BMW,3F19 320i,-
2017-01,BMW,8A36 320I,26
2017-02,BMW,8A36 320I,38
2017-03,BMW,8A36 320I,13
2017-04,BMW,8A36 320I,72
2017-05,BMW,8A36 320I,116
2017-06,BMW,8A36 320I,99
2017-07,BMW,8A36 320I,19
2017-08,BMW,8A36 320I,31
2017-09,BMW,8A36 320I,75
2017-010,BMW,8A36 320I,68
2017-011,BMW,8A36 320I,103
2017-012,BMW,8A36 320I,94
2017-01,BMW,8C76 320D,2
2017-02,BMW,8C76 320D,-
2017-03,BMW,8C76 320D,-
2017-04,BMW,8C76 320D,17
2017-05,BMW,8C76 320D,-
2017-06,BMW,8C76 320D,-
2017-07,BMW,8C76 320D,1
2017-08,BMW,8C76 320D,1
2017-09,BMW,8C76 320D,1
2017-010,BMW,8C76 320D,-
2017-011,BMW,8C76 320D,1
2017-012,BMW,8C76 320D,-
2017-01,BMW,8A96 330I,1
2017-02,BMW,8A96 330I,10
2017-03,BMW,8A96 330I,-
2017-04,BMW,8A96 330I,12
2017-05,BMW,8A96 330I,34
2017-06,BMW,8A96 330I,48
2017-07,BMW,8A96 330I,3
2017-08,BMW,8A96 330I,4
2017-09,BMW,8A96 330I,17
2017-010,BMW,8A96 330I,1
2017-011,BMW,8A96 330I,-
2017-012,BMW,8A96 330I,-
2017-01,BMW,8B32 340I,-
2017-02,BMW,8B32 340I,1
2017-03,BMW,8B32 340I,1
2017-04,BMW,8B32 340I,-
2017-05,BMW,8B32 340I,-
2017-06,BMW,8B32 340I,1
2017-07,BMW,8B32 340I,2
2017-08,BMW,8B32 340I,-
2017-09,BMW,8B32 340I,-
2017-010,BMW,8B32 340I,-
2017-011,BMW,8B32 340I,-
2017-012,BMW,8B32 340I,-
2017-01,BMW,1H92 M2,-
2017-02,BMW,1H92 M2,-
2017-03,BMW,1H92 M2,2
2017-04,BMW,1H92 M2,13
2017-05,BMW,1H92 M2,1
2017-06,BMW,1H92 M2,3
2017-07,BMW,1H92 M2,4
2017-08,BMW,1H92 M2,8
2017-09,BMW,1H92 M2,1
2017-010,BMW,1H92 M2,4
2017-011,BMW,1H92 M2,1
2017-012,BMW,1H92 M2,3
2017-01,BMW,8M92 M3,-
2017-02,BMW,8M92 M3,-
2017-03,BMW,8M92 M3,-
2017-04,BMW,8M92 M3,-
2017-05,BMW,8M92 M3,1
2017-06,BMW,8M92 M3,-
2017-07,BMW,8M92 M3,-
2017-08,BMW,8M92 M3,-
2017-09,BMW,8M92 M3,-
2017-010,BMW,8M92 M3,-
2017-011,BMW,8M92 M3,3
2017-012,BMW,8M92 M3,-
2017-01,BMW,3R92 M4,-
2017-02,BMW,3R92 M4,-
2017-03,BMW,3R92 M4,-
2017-04,BMW,3R92 M4,-
2017-05,BMW,3R92 M4,-
2017-06,BMW,3R92 M4,-
2017-07,BMW,3R92 M4,-
2017-08,BMW,3R92 M4,-
2017-09,BMW,3R92 M4,-
2017-010,BMW,3R92 M4,-
2017-011,BMW,3R92 M4,-
2017-012,BMW,3R92 M4,-
2017-01,BMW,4Y92 M4,-
2017-02,BMW,4Y92 M4,-
2017-03,BMW,4Y92 M4,-
2017-04,BMW,4Y92 M4,-
2017-05,BMW,4Y92 M4,-
2017-06,BMW,4Y92 M4,-
2017-07,BMW,4Y92 M4,-
2017-08,BMW,4Y92 M4,2
2017-09,BMW,4Y92 M4,-
2017-010,BMW,4Y92 M4,1
2017-011,BMW,4Y92 M4,2
2017-012,BMW,4Y92 M4,-
2017-01,BMW,4S92 M4 GTS,-
2017-02,BMW,4S92 M4 GTS,1
2017-03,BMW,4S92 M4 GTS,-
2017-04,BMW,4S92 M4 GTS,-
2017-05,BMW,4S92 M4 GTS,-
2017-06,BMW,4S92 M4 GTS,1
2017-07,BMW,4S92 M4 GTS,-
2017-08,BMW,4S92 M4 GTS,-
2017-09,BMW,4S92 M4 GTS,-
2017-010,BMW,4S92 M4 GTS,-
2017-011,BMW,4S92 M4 GTS,-
2017-012,BMW,4S92 M4 GTS,-
2017-01,BMW,4V32 430I,-
2017-02,BMW,4V32 430I,-
2017-03,BMW,4V32 430I,-
2017-04,BMW,4V32 430I,-
2017-05,BMW,4V32 430I,-
2017-06,BMW,4V32 430I,-
2017-07,BMW,4V32 430I,1
2017-08,BMW,4V32 430I,1
2017-09,BMW,4V32 430I,1
2017-010,BMW,4V32 430I,-
2017-011,BMW,4V32 430I,-
2017-012,BMW,4V32 430I,-
2017-01,BMW,4P12 440I,-
2017-02,BMW,4P12 440I,-
2017-03,BMW,4P12 440I,-
2017-04,BMW,4P12 440I,1
2017-05,BMW,4P12 440I,-
2017-06,BMW,4P12 440I,-
2017-07,BMW,4P12 440I,1
2017-08,BMW,4P12 440I,-
2017-09,BMW,4P12 440I,-
2017-010,BMW,4P12 440I,-
2017-011,BMW,4P12 440I,-
2017-012,BMW,4P12 440I,-
2017-01,BMW,4W72 440I,-
2017-02,BMW,4W72 440I,-
2017-03,BMW,4W72 440I,-
2017-04,BMW,4W72 440I,-
2017-05,BMW,4W72 440I,-
2017-06,BMW,4W72 440I,-
2017-07,BMW,4W72 440I,-
2017-08,BMW,4W72 440I,3
2017-09,BMW,4W72 440I,1
2017-010,BMW,4W72 440I,2
2017-011,BMW,4W72 440I,1
2017-012,BMW,4W72 440I,2
2017-01,BMW,5E56 520D,1
2017-02,BMW,5E56 520D,-
2017-03,BMW,5E56 520D,-
2017-04,BMW,5E56 520D,-
2017-05,BMW,5E56 520D,-
2017-06,BMW,5E56 520D,1
2017-07,BMW,5E56 520D,-
2017-08,BMW,5E56 520D,-
2017-09,BMW,5E56 520D,-
2017-010,BMW,5E56 520D,-
2017-011,BMW,5E56 520D,-
2017-012,BMW,5E56 520D,-
2017-01,BMW,JC36 520D,-
2017-02,BMW,JC36 520D,-
2017-03,BMW,JC36 520D,-
2017-04,BMW,JC36 520D,-
2017-05,BMW,JC36 520D,-
2017-06,BMW,JC36 520D,-
2017-07,BMW,JC36 520D,-
2017-08,BMW,JC36 520D,8
2017-09,BMW,JC36 520D,11
2017-010,BMW,JC36 520D,22
2017-011,BMW,JC36 520D,13
2017-012,BMW,JC36 520D,3
2017-01,BMW,5A36 520I,3
2017-02,BMW,5A36 520I,2
2017-03,BMW,5A36 520I,42
2017-04,BMW,5A36 520I,3
2017-05,BMW,5A36 520I,3
2017-06,BMW,5A36 520I,1
2017-07,BMW,5A36 520I,-
2017-08,BMW,5A36 520I,-
2017-09,BMW,5A36 520I,1
2017-010,BMW,5A36 520I,1
2017-011,BMW,5A36 520I,1
2017-012,BMW,5A36 520I,-
2017-01,BMW,5A56 528I,5
2017-02,BMW,5A56 528I,6
2017-03,BMW,5A56 528I,19
2017-04,BMW,5A56 528I,22
2017-05,BMW,5A56 528I,6
2017-06,BMW,5A56 528I,-
2017-07,BMW,5A56 528I,-
2017-08,BMW,5A56 528I,10
2017-09,BMW,5A56 528I,-
2017-010,BMW,5A56 528I,-
2017-011,BMW,5A56 528I,1
2017-012,BMW,5A56 528I,-
2017-01,BMW,JA52 530i,-
2017-02,BMW,JA52 530i,-
2017-03,BMW,JA52 530i,1
2017-04,BMW,JA52 530i,-
2017-05,BMW,JA52 530i,1
2017-06,BMW,JA52 530i,-
2017-07,BMW,JA52 530i,-
2017-08,BMW,JA52 530i,-
2017-09,BMW,JA52 530i,-
2017-010,BMW,JA52 530i,1
2017-011,BMW,JA52 530i,-
2017-012,BMW,JA52 530i,7
2017-01,BMW,JA56 530i,-
2017-02,BMW,JA56 530i,-
2017-03,BMW,JA56 530i,-
2017-04,BMW,JA56 530i,-
2017-05,BMW,JA56 530i,-
2017-06,BMW,JA56 530i,-
2017-07,BMW,JA56 530i,-
2017-08,BMW,JA56 530i,43
2017-09,BMW,JA56 530i,51
2017-010,BMW,JA56 530i,20
2017-011,BMW,JA56 530i,29
2017-012,BMW,JA56 530i,21
2017-01,BMW,7E02 730LI Executive,-
2017-02,BMW,7E02 730LI Executive,-
2017-03,BMW,7E02 730LI Executive,-
2017-04,BMW,7E02 730LI Executive,-
2017-05,BMW,7E02 730LI Executive,1
2017-06,BMW,7E02 730LI Executive,-
2017-07,BMW,7E02 730LI Executive,-
2017-08,BMW,7E02 730LI Executive,-
2017-09,BMW,7E02 730LI Executive,-
2017-010,BMW,7E02 730LI Executive,-
2017-011,BMW,7E02 730LI Executive,-
2017-012,BMW,7E02 730LI Executive,-
2017-01,BMW,7E22 740LI,-
2017-02,BMW,7E22 740LI,3
2017-03,BMW,7E22 740LI,2
2017-04,BMW,7E22 740LI,2
2017-05,BMW,7E22 740LI,1
2017-06,BMW,7E22 740LI,1
2017-07,BMW,7E22 740LI,3
2017-08,BMW,7E22 740LI,2
2017-09,BMW,7E22 740LI,10
2017-010,BMW,7E22 740LI,7
2017-011,BMW,7E22 740LI,6
2017-012,BMW,7E22 740LI,4
2017-01,BMW,7E26 740LI,-
2017-02,BMW,7E26 740LI,-
2017-03,BMW,7E26 740LI,-
2017-04,BMW,7E26 740LI,4
2017-05,BMW,7E26 740LI,2
2017-06,BMW,7E26 740LI,5
2017-07,BMW,7E26 740LI,2
2017-08,BMW,7E26 740LI,2
2017-09,BMW,7E26 740LI,3
2017-010,BMW,7E26 740LI,3
2017-011,BMW,7E26 740LI,6
2017-012,BMW,7E26 740LI,6
2017-01,HYUNDAI,Sonata YF 2.0,-
2017-02,HYUNDAI,Sonata YF 2.0,-
2017-03,HYUNDAI,Sonata YF 2.0,-
2017-04,HYUNDAI,Sonata YF 2.0,-
2017-05,HYUNDAI,Sonata YF 2.0,-
2017-06,HYUNDAI,Sonata YF 2.0,-
2017-07,HYUNDAI,Sonata YF 2.0,-
2017-08,HYUNDAI,Sonata YF 2.0,-
2017-09,HYUNDAI,Sonata YF 2.0,-
2017-010,HYUNDAI,Sonata YF 2.0,-
2017-011,HYUNDAI,Sonata YF 2.0,-
2017-012,HYUNDAI,Sonata YF 2.0,-
2017-01,HYUNDAI,Sonata YF 2.4,-
2017-02,HYUNDAI,Sonata YF 2.4,-
2017-03,HYUNDAI,Sonata YF 2.4,2
2017-04,HYUNDAI,Sonata YF 2.4,-
2017-05,HYUNDAI,Sonata YF 2.4,-
2017-06,HYUNDAI,Sonata YF 2.4,-
2017-07,HYUNDAI,Sonata YF 2.4,-
2017-08,HYUNDAI,Sonata YF 2.4,-
2017-09,HYUNDAI,Sonata YF 2.4,-
2017-010,HYUNDAI,Sonata YF 2.4,-
2017-011,HYUNDAI,Sonata YF 2.4,-
2017-012,HYUNDAI,Sonata YF 2.4,-
2017-01,HYUNDAI,All New Sonata,-
2017-02,HYUNDAI,All New Sonata,2
2017-03,HYUNDAI,All New Sonata,-
2017-04,HYUNDAI,All New Sonata,-
2017-05,HYUNDAI,All New Sonata,-
2017-06,HYUNDAI,All New Sonata,-
2017-07,HYUNDAI,All New Sonata,-
2017-08,HYUNDAI,All New Sonata,-
2017-09,HYUNDAI,All New Sonata,-
2017-010,HYUNDAI,All New Sonata,-
2017-011,HYUNDAI,All New Sonata,-
2017-012,HYUNDAI,All New Sonata,-
2017-01,HONDA,New ACCORD VTi-L,-
2017-02,HONDA,New ACCORD VTi-L,32
2017-03,HONDA,New ACCORD VTi-L,88
2017-04,HONDA,New ACCORD VTi-L,70
2017-05,HONDA,New ACCORD VTi-L,31
2017-06,HONDA,New ACCORD VTi-L,19
2017-07,HONDA,New ACCORD VTi-L,-
2017-08,HONDA,New ACCORD VTi-L,-
2017-09,HONDA,New ACCORD VTi-L,19
2017-010,HONDA,New ACCORD VTi-L,20
2017-011,HONDA,New ACCORD VTi-L,16
2017-012,HONDA,New ACCORD VTi-L,5
2017-01,LEXUS,Lexus ES 300 H,-
2017-02,LEXUS,Lexus ES 300 H,2
2017-03,LEXUS,Lexus ES 300 H,2
2017-04,LEXUS,Lexus ES 300 H,2
2017-05,LEXUS,Lexus ES 300 H,3
2017-06,LEXUS,Lexus ES 300 H,2
2017-07,LEXUS,Lexus ES 300 H,4
2017-08,LEXUS,Lexus ES 300 H,5
2017-09,LEXUS,Lexus ES 300 H,5
2017-010,LEXUS,Lexus ES 300 H,3
2017-011,LEXUS,Lexus ES 300 H,2
2017-012,LEXUS,Lexus ES 300 H,1
2017-01,LEXUS,Lexus GS 200,-
2017-02,LEXUS,Lexus GS 200,5
2017-03,LEXUS,Lexus GS 200,2
2017-04,LEXUS,Lexus GS 200,-
2017-05,LEXUS,Lexus GS 200,-
2017-06,LEXUS,Lexus GS 200,1
2017-07,LEXUS,Lexus GS 200,2
2017-08,LEXUS,Lexus GS 200,1
2017-09,LEXUS,Lexus GS 200,-
2017-010,LEXUS,Lexus GS 200,2
2017-011,LEXUS,Lexus GS 200,-
2017-012,LEXUS,Lexus GS 200,-
2017-01,MAZDA,MX5,-
2017-02,MAZDA,MX5,-
2017-03,MAZDA,MX5,-
2017-04,MAZDA,MX5,-
2017-05,MAZDA,MX5,-
2017-06,MAZDA,MX5,-
2017-07,MAZDA,MX5,-
2017-08,MAZDA,MX5,-
2017-09,MAZDA,MX5,-
2017-010,MAZDA,MX5,-
2017-011,MAZDA,MX5,-
2017-012,MAZDA,MX5,9
2017-01,MAZDA,All New Mazda6,-
2017-02,MAZDA,All New Mazda6,1
2017-03,MAZDA,All New Mazda6,3
2017-04,MAZDA,All New Mazda6,3
2017-05,MAZDA,All New Mazda6,8
2017-06,MAZDA,All New Mazda6,210
2017-07,MAZDA,All New Mazda6,111
2017-08,MAZDA,All New Mazda6,5
2017-09,MAZDA,All New Mazda6,4
2017-010,MAZDA,All New Mazda6,4
2017-011,MAZDA,All New Mazda6,4
2017-012,MAZDA,All New Mazda6,5
2017-01,NISSAN,Almera (Taxi),-
2017-02,NISSAN,Almera (Taxi),-
2017-03,NISSAN,Almera (Taxi),-
2017-04,NISSAN,Almera (Taxi),108
2017-05,NISSAN,Almera (Taxi),163
2017-06,NISSAN,Almera (Taxi),38
2017-07,NISSAN,Almera (Taxi),255
2017-08,NISSAN,Almera (Taxi),204
2017-09,NISSAN,Almera (Taxi),148
2017-010,NISSAN,Almera (Taxi),-
2017-011,NISSAN,Almera (Taxi),-
2017-012,NISSAN,Almera (Taxi),1
2017-01,NISSAN,New Teana (FMC),-
2017-02,NISSAN,New Teana (FMC),-
2017-03,NISSAN,New Teana (FMC),-
2017-04,NISSAN,New Teana (FMC),-
2017-05,NISSAN,New Teana (FMC),-
2017-06,NISSAN,New Teana (FMC),-
2017-07,NISSAN,New Teana (FMC),-
2017-08,NISSAN,New Teana (FMC),-
2017-09,NISSAN,New Teana (FMC),-
2017-010,NISSAN,New Teana (FMC),-
2017-011,NISSAN,New Teana (FMC),-
2017-012,NISSAN,New Teana (FMC),2
2017-01,NISSAN,New Teana (FMC '14),1
2017-02,NISSAN,New Teana (FMC '14),1
2017-03,NISSAN,New Teana (FMC '14),19
2017-04,NISSAN,New Teana (FMC '14),3
2017-05,NISSAN,New Teana (FMC '14),4
2017-06,NISSAN,New Teana (FMC '14),-
2017-07,NISSAN,New Teana (FMC '14),3
2017-08,NISSAN,New Teana (FMC '14),2
2017-09,NISSAN,New Teana (FMC '14),2
2017-010,NISSAN,New Teana (FMC '14),-
2017-011,NISSAN,New Teana (FMC '14),-
2017-012,NISSAN,New Teana (FMC '14),-
