waktu,brand,tipe,sale
2014-05,AUDI,A7 3.0 AT,1
2014-06,AUDI,A7 3.0 AT,-
2014-07,AUDI,A7 3.0 AT,-
2014-08,AUDI,A7 3.0 AT,-
2014-09,AUDI,A7 3.0 AT,-
2014-010,AUDI,A7 3.0 AT,1
2014-011,AUDI,A7 3.0 AT,-
2014-012,AUDI,A7 3.0 AT,3
2014-01,AUDI,A8L 3.0 AT,-
2014-02,AUDI,A8L 3.0 AT,1
2014-03,AUDI,A8L 3.0 AT,-
2014-04,AUDI,A8L 3.0 AT,1
2014-05,AUDI,A8L 3.0 AT,-
2014-06,AUDI,A8L 3.0 AT,2
2014-07,AUDI,A8L 3.0 AT,-
2014-08,AUDI,A8L 3.0 AT,-
2014-09,AUDI,A8L 3.0 AT,1
2014-010,AUDI,A8L 3.0 AT,1
2014-011,AUDI,A8L 3.0 AT,1
2014-012,AUDI,A8L 3.0 AT,-
2014-01,AUDI,S3 2.0 TFSI A/T,-
2014-02,AUDI,S3 2.0 TFSI A/T,-
2014-03,AUDI,S3 2.0 TFSI A/T,-
2014-04,AUDI,S3 2.0 TFSI A/T,-
2014-05,AUDI,S3 2.0 TFSI A/T,-
2014-06,AUDI,S3 2.0 TFSI A/T,-
2014-07,AUDI,S3 2.0 TFSI A/T,-
2014-08,AUDI,S3 2.0 TFSI A/T,-
2014-09,AUDI,S3 2.0 TFSI A/T,1
2014-010,AUDI,S3 2.0 TFSI A/T,1
2014-011,AUDI,S3 2.0 TFSI A/T,-
2014-012,AUDI,S3 2.0 TFSI A/T,1
2014-01,BMW,M235i,-
2014-02,BMW,M235i,-
2014-03,BMW,M235i,-
2014-04,BMW,M235i,-
2014-05,BMW,M235i,1
2014-06,BMW,M235i,1
2014-07,BMW,M235i,5
2014-08,BMW,M235i,2
2014-09,BMW,M235i,-
2014-010,BMW,M235i,5
2014-011,BMW,M235i,1
2014-012,BMW,M235i,5
2014-01,BMW,320i Business,33
2014-02,BMW,320i Business,85
2014-03,BMW,320i Business,132
2014-04,BMW,320i Business,101
2014-05,BMW,320i Business,76
2014-06,BMW,320i Business,90
2014-07,BMW,320i Business,27
2014-08,BMW,320i Business,30
2014-09,BMW,320i Business,73
2014-010,BMW,320i Business,53
2014-011,BMW,320i Business,76
2014-012,BMW,320i Business,141
2014-01,BMW,320d,4
2014-02,BMW,320d,5
2014-03,BMW,320d,7
2014-04,BMW,320d,6
2014-05,BMW,320d,18
2014-06,BMW,320d,18
2014-07,BMW,320d,7
2014-08,BMW,320d,1
2014-09,BMW,320d,2
2014-010,BMW,320d,2
2014-011,BMW,320d,3
2014-012,BMW,320d,3
2014-01,BMW,328i,7
2014-02,BMW,328i,13
2014-03,BMW,328i,14
2014-04,BMW,328i,10
2014-05,BMW,328i,18
2014-06,BMW,328i,7
2014-07,BMW,328i,9
2014-08,BMW,328i,11
2014-09,BMW,328i,21
2014-010,BMW,328i,8
2014-011,BMW,328i,13
2014-012,BMW,328i,7
2014-01,BMW,335i,-
2014-02,BMW,335i,-
2014-03,BMW,335i,-
2014-04,BMW,335i,2
2014-05,BMW,335i,1
2014-06,BMW,335i,1
2014-07,BMW,335i,-
2014-08,BMW,335i,1
2014-09,BMW,335i,-
2014-010,BMW,335i,-
2014-011,BMW,335i,1
2014-012,BMW,335i,-
2014-01,BMW,320i GT,-
2014-02,BMW,320i GT,-
2014-03,BMW,320i GT,-
2014-04,BMW,320i GT,-
2014-05,BMW,320i GT,-
2014-06,BMW,320i GT,-
2014-07,BMW,320i GT,-
2014-08,BMW,320i GT,-
2014-09,BMW,320i GT,-
2014-010,BMW,320i GT,3
2014-011,BMW,320i GT,3
2014-012,BMW,320i GT,-
2014-01,BMW,428i Convertible,-
2014-02,BMW,428i Convertible,-
2014-03,BMW,428i Convertible,-
2014-04,BMW,428i Convertible,-
2014-05,BMW,428i Convertible,1
2014-06,BMW,428i Convertible,4
2014-07,BMW,428i Convertible,2
2014-08,BMW,428i Convertible,2
2014-09,BMW,428i Convertible,2
2014-010,BMW,428i Convertible,1
2014-011,BMW,428i Convertible,3
2014-012,BMW,428i Convertible,1
2014-01,BMW,428i Grancoupe,-
2014-02,BMW,428i Grancoupe,-
2014-03,BMW,428i Grancoupe,-
2014-04,BMW,428i Grancoupe,-
2014-05,BMW,428i Grancoupe,-
2014-06,BMW,428i Grancoupe,-
2014-07,BMW,428i Grancoupe,1
2014-08,BMW,428i Grancoupe,4
2014-09,BMW,428i Grancoupe,-
2014-010,BMW,428i Grancoupe,6
2014-011,BMW,428i Grancoupe,4
2014-012,BMW,428i Grancoupe,3
2014-01,BMW,435i Coupe,-
2014-02,BMW,435i Coupe,5
2014-03,BMW,435i Coupe,9
2014-04,BMW,435i Coupe,16
2014-05,BMW,435i Coupe,7
2014-06,BMW,435i Coupe,3
2014-07,BMW,435i Coupe,1
2014-08,BMW,435i Coupe,7
2014-09,BMW,435i Coupe,4
2014-010,BMW,435i Coupe,7
2014-011,BMW,435i Coupe,3
2014-012,BMW,435i Coupe,4
2014-01,BMW,520 D,30
2014-02,BMW,520 D,-
2014-03,BMW,520 D,14
2014-04,BMW,520 D,2
2014-05,BMW,520 D,3
2014-06,BMW,520 D,11
2014-07,BMW,520 D,16
2014-08,BMW,520 D,6
2014-09,BMW,520 D,6
2014-010,BMW,520 D,4
2014-011,BMW,520 D,3
2014-012,BMW,520 D,4
2014-01,BMW,528i - F10,37
2014-02,BMW,528i - F10,7
2014-03,BMW,528i - F10,15
2014-04,BMW,528i - F10,15
2014-05,BMW,528i - F10,7
2014-06,BMW,528i - F10,19
2014-07,BMW,528i - F10,5
2014-08,BMW,528i - F10,5
2014-09,BMW,528i - F10,11
2014-010,BMW,528i - F10,2
2014-011,BMW,528i - F10,10
2014-012,BMW,528i - F10,-
2014-01,BMW,520i,27
2014-02,BMW,520i,26
2014-03,BMW,520i,40
2014-04,BMW,520i,22
2014-05,BMW,520i,13
2014-06,BMW,520i,49
2014-07,BMW,520i,12
2014-08,BMW,520i,10
2014-09,BMW,520i,15
2014-010,BMW,520i,9
2014-011,BMW,520i,14
2014-012,BMW,520i,13
2014-01,BMW,535i - F10,-
2014-02,BMW,535i - F10,1
2014-03,BMW,535i - F10,1
2014-04,BMW,535i - F10,-
2014-05,BMW,535i - F10,1
2014-06,BMW,535i - F10,1
2014-07,BMW,535i - F10,1
2014-08,BMW,535i - F10,1
2014-09,BMW,535i - F10,-
2014-010,BMW,535i - F10,1
2014-011,BMW,535i - F10,-
2014-012,BMW,535i - F10,-
2014-01,BMW,535i - Gran Turismo,-
2014-02,BMW,535i - Gran Turismo,-
2014-03,BMW,535i - Gran Turismo,-
2014-04,BMW,535i - Gran Turismo,-
2014-05,BMW,535i - Gran Turismo,-
2014-06,BMW,535i - Gran Turismo,-
2014-07,BMW,535i - Gran Turismo,-
2014-08,BMW,535i - Gran Turismo,-
2014-09,BMW,535i - Gran Turismo,-
2014-010,BMW,535i - Gran Turismo,1
2014-011,BMW,535i - Gran Turismo,-
2014-012,BMW,535i - Gran Turismo,-
2014-01,BMW,640i Gran Coupe,-
2014-02,BMW,640i Gran Coupe,-
2014-03,BMW,640i Gran Coupe,-
2014-04,BMW,640i Gran Coupe,1
2014-05,BMW,640i Gran Coupe,-
2014-06,BMW,640i Gran Coupe,1
2014-07,BMW,640i Gran Coupe,-
2014-08,BMW,640i Gran Coupe,2
2014-09,BMW,640i Gran Coupe,2
2014-010,BMW,640i Gran Coupe,1
2014-011,BMW,640i Gran Coupe,2
2014-012,BMW,640i Gran Coupe,2
2014-01,BMW,730 Li Bussiness,-
2014-02,BMW,730 Li Bussiness,2
2014-03,BMW,730 Li Bussiness,2
2014-04,BMW,730 Li Bussiness,-
2014-05,BMW,730 Li Bussiness,2
2014-06,BMW,730 Li Bussiness,-
2014-07,BMW,730 Li Bussiness,3
2014-08,BMW,730 Li Bussiness,-
2014-09,BMW,730 Li Bussiness,4
2014-010,BMW,730 Li Bussiness,3
2014-011,BMW,730 Li Bussiness,7
2014-012,BMW,730 Li Bussiness,11
2014-01,BMW,740 Li,-
2014-02,BMW,740 Li,1
2014-03,BMW,740 Li,-
2014-04,BMW,740 Li,-
2014-05,BMW,740 Li,-
2014-06,BMW,740 Li,-
2014-07,BMW,740 Li,-
2014-08,BMW,740 Li,1
2014-09,BMW,740 Li,3
2014-010,BMW,740 Li,3
2014-011,BMW,740 Li,-
2014-012,BMW,740 Li,3
2014-01,BMW,Z4 sDrive 2.3i,-
2014-02,BMW,Z4 sDrive 2.3i,-
2014-03,BMW,Z4 sDrive 2.3i,-
2014-04,BMW,Z4 sDrive 2.3i,7
2014-05,BMW,Z4 sDrive 2.3i,1
2014-06,BMW,Z4 sDrive 2.3i,3
2014-07,BMW,Z4 sDrive 2.3i,1
2014-08,BMW,Z4 sDrive 2.3i,1
2014-09,BMW,Z4 sDrive 2.3i,-
2014-010,BMW,Z4 sDrive 2.3i,3
2014-011,BMW,Z4 sDrive 2.3i,4
2014-012,BMW,Z4 sDrive 2.3i,-
2014-01,BMW,M4 Coupe,-
2014-02,BMW,M4 Coupe,-
2014-03,BMW,M4 Coupe,-
2014-04,BMW,M4 Coupe,-
2014-05,BMW,M4 Coupe,-
2014-06,BMW,M4 Coupe,-
2014-07,BMW,M4 Coupe,-
2014-08,BMW,M4 Coupe,5
2014-09,BMW,M4 Coupe,11
2014-010,BMW,M4 Coupe,8
2014-011,BMW,M4 Coupe,11
2014-012,BMW,M4 Coupe,3
2014-01,FORD,All New Focus 2.0L S,8
2014-02,FORD,All New Focus 2.0L S,33
2014-03,FORD,All New Focus 2.0L S,26
2014-04,FORD,All New Focus 2.0L S,20
2014-05,FORD,All New Focus 2.0L S,27
2014-06,FORD,All New Focus 2.0L S,19
2014-07,FORD,All New Focus 2.0L S,10
2014-08,FORD,All New Focus 2.0L S,15
2014-09,FORD,All New Focus 2.0L S,10
2014-010,FORD,All New Focus 2.0L S,6
2014-011,FORD,All New Focus 2.0L S,18
2014-012,FORD,All New Focus 2.0L S,12
2014-01,FORD,All New Focus Trend 1.6L,-
2014-02,FORD,All New Focus Trend 1.6L,-
2014-03,FORD,All New Focus Trend 1.6L,-
2014-04,FORD,All New Focus Trend 1.6L,-
2014-05,FORD,All New Focus Trend 1.6L,-
2014-06,FORD,All New Focus Trend 1.6L,-
2014-07,FORD,All New Focus Trend 1.6L,-
2014-08,FORD,All New Focus Trend 1.6L,-
2014-09,FORD,All New Focus Trend 1.6L,-
2014-010,FORD,All New Focus Trend 1.6L,-
2014-011,FORD,All New Focus Trend 1.6L,-
2014-012,FORD,All New Focus Trend 1.6L,-
2014-01,FORD,All New Focus Titanium 2.0L,3
2014-02,FORD,All New Focus Titanium 2.0L,6
2014-03,FORD,All New Focus Titanium 2.0L,7
2014-04,FORD,All New Focus Titanium 2.0L,3
2014-05,FORD,All New Focus Titanium 2.0L,-
2014-06,FORD,All New Focus Titanium 2.0L,3
2014-07,FORD,All New Focus Titanium 2.0L,2
2014-08,FORD,All New Focus Titanium 2.0L,1
2014-09,FORD,All New Focus Titanium 2.0L,5
2014-010,FORD,All New Focus Titanium 2.0L,1
2014-011,FORD,All New Focus Titanium 2.0L,2
2014-012,FORD,All New Focus Titanium 2.0L,3
2014-01,FORD,All New Focus Trend 1.6L,-
2014-02,FORD,All New Focus Trend 1.6L,-
2014-03,FORD,All New Focus Trend 1.6L,-
2014-04,FORD,All New Focus Trend 1.6L,-
2014-05,FORD,All New Focus Trend 1.6L,-
2014-06,FORD,All New Focus Trend 1.6L,-
2014-07,FORD,All New Focus Trend 1.6L,-
2014-08,FORD,All New Focus Trend 1.6L,-
2014-09,FORD,All New Focus Trend 1.6L,-
2014-010,FORD,All New Focus Trend 1.6L,-
2014-011,FORD,All New Focus Trend 1.6L,-
2014-012,FORD,All New Focus Trend 1.6L,-
2014-01,GEELY,Emgrand (EC7),1
2014-02,GEELY,Emgrand (EC7),2
2014-03,GEELY,Emgrand (EC7),1
2014-04,GEELY,Emgrand (EC7),5
2014-05,GEELY,Emgrand (EC7),-
2014-06,GEELY,Emgrand (EC7),-
2014-07,GEELY,Emgrand (EC7),2
2014-08,GEELY,Emgrand (EC7),-
2014-09,GEELY,Emgrand (EC7),-
2014-010,GEELY,Emgrand (EC7),-
2014-011,GEELY,Emgrand (EC7),1
2014-012,GEELY,Emgrand (EC7),1
2014-01,GEELY,Emgrand (EC7),-
2014-02,GEELY,Emgrand (EC7),-
2014-03,GEELY,Emgrand (EC7),6
2014-04,GEELY,Emgrand (EC7),-
2014-05,GEELY,Emgrand (EC7),-
2014-06,GEELY,Emgrand (EC7),-
2014-07,GEELY,Emgrand (EC7),-
2014-08,GEELY,Emgrand (EC7),-
2014-09,GEELY,Emgrand (EC7),-
2014-010,GEELY,Emgrand (EC7),-
2014-011,GEELY,Emgrand (EC7),-
2014-012,GEELY,Emgrand (EC7),5
2014-01,HYUNDAI,Sonata YF 2.0,-
2014-02,HYUNDAI,Sonata YF 2.0,-
2014-03,HYUNDAI,Sonata YF 2.0,-
2014-04,HYUNDAI,Sonata YF 2.0,-
2014-05,HYUNDAI,Sonata YF 2.0,-
2014-06,HYUNDAI,Sonata YF 2.0,-
2014-07,HYUNDAI,Sonata YF 2.0,-
2014-08,HYUNDAI,Sonata YF 2.0,-
2014-09,HYUNDAI,Sonata YF 2.0,-
2014-010,HYUNDAI,Sonata YF 2.0,-
2014-011,HYUNDAI,Sonata YF 2.0,-
2014-012,HYUNDAI,Sonata YF 2.0,-
2014-01,HYUNDAI,Sonata YF 2.4,-
2014-02,HYUNDAI,Sonata YF 2.4,1
2014-03,HYUNDAI,Sonata YF 2.4,2
2014-04,HYUNDAI,Sonata YF 2.4,-
2014-05,HYUNDAI,Sonata YF 2.4,-
2014-06,HYUNDAI,Sonata YF 2.4,-
2014-07,HYUNDAI,Sonata YF 2.4,-
2014-08,HYUNDAI,Sonata YF 2.4,-
2014-09,HYUNDAI,Sonata YF 2.4,-
2014-010,HYUNDAI,Sonata YF 2.4,-
2014-011,HYUNDAI,Sonata YF 2.4,-
2014-012,HYUNDAI,Sonata YF 2.4,-
2014-01,HYUNDAI,Elantra,-
2014-02,HYUNDAI,Elantra,-
2014-03,HYUNDAI,Elantra,-
2014-04,HYUNDAI,Elantra,-
2014-05,HYUNDAI,Elantra,-
2014-06,HYUNDAI,Elantra,-
2014-07,HYUNDAI,Elantra,1
2014-08,HYUNDAI,Elantra,-
2014-09,HYUNDAI,Elantra,-
2014-010,HYUNDAI,Elantra,-
2014-011,HYUNDAI,Elantra,-
2014-012,HYUNDAI,Elantra,-
2014-01,HONDA,All New Civic,-
2014-02,HONDA,All New Civic,-
2014-03,HONDA,All New Civic,-
2014-04,HONDA,All New Civic,-
2014-05,HONDA,All New Civic,-
2014-06,HONDA,All New Civic,-
2014-07,HONDA,All New Civic,-
2014-08,HONDA,All New Civic,-
2014-09,HONDA,All New Civic,1
2014-010,HONDA,All New Civic,25
2014-011,HONDA,All New Civic,3
2014-012,HONDA,All New Civic,1
2014-01,HONDA,All New Civic AT,31
2014-02,HONDA,All New Civic AT,55
2014-03,HONDA,All New Civic AT,74
2014-04,HONDA,All New Civic AT,36
2014-05,HONDA,All New Civic AT,16
2014-06,HONDA,All New Civic AT,28
2014-07,HONDA,All New Civic AT,-
2014-08,HONDA,All New Civic AT,-
2014-09,HONDA,All New Civic AT,9
2014-010,HONDA,All New Civic AT,156
2014-011,HONDA,All New Civic AT,62
2014-012,HONDA,All New Civic AT,13
2014-01,HONDA,All New Civic 1.9,41
2014-02,HONDA,All New Civic 1.9,7
