BRAND,Retail,tanggal,Production
DAIHATSU,14755,2013-04-01,14693
DAIHATSU,15307,2013-05-01,15380
DAIHATSU,15130,2013-06-01,14303
DAIHATSU,15938,2013-07-01,14753
DAIHATSU,11793,2013-08-01,11303
DAIHATSU,15280,2013-09-01,16435
DAIHATSU,17210,2013-10-01,19849
DAIHATSU,17100,2013-11-01,16496
DAIHATSU,17736,2013-12-01,14360
DODGE,8,2013-01-01,
DODGE,42,2013-02-01,
DODGE,9,2013-03-01,
DODGE,9,2013-04-01,
DODGE,10,2013-05-01,
DODGE,8,2013-06-01,
DODGE,-,2013-07-01,
DODGE,9,2013-08-01,
DODGE,15,2013-09-01,
DODGE,14,2013-10-01,
DODGE,6,2013-11-01,
DODGE,16,2013-12-01,
FAW,31,2013-01-01,
FAW,55,2013-02-01,
FAW,24,2013-03-01,
FAW,8,2013-04-01,
FAW,49,2013-05-01,
FAW,51,2013-06-01,
FAW,17,2013-07-01,
FAW,41,2013-08-01,
FAW,41,2013-09-01,
FAW,42,2013-10-01,
FAW,18,2013-11-01,
FAW,35,2013-12-01,
FORD,870,2013-01-01,
FORD,948,2013-02-01,
FORD,801,2013-03-01,
FORD,730,2013-04-01,
FORD,946,2013-05-01,
FORD,879,2013-06-01,
FORD,775,2013-07-01,
FORD,572,2013-08-01,
FORD,886,2013-09-01,
FORD,990,2013-10-01,
FORD,748,2013-11-01,
FORD,1012,2013-12-01,
FOTON,22,2013-01-01,
FOTON,7,2013-02-01,
FOTON,4,2013-03-01,
FOTON,11,2013-04-01,
FOTON,15,2013-05-01,
FOTON,12,2013-06-01,
FOTON,-,2013-07-01,
FOTON,-,2013-08-01,
FOTON,-,2013-09-01,
FOTON,-,2013-10-01,
FOTON,-,2013-11-01,
FOTON,-,2013-12-01,
GEELY,70,2013-01-01,52
GEELY,60,2013-02-01,29
GEELY,29,2013-03-01,5
GEELY,46,2013-04-01,-
GEELY,38,2013-05-01,-
GEELY,34,2013-06-01,-
GEELY,47,2013-07-01,-
GEELY,50,2013-08-01,-
GEELY,41,2013-09-01,-
GEELY,51,2013-10-01,-
GEELY,21,2013-11-01,30
GEELY,8,2013-12-01,-
HINO,3001,2013-01-01,2734
HINO,2626,2013-02-01,2816
HINO,2640,2013-03-01,3014
HINO,2595,2013-04-01,2971
HINO,2747,2013-05-01,3077
HINO,2912,2013-06-01,2308
HINO,2808,2013-07-01,2923
HINO,2512,2013-08-01,2315
HINO,3001,2013-09-01,2786
HINO,3136,2013-10-01,2926
HINO,3060,2013-11-01,3254
HINO,3197,2013-12-01,3287
HONDA,5472,2013-01-01,5967
HONDA,7344,2013-02-01,6747
HONDA,7924,2013-03-01,7207
HONDA,7900,2013-04-01,6692
HONDA,8253,2013-05-01,7563
HONDA,8323,2013-06-01,6824
HONDA,6890,2013-07-01,5958
HONDA,5151,2013-08-01,3452
HONDA,8662,2013-09-01,7655
HONDA,5781,2013-10-01,8591
HONDA,8177,2013-11-01,8407
HONDA,9182,2013-12-01,6551
HYUNDAI,583,2013-01-01,
HYUNDAI,326,2013-02-01,
HYUNDAI,342,2013-03-01,
HYUNDAI,421,2013-04-01,
HYUNDAI,371,2013-05-01,
HYUNDAI,267,2013-06-01,
HYUNDAI,390,2013-07-01,
HYUNDAI,295,2013-08-01,
HYUNDAI,271,2013-09-01,
HYUNDAI,319,2013-10-01,
HYUNDAI,165,2013-11-01,
HYUNDAI,245,2013-12-01,
HYUNDAI (PC),,2013-01-01,240
HYUNDAI (PC),,2013-02-01,131
HYUNDAI (PC),,2013-03-01,78
HYUNDAI (PC),,2013-04-01,69
HYUNDAI (PC),,2013-05-01,154
HYUNDAI (PC),,2013-06-01,124
HYUNDAI (PC),,2013-07-01,105
HYUNDAI (PC),,2013-08-01,69
HYUNDAI (PC),,2013-09-01,72
HYUNDAI (PC),,2013-10-01,60
HYUNDAI (PC),,2013-11-01,84
HYUNDAI (PC),,2013-12-01,37
INFINITI,-,2013-01-01,
INFINITI,2,2013-02-01,
INFINITI,3,2013-03-01,
INFINITI,2,2013-04-01,
INFINITI,1,2013-05-01,
INFINITI,6,2013-06-01,
INFINITI,-,2013-07-01,
INFINITI,-,2013-08-01,
INFINITI,-,2013-09-01,
INFINITI,3,2013-10-01,
INFINITI,1,2013-11-01,
INFINITI,1,2013-12-01,
ISUZU,2341,2013-01-01,2208
ISUZU,2292,2013-02-01,2748
ISUZU,2571,2013-03-01,2638
ISUZU,2600,2013-04-01,2628
ISUZU,2659,2013-05-01,2880
ISUZU,2913,2013-06-01,2448
ISUZU,2505,2013-07-01,2567
ISUZU,2389,2013-08-01,1770
ISUZU,2379,2013-09-01,2214
ISUZU,2997,2013-10-01,2416
ISUZU,3063,2013-11-01,2320
ISUZU,2620,2013-12-01,2350
JAGUAR,1,2013-01-01,
JAGUAR,4,2013-02-01,
JAGUAR,2,2013-03-01,
JAGUAR,5,2013-04-01,
JAGUAR,4,2013-05-01,
JAGUAR,8,2013-06-01,
JAGUAR,10,2013-07-01,
JAGUAR,5,2013-08-01,
JAGUAR,4,2013-09-01,
JAGUAR,6,2013-10-01,
JAGUAR,3,2013-11-01,
JAGUAR,4,2013-12-01,
JEEP,14,2013-01-01,
JEEP,74,2013-02-01,
JEEP,61,2013-03-01,
JEEP,32,2013-04-01,
JEEP,51,2013-05-01,
JEEP,29,2013-06-01,
JEEP,28,2013-07-01,
JEEP,75,2013-08-01,
JEEP,87,2013-09-01,
JEEP,90,2013-10-01,
JEEP,7,2013-11-01,
JEEP,123,2013-12-01,
K I A,1320,2013-01-01,
K I A,998,2013-02-01,
K I A,1158,2013-03-01,
K I A,954,2013-04-01,
K I A,865,2013-05-01,
K I A,1004,2013-06-01,
K I A,1079,2013-07-01,
K I A,833,2013-08-01,
K I A,710,2013-09-01,
K I A,824,2013-10-01,
K I A,705,2013-11-01,
K I A,842,2013-12-01,
LAND ROVER,-,2013-01-01,
LAND ROVER,-,2013-02-01,
LAND ROVER,-,2013-03-01,
LAND ROVER,-,2013-04-01,
LAND ROVER,-,2013-05-01,
LAND ROVER,1,2013-06-01,
LAND ROVER,9,2013-07-01,
LAND ROVER,13,2013-08-01,
LAND ROVER,23,2013-09-01,
LAND ROVER,31,2013-10-01,
LAND ROVER,12,2013-11-01,
LAND ROVER,5,2013-12-01,
LEXUS,1,2013-01-01,
LEXUS,32,2013-02-01,
LEXUS,73,2013-03-01,
LEXUS,62,2013-04-01,
LEXUS,76,2013-05-01,
LEXUS,65,2013-06-01,
LEXUS,74,2013-07-01,
LEXUS,48,2013-08-01,
LEXUS,84,2013-09-01,
LEXUS,72,2013-10-01,
LEXUS,25,2013-11-01,
LEXUS,10,2013-12-01,
MAN TRUCK,29,2013-01-01,
MAN TRUCK,26,2013-02-01,
MAN TRUCK,30,2013-03-01,
MAN TRUCK,13,2013-04-01,
MAN TRUCK,6,2013-05-01,
MAN TRUCK,8,2013-06-01,
MAN TRUCK,11,2013-07-01,
MAN TRUCK,4,2013-08-01,
MAN TRUCK,20,2013-09-01,
MAN TRUCK,8,2013-10-01,
MAN TRUCK,7,2013-11-01,
MAN TRUCK,23,2013-12-01,
MAZDA,463,2013-01-01,
MAZDA,531,2013-02-01,
MAZDA,643,2013-03-01,
MAZDA,1084,2013-04-01,
MAZDA,1067,2013-05-01,
MAZDA,1055,2013-06-01,
MAZDA,1192,2013-07-01,
MAZDA,915,2013-08-01,
MAZDA,1092,2013-09-01,
MAZDA,1228,2013-10-01,
MAZDA,964,2013-11-01,
MAZDA,818,2013-12-01,
MERCEDES BENZ,411,2013-01-01,419
MERCEDES BENZ,327,2013-02-01,369
MERCEDES BENZ,438,2013-03-01,347
MERCEDES BENZ,462,2013-04-01,395
MERCEDES BENZ,401,2013-05-01,319
MERCEDES BENZ,416,2013-06-01,251
MERCEDES BENZ,432,2013-07-01,362
MERCEDES BENZ,263,2013-08-01,212
MERCEDES BENZ,365,2013-09-01,201
MERCEDES BENZ,448,2013-10-01,187
MERCEDES BENZ,403,2013-11-01,246
MERCEDES BENZ,438,2013-12-01,102
MINI,28,2013-01-01,
MINI,37,2013-02-01,
MINI,38,2013-03-01,
MINI,37,2013-04-01,
MINI,37,2013-05-01,
MINI,34,2013-06-01,
MINI,26,2013-07-01,
MINI,20,2013-08-01,
MINI,50,2013-09-01,
MINI,60,2013-10-01,
MINI,51,2013-11-01,
MINI,42,2013-12-01,
MITSUBISHI,13206,2013-01-01,11526
MITSUBISHI,13615,2013-02-01,12173
MITSUBISHI,12428,2013-03-01,10758
MITSUBISHI,12014,2013-04-01,11337
MITSUBISHI,13447,2013-05-01,9959
MITSUBISHI,12210,2013-06-01,10327
MITSUBISHI,14430,2013-07-01,11054
MITSUBISHI,8225,2013-08-01,9293
MITSUBISHI,13608,2013-09-01,11704
MITSUBISHI,16256,2013-10-01,11361
MITSUBISHI,13731,2013-11-01,11789
MITSUBISHI,14635,2013-12-01,7911
NISSAN,5409,2013-01-01,5779
NISSAN,5148,2013-02-01,6281
NISSAN,5548,2013-03-01,4204
NISSAN,4007,2013-04-01,3282
NISSAN,5300,2013-05-01,5977
NISSAN,5667,2013-06-01,5352
NISSAN,6085,2013-07-01,6205
NISSAN,4733,2013-08-01,4218
NISSAN,6205,2013-09-01,6131
NISSAN,4297,2013-10-01,5739
NISSAN,4349,2013-11-01,4447
NISSAN,4709,2013-12-01,2172
PEUGEOT,17,2013-01-01,
PEUGEOT,30,2013-02-01,
PEUGEOT,21,2013-03-01,
PEUGEOT,24,2013-04-01,
PEUGEOT,24,2013-05-01,
PEUGEOT,51,2013-06-01,
PEUGEOT,38,2013-07-01,
PEUGEOT,26,2013-08-01,
PEUGEOT,13,2013-09-01,
PEUGEOT,11,2013-10-01,
PEUGEOT,6,2013-11-01,
PEUGEOT,6,2013-12-01,
PROTON,112,2013-01-01,
PROTON,107,2013-02-01,
PROTON,114,2013-03-01,
PROTON,172,2013-04-01,
PROTON,107,2013-05-01,
PROTON,128,2013-06-01,
PROTON,106,2013-07-01,
PROTON,112,2013-08-01,
PROTON,60,2013-09-01,
PROTON,43,2013-10-01,
PROTON,32,2013-11-01,
PROTON,61,2013-12-01,
RENAULT (PC),1,2013-01-01,
RENAULT (PC),1,2013-02-01,
RENAULT (PC),1,2013-03-01,
RENAULT (PC),-,2013-04-01,
RENAULT (PC),-,2013-05-01,
RENAULT (PC),-,2013-06-01,
RENAULT (PC),-,2013-07-01,
RENAULT (PC),-,2013-08-01,
RENAULT (PC),3,2013-09-01,
RENAULT (PC),22,2013-10-01,
RENAULT (PC),5,2013-11-01,
RENAULT (PC),4,2013-12-01,
SMART,-,2013-01-01,
SMART,-,2013-02-01,
SMART,-,2013-03-01,
SMART,12,2013-04-01,
SMART,6,2013-05-01,
SMART,6,2013-06-01,
SMART,10,2013-07-01,
SMART,9,2013-08-01,
SMART,10,2013-09-01,
SMART,9,2013-10-01,
SMART,9,2013-11-01,
SMART,10,2013-12-01,
SUBARU,39,2013-01-01,
SUBARU,94,2013-02-01,
SUBARU,116,2013-03-01,
SUBARU,120,2013-04-01,
SUBARU,117,2013-05-01,
SUBARU,129,2013-06-01,
SUBARU,107,2013-07-01,
SUBARU,67,2013-08-01,
SUBARU,82,2013-09-01,
SUBARU,118,2013-10-01,
SUBARU,91,2013-11-01,
SUBARU,121,2013-12-01,
SUZUKI,11262,2013-01-01,14798
SUZUKI,13635,2013-02-01,15902
SUZUKI,12223,2013-03-01,8328
SUZUKI,12366,2013-04-01,13831
SUZUKI,11142,2013-05-01,11792
SUZUKI,13788,2013-06-01,15002
SUZUKI,16905,2013-07-01,18347
SUZUKI,11268,2013-08-01,15131
SUZUKI,14209,2013-09-01,19598
SUZUKI,12390,2013-10-01,16593
SUZUKI,13260,2013-11-01,15402
SUZUKI,17339,2013-12-01,13294
TATA,-,2013-01-01,
TATA,-,2013-02-01,
TATA,-,2013-03-01,
TATA,-,2013-04-01,
TATA,-,2013-05-01,
TATA,-,2013-06-01,
TATA,-,2013-07-01,
TATA,-,2013-08-01,
TATA,-,2013-09-01,
TATA,-,2013-10-01,
TATA,19,2013-11-01,
TATA,14,2013-12-01,
TOYOTA,30901,2013-01-01,40679
TOYOTA,32617,2013-02-01,39651
TOYOTA,33670,2013-03-01,37224
TOYOTA,35579,2013-04-01,44703
TOYOTA,35812,2013-05-01,41712
TOYOTA,36727,2013-06-01,36548
TOYOTA,39497,2013-07-01,41699
TOYOTA,26679,2013-08-01,27902
TOYOTA,39162,2013-09-01,46485
TOYOTA,39334,2013-10-01,45416
TOYOTA,40801,2013-11-01,45465
TOYOTA,44029,2013-12-01,41805
UD TRUCKS,154,2013-01-01,276
UD TRUCKS,202,2013-02-01,255
UD TRUCKS,172,2013-03-01,156
UD TRUCKS,172,2013-04-01,138
UD TRUCKS,177,2013-05-01,156
UD TRUCKS,192,2013-06-01,151
UD TRUCKS,160,2013-07-01,185
UD TRUCKS,183,2013-08-01,132
UD TRUCKS,200,2013-09-01,192
UD TRUCKS,190,2013-10-01,138
UD TRUCKS,167,2013-11-01,78
UD TRUCKS,132,2013-12-01,81
VOLKSWAGEN,47,2013-01-01,30
VOLKSWAGEN,42,2013-02-01,37
VOLKSWAGEN,31,2013-03-01,24
VOLKSWAGEN,76,2013-04-01,76
VOLKSWAGEN,44,2013-05-01,13
VOLKSWAGEN,125,2013-06-01,101
VOLKSWAGEN,120,2013-07-01,72
VOLKSWAGEN,150,2013-08-01,103
VOLKSWAGEN,156,2013-09-01,100
VOLKSWAGEN,237,2013-10-01,146
VOLKSWAGEN,139,2013-11-01,55
VOLKSWAGEN,210,2013-12-01,144
VOLVO,4,2013-01-01,
VOLVO,2,2013-02-01,
VOLVO,1,2013-03-01,
VOLVO,2,2013-04-01,
VOLVO,2,2013-05-01,
VOLVO,2,2013-06-01,
VOLVO,-,2013-07-01,
VOLVO,4,2013-08-01,
VOLVO,2,2013-09-01,
VOLVO,-,2013-10-01,
VOLVO,-,2013-11-01,
VOLVO,-,2013-12-01,
