waktu,brand,tipe,sale
2022-04,TOYOTA,VIOS 1.5 G A/T FMC,-
2022-05,TOYOTA,VIOS 1.5 G A/T FMC,-
2022-06,TOYOTA,VIOS 1.5 G A/T FMC,-
2022-07,TOYOTA,VIOS 1.5 G A/T FMC,-
2022-08,TOYOTA,VIOS 1.5 G A/T FMC,-
2022-09,TOYOTA,VIOS 1.5 G A/T FMC,-
2022-010,TOYOTA,VIOS 1.5 G A/T FMC,-
2022-011,TOYOTA,VIOS 1.5 G A/T FMC,25
2022-012,TOYOTA,VIOS 1.5 G A/T FMC,72
2022-01,TOYOTA,Vios  G AT,35
2022-02,TOYOTA,Vios  G AT,13
2022-03,TOYOTA,Vios  G AT,10
2022-04,TOYOTA,Vios  G AT,1
2022-05,TOYOTA,Vios  G AT,10
2022-06,TOYOTA,Vios  G AT,21
2022-07,TOYOTA,Vios  G AT,18
2022-08,TOYOTA,Vios  G AT,13
2022-09,TOYOTA,Vios  G AT,-
2022-010,TOYOTA,Vios  G AT,-
2022-011,TOYOTA,Vios  G AT,-
2022-012,TOYOTA,Vios  G AT,-
2022-01,AUDI,A5 2.0 TFSI,-
2022-02,AUDI,A5 2.0 TFSI,-
2022-03,AUDI,A5 2.0 TFSI,-
2022-04,AUDI,A5 2.0 TFSI,-
2022-05,AUDI,A5 2.0 TFSI,-
2022-06,AUDI,A5 2.0 TFSI,-
2022-07,AUDI,A5 2.0 TFSI,1
2022-08,AUDI,A5 2.0 TFSI,1
2022-09,AUDI,A5 2.0 TFSI,-
2022-010,AUDI,A5 2.0 TFSI,-
2022-011,AUDI,A5 2.0 TFSI,1
2022-012,AUDI,A5 2.0 TFSI,1
2022-01,AUDI,A5 2.0 TFSI A/T SB,-
2022-02,AUDI,A5 2.0 TFSI A/T SB,-
2022-03,AUDI,A5 2.0 TFSI A/T SB,1
2022-04,AUDI,A5 2.0 TFSI A/T SB,-
2022-05,AUDI,A5 2.0 TFSI A/T SB,-
2022-06,AUDI,A5 2.0 TFSI A/T SB,-
2022-07,AUDI,A5 2.0 TFSI A/T SB,-
2022-08,AUDI,A5 2.0 TFSI A/T SB,2
2022-09,AUDI,A5 2.0 TFSI A/T SB,1
2022-010,AUDI,A5 2.0 TFSI A/T SB,-
2022-011,AUDI,A5 2.0 TFSI A/T SB,-
2022-012,AUDI,A5 2.0 TFSI A/T SB,2
2022-01,AUDI,A6 2.0TFSI AT,1
2022-02,AUDI,A6 2.0TFSI AT,-
2022-03,AUDI,A6 2.0TFSI AT,-
2022-04,AUDI,A6 2.0TFSI AT,-
2022-05,AUDI,A6 2.0TFSI AT,-
2022-06,AUDI,A6 2.0TFSI AT,1
2022-07,AUDI,A6 2.0TFSI AT,-
2022-08,AUDI,A6 2.0TFSI AT,-
2022-09,AUDI,A6 2.0TFSI AT,1
2022-010,AUDI,A6 2.0TFSI AT,-
2022-011,AUDI,A6 2.0TFSI AT,-
2022-012,AUDI,A6 2.0TFSI AT,2
2022-01,AUDI,RS4 2.9 TFSI A/T,-
2022-02,AUDI,RS4 2.9 TFSI A/T,-
2022-03,AUDI,RS4 2.9 TFSI A/T,-
2022-04,AUDI,RS4 2.9 TFSI A/T,2
2022-05,AUDI,RS4 2.9 TFSI A/T,-
2022-06,AUDI,RS4 2.9 TFSI A/T,1
2022-07,AUDI,RS4 2.9 TFSI A/T,1
2022-08,AUDI,RS4 2.9 TFSI A/T,-
2022-09,AUDI,RS4 2.9 TFSI A/T,-
2022-010,AUDI,RS4 2.9 TFSI A/T,-
2022-011,AUDI,RS4 2.9 TFSI A/T,-
2022-012,AUDI,RS4 2.9 TFSI A/T,-
2022-01,AUDI,RS5 2.9 TFSI A/T,-
2022-02,AUDI,RS5 2.9 TFSI A/T,-
2022-03,AUDI,RS5 2.9 TFSI A/T,-
2022-04,AUDI,RS5 2.9 TFSI A/T,-
2022-05,AUDI,RS5 2.9 TFSI A/T,-
2022-06,AUDI,RS5 2.9 TFSI A/T,-
2022-07,AUDI,RS5 2.9 TFSI A/T,-
2022-08,AUDI,RS5 2.9 TFSI A/T,-
2022-09,AUDI,RS5 2.9 TFSI A/T,-
2022-010,AUDI,RS5 2.9 TFSI A/T,-
2022-011,AUDI,RS5 2.9 TFSI A/T,-
2022-012,AUDI,RS5 2.9 TFSI A/T,-
2022-01,BMW,218i Gran Coupe,-
2022-02,BMW,218i Gran Coupe,43
2022-03,BMW,218i Gran Coupe,4
2022-04,BMW,218i Gran Coupe,-
2022-05,BMW,218i Gran Coupe,-
2022-06,BMW,218i Gran Coupe,43
2022-07,BMW,218i Gran Coupe,30
2022-08,BMW,218i Gran Coupe,38
2022-09,BMW,218i Gran Coupe,32
2022-010,BMW,218i Gran Coupe,24
2022-011,BMW,218i Gran Coupe,45
2022-012,BMW,218i Gran Coupe,5
2022-01,BMW,220i Coupe A/T,-
2022-02,BMW,220i Coupe A/T,-
2022-03,BMW,220i Coupe A/T,-
2022-04,BMW,220i Coupe A/T,-
2022-05,BMW,220i Coupe A/T,-
2022-06,BMW,220i Coupe A/T,-
2022-07,BMW,220i Coupe A/T,-
2022-08,BMW,220i Coupe A/T,7
2022-09,BMW,220i Coupe A/T,2
2022-010,BMW,220i Coupe A/T,-
2022-011,BMW,220i Coupe A/T,-
2022-012,BMW,220i Coupe A/T,1
2022-01,BMW,320i CKD A/T,41
2022-02,BMW,320i CKD A/T,22
2022-03,BMW,320i CKD A/T,47
2022-04,BMW,320i CKD A/T,64
2022-05,BMW,320i CKD A/T,8
2022-06,BMW,320i CKD A/T,28
2022-07,BMW,320i CKD A/T,18
2022-08,BMW,320i CKD A/T,14
2022-09,BMW,320i CKD A/T,16
2022-010,BMW,320i CKD A/T,23
2022-011,BMW,320i CKD A/T,1
2022-012,BMW,320i CKD A/T,9
2022-01,BMW,330i CKD A/T,-
2022-02,BMW,330i CKD A/T,18
2022-03,BMW,330i CKD A/T,2
2022-04,BMW,330i CKD A/T,4
2022-05,BMW,330i CKD A/T,-
2022-06,BMW,330i CKD A/T,24
2022-07,BMW,330i CKD A/T,40
2022-08,BMW,330i CKD A/T,6
2022-09,BMW,330i CKD A/T,47
2022-010,BMW,330i CKD A/T,25
2022-011,BMW,330i CKD A/T,1
2022-012,BMW,330i CKD A/T,1
2022-01,BMW,320i CKD-A7 A/T,-
2022-02,BMW,320i CKD-A7 A/T,-
2022-03,BMW,320i CKD-A7 A/T,-
2022-04,BMW,320i CKD-A7 A/T,-
2022-05,BMW,320i CKD-A7 A/T,-
2022-06,BMW,320i CKD-A7 A/T,-
2022-07,BMW,320i CKD-A7 A/T,-
2022-08,BMW,320i CKD-A7 A/T,-
2022-09,BMW,320i CKD-A7 A/T,-
2022-010,BMW,320i CKD-A7 A/T,-
2022-011,BMW,320i CKD-A7 A/T,-
2022-012,BMW,320i CKD-A7 A/T,48
2022-01,BMW,330i CKD B7 A/T,-
2022-02,BMW,330i CKD B7 A/T,-
2022-03,BMW,330i CKD B7 A/T,-
2022-04,BMW,330i CKD B7 A/T,-
2022-05,BMW,330i CKD B7 A/T,-
2022-06,BMW,330i CKD B7 A/T,-
2022-07,BMW,330i CKD B7 A/T,-
2022-08,BMW,330i CKD B7 A/T,-
2022-09,BMW,330i CKD B7 A/T,-
2022-010,BMW,330i CKD B7 A/T,-
2022-011,BMW,330i CKD B7 A/T,-
2022-012,BMW,330i CKD B7 A/T,22
2022-01,BMW,M3 A/T,-
2022-02,BMW,M3 A/T,-
2022-03,BMW,M3 A/T,2
2022-04,BMW,M3 A/T,3
2022-05,BMW,M3 A/T,1
2022-06,BMW,M3 A/T,8
2022-07,BMW,M3 A/T,10
2022-08,BMW,M3 A/T,6
2022-09,BMW,M3 A/T,-
2022-010,BMW,M3 A/T,-
2022-011,BMW,M3 A/T,-
2022-012,BMW,M3 A/T,-
2022-01,BMW,M4 CSL A/T,-
2022-02,BMW,M4 CSL A/T,-
2022-03,BMW,M4 CSL A/T,-
2022-04,BMW,M4 CSL A/T,-
2022-05,BMW,M4 CSL A/T,-
2022-06,BMW,M4 CSL A/T,-
2022-07,BMW,M4 CSL A/T,-
2022-08,BMW,M4 CSL A/T,-
2022-09,BMW,M4 CSL A/T,-
2022-010,BMW,M4 CSL A/T,-
2022-011,BMW,M4 CSL A/T,-
2022-012,BMW,M4 CSL A/T,1
2022-01,BMW,M4 Coupe A/T,-
2022-02,BMW,M4 Coupe A/T,-
2022-03,BMW,M4 Coupe A/T,12
2022-04,BMW,M4 Coupe A/T,1
2022-05,BMW,M4 Coupe A/T,1
2022-06,BMW,M4 Coupe A/T,6
2022-07,BMW,M4 Coupe A/T,4
2022-08,BMW,M4 Coupe A/T,11
2022-09,BMW,M4 Coupe A/T,-
2022-010,BMW,M4 Coupe A/T,6
2022-011,BMW,M4 Coupe A/T,37
2022-012,BMW,M4 Coupe A/T,25
2022-01,BMW,430i Convertible A/T,-
2022-02,BMW,430i Convertible A/T,-
2022-03,BMW,430i Convertible A/T,6
2022-04,BMW,430i Convertible A/T,3
2022-05,BMW,430i Convertible A/T,-
2022-06,BMW,430i Convertible A/T,7
2022-07,BMW,430i Convertible A/T,2
2022-08,BMW,430i Convertible A/T,6
2022-09,BMW,430i Convertible A/T,1
2022-010,BMW,430i Convertible A/T,-
2022-011,BMW,430i Convertible A/T,-
2022-012,BMW,430i Convertible A/T,-
2022-01,BMW,430i Coupe A/T,-
2022-02,BMW,430i Coupe A/T,-
2022-03,BMW,430i Coupe A/T,7
2022-04,BMW,430i Coupe A/T,6
2022-05,BMW,430i Coupe A/T,-
2022-06,BMW,430i Coupe A/T,7
2022-07,BMW,430i Coupe A/T,5
2022-08,BMW,430i Coupe A/T,6
2022-09,BMW,430i Coupe A/T,2
2022-010,BMW,430i Coupe A/T,8
2022-011,BMW,430i Coupe A/T,-
2022-012,BMW,430i Coupe A/T,-
2022-01,BMW,530i CKD A/T,-
2022-02,BMW,530i CKD A/T,7
2022-03,BMW,530i CKD A/T,30
2022-04,BMW,530i CKD A/T,8
2022-05,BMW,530i CKD A/T,2
2022-06,BMW,530i CKD A/T,1
2022-07,BMW,530i CKD A/T,19
2022-08,BMW,530i CKD A/T,5
2022-09,BMW,530i CKD A/T,-
2022-010,BMW,530i CKD A/T,-
2022-011,BMW,530i CKD A/T,-
2022-012,BMW,530i CKD A/T,1
2022-01,BMW,530i Touring RHD A/T,-
2022-02,BMW,530i Touring RHD A/T,-
2022-03,BMW,530i Touring RHD A/T,-
2022-04,BMW,530i Touring RHD A/T,-
2022-05,BMW,530i Touring RHD A/T,-
2022-06,BMW,530i Touring RHD A/T,5
2022-07,BMW,530i Touring RHD A/T,17
2022-08,BMW,530i Touring RHD A/T,2
2022-09,BMW,530i Touring RHD A/T,1
2022-010,BMW,530i Touring RHD A/T,-
2022-011,BMW,530i Touring RHD A/T,-
2022-012,BMW,530i Touring RHD A/T,-
2022-01,BMW,520i G30 CKD A/T,44
2022-02,BMW,520i G30 CKD A/T,14
2022-03,BMW,520i G30 CKD A/T,2
2022-04,BMW,520i G30 CKD A/T,24
2022-05,BMW,520i G30 CKD A/T,1
2022-06,BMW,520i G30 CKD A/T,23
2022-07,BMW,520i G30 CKD A/T,2
2022-08,BMW,520i G30 CKD A/T,15
2022-09,BMW,520i G30 CKD A/T,30
2022-010,BMW,520i G30 CKD A/T,3
2022-011,BMW,520i G30 CKD A/T,2
2022-012,BMW,520i G30 CKD A/T,20
2022-01,BMW,72AG 520I,-
2022-02,BMW,72AG 520I,-
2022-03,BMW,72AG 520I,-
2022-04,BMW,72AG 520I,-
2022-05,BMW,72AG 520I,-
2022-06,BMW,72AG 520I,-
2022-07,BMW,72AG 520I,2
2022-08,BMW,72AG 520I,-
2022-09,BMW,72AG 520I,-
2022-010,BMW,72AG 520I,-
2022-011,BMW,72AG 520I,-
2022-012,BMW,72AG 520I,-
2022-01,BMW,730Li G12 CKD A/T,10
2022-02,BMW,730Li G12 CKD A/T,1
2022-03,BMW,730Li G12 CKD A/T,1
2022-04,BMW,730Li G12 CKD A/T,-
2022-05,BMW,730Li G12 CKD A/T,-
2022-06,BMW,730Li G12 CKD A/T,1
2022-07,BMW,730Li G12 CKD A/T,16
2022-08,BMW,730Li G12 CKD A/T,11
2022-09,BMW,730Li G12 CKD A/T,19
2022-010,BMW,730Li G12 CKD A/T,5
2022-011,BMW,730Li G12 CKD A/T,-
2022-012,BMW,730Li G12 CKD A/T,1
2022-01,BMW,740Li A/T,-
2022-02,BMW,740Li A/T,-
2022-03,BMW,740Li A/T,-
2022-04,BMW,740Li A/T,-
2022-05,BMW,740Li A/T,-
2022-06,BMW,740Li A/T,1
2022-07,BMW,740Li A/T,-
2022-08,BMW,740Li A/T,-
2022-09,BMW,740Li A/T,-
2022-010,BMW,740Li A/T,-
2022-011,BMW,740Li A/T,-
2022-012,BMW,740Li A/T,-
2022-01,BMW,Z4 sDrive30i A/T,-
2022-02,BMW,Z4 sDrive30i A/T,-
2022-03,BMW,Z4 sDrive30i A/T,6
2022-04,BMW,Z4 sDrive30i A/T,-
2022-05,BMW,Z4 sDrive30i A/T,-
2022-06,BMW,Z4 sDrive30i A/T,16
2022-07,BMW,Z4 sDrive30i A/T,1
2022-08,BMW,Z4 sDrive30i A/T,2
2022-09,BMW,Z4 sDrive30i A/T,-
2022-010,BMW,Z4 sDrive30i A/T,-
2022-011,BMW,Z4 sDrive30i A/T,-
2022-012,BMW,Z4 sDrive30i A/T,-
2022-01,BMW,Z4 M40i A/T,-
2022-02,BMW,Z4 M40i A/T,-
2022-03,BMW,Z4 M40i A/T,-
2022-04,BMW,Z4 M40i A/T,-
2022-05,BMW,Z4 M40i A/T,-
2022-06,BMW,Z4 M40i A/T,-
2022-07,BMW,Z4 M40i A/T,-
2022-08,BMW,Z4 M40i A/T,13
2022-09,BMW,Z4 M40i A/T,1
2022-010,BMW,Z4 M40i A/T,-
2022-011,BMW,Z4 M40i A/T,-
2022-012,BMW,Z4 M40i A/T,-
2022-01,BMW,840i Coupe A/T,-
2022-02,BMW,840i Coupe A/T,-
2022-03,BMW,840i Coupe A/T,2
2022-04,BMW,840i Coupe A/T,3
2022-05,BMW,840i Coupe A/T,-
2022-06,BMW,840i Coupe A/T,-
2022-07,BMW,840i Coupe A/T,1
2022-08,BMW,840i Coupe A/T,8
2022-09,BMW,840i Coupe A/T,1
2022-010,BMW,840i Coupe A/T,6
2022-011,BMW,840i Coupe A/T,1
2022-012,BMW,840i Coupe A/T,-
2022-01,BMW,840i Gran Coupe A/T,-
2022-02,BMW,840i Gran Coupe A/T,-
2022-03,BMW,840i Gran Coupe A/T,1
2022-04,BMW,840i Gran Coupe A/T,2
2022-05,BMW,840i Gran Coupe A/T,-
2022-06,BMW,840i Gran Coupe A/T,-
2022-07,BMW,840i Gran Coupe A/T,1
2022-08,BMW,840i Gran Coupe A/T,2
2022-09,BMW,840i Gran Coupe A/T,-
2022-010,BMW,840i Gran Coupe A/T,1
2022-011,BMW,840i Gran Coupe A/T,-
2022-012,BMW,840i Gran Coupe A/T,-
2022-01,HONDA,New  ACCORD VTi-L,34
2022-02,HONDA,New  ACCORD VTi-L,28
2022-03,HONDA,New  ACCORD VTi-L,40
2022-04,HONDA,New  ACCORD VTi-L,46
2022-05,HONDA,New  ACCORD VTi-L,31
2022-06,HONDA,New  ACCORD VTi-L,30
2022-07,HONDA,New  ACCORD VTi-L,-
2022-08,HONDA,New  ACCORD VTi-L,20
2022-09,HONDA,New  ACCORD VTi-L,22
2022-010,HONDA,New  ACCORD VTi-L,7
2022-011,HONDA,New  ACCORD VTi-L,29
2022-012,HONDA,New  ACCORD VTi-L,12
2022-01,LEXUS,ES 250,-
2022-02,LEXUS,ES 250,-
2022-03,LEXUS,ES 250,-
2022-04,LEXUS,ES 250,-
2022-05,LEXUS,ES 250,-
2022-06,LEXUS,ES 250,-
2022-07,LEXUS,ES 250,-
2022-08,LEXUS,ES 250,-
2022-09,LEXUS,ES 250,-
2022-010,LEXUS,ES 250,-
2022-011,LEXUS,ES 250,-
2022-012,LEXUS,ES 250,-
2022-01,LEXUS,ES 300 h,-
2022-02,LEXUS,ES 300 h,11
2022-03,LEXUS,ES 300 h,25
2022-04,LEXUS,ES 300 h,15
2022-05,LEXUS,ES 300 h,8
2022-06,LEXUS,ES 300 h,16
2022-07,LEXUS,ES 300 h,20
2022-08,LEXUS,ES 300 h,50
2022-09,LEXUS,ES 300 h,-
2022-010,LEXUS,ES 300 h,11
2022-011,LEXUS,ES 300 h,2
2022-012,LEXUS,ES 300 h,2
2022-01,LEXUS,ES 300h Ultra Luxury,-
2022-02,LEXUS,ES 300h Ultra Luxury,-
2022-03,LEXUS,ES 300h Ultra Luxury,-
2022-04,LEXUS,ES 300h Ultra Luxury,-
2022-05,LEXUS,ES 300h Ultra Luxury,-
2022-06,LEXUS,ES 300h Ultra Luxury,-
2022-07,LEXUS,ES 300h Ultra Luxury,-
2022-08,LEXUS,ES 300h Ultra Luxury,-
2022-09,LEXUS,ES 300h Ultra Luxury,-
2022-010,LEXUS,ES 300h Ultra Luxury,-
2022-011,LEXUS,ES 300h Ultra Luxury,-
2022-012,LEXUS,ES 300h Ultra Luxury,-
2022-01,MAZDA,MX-5 RF,-
2022-02,MAZDA,MX-5 RF,-
2022-03,MAZDA,MX-5 RF,-
2022-04,MAZDA,MX-5 RF,-
2022-05,MAZDA,MX-5 RF,-
2022-06,MAZDA,MX-5 RF,-
2022-07,MAZDA,MX-5 RF,-
2022-08,MAZDA,MX-5 RF,-
2022-09,MAZDA,MX-5 RF,-
2022-010,MAZDA,MX-5 RF,-
2022-011,MAZDA,MX-5 RF,4
2022-012,MAZDA,MX-5 RF,-
2022-01,MAZDA,All New  Mazda 3 Sedan,-
2022-02,MAZDA,All New  Mazda 3 Sedan,-
2022-03,MAZDA,All New  Mazda 3 Sedan,-
2022-04,MAZDA,All New  Mazda 3 Sedan,4
2022-05,MAZDA,All New  Mazda 3 Sedan,-
2022-06,MAZDA,All New  Mazda 3 Sedan,1
2022-07,MAZDA,All New  Mazda 3 Sedan,3
2022-08,MAZDA,All New  Mazda 3 Sedan,1
